"Label (Grouping)","Total:","Total:!!With a mortgage:","Total:!!With a mortgage:!!Less than $20,000:","Total:!!With a mortgage:!!Less than $20,000:!!Less than 20 percent","Total:!!With a mortgage:!!Less than $20,000:!!20 to 29 percent","Total:!!With a mortgage:!!Less than $20,000:!!30 percent or more","Total:!!With a mortgage:!!$20,000 to $34,999:","Total:!!With a mortgage:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!30 percent or more","Total:!!With a mortgage:!!$35,000 to $49,999:","Total:!!With a mortgage:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!30 percent or more","Total:!!With a mortgage:!!$50,000 to $74,999:","Total:!!With a mortgage:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!30 percent or more","Total:!!With a mortgage:!!$75,000 or more:","Total:!!With a mortgage:!!$75,000 or more:!!Less than 20 percent","Total:!!With a mortgage:!!$75,000 or more:!!20 to 29 percent","Total:!!With a mortgage:!!$75,000 or more:!!30 percent or more","Total:!!With a mortgage:!!Zero or negative income","Total:!!Not mortgaged:","Total:!!Not mortgaged:!!Less than $20,000:","Total:!!Not mortgaged:!!Less than $20,000:!!Less than 20 percent","Total:!!Not mortgaged:!!Less than $20,000:!!20 to 29 percent","Total:!!Not mortgaged:!!Less than $20,000:!!30 percent or more","Total:!!Not mortgaged:!!$20,000 to $34,999:","Total:!!Not mortgaged:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!30 percent or more","Total:!!Not mortgaged:!!$35,000 to $49,999:","Total:!!Not mortgaged:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!30 percent or more","Total:!!Not mortgaged:!!$50,000 to $74,999:","Total:!!Not mortgaged:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!30 percent or more","Total:!!Not mortgaged:!!$75,000 or more:","Total:!!Not mortgaged:!!$75,000 or more:!!Less than 20 percent","Total:!!Not mortgaged:!!$75,000 or more:!!20 to 29 percent","Total:!!Not mortgaged:!!$75,000 or more:!!30 percent or more","Total:!!Not mortgaged:!!Zero or negative income"
"    Estimate","1,302,533","948,014","44,188","159","291","43,738","74,131","1,810","8,219","64,102","91,998","8,842","23,411","59,745","182,593","35,176","80,796","66,621","550,932","361,880","149,530","39,522","4,172","354,519","49,806","8,998","11,059","29,749","56,983","37,239","11,719","8,025","52,569","47,498","3,994","1,077","63,949","62,017","1,424","508","127,593","127,088","347","158","3,619"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","900,039","628,902","20,514","75","0","20,439","33,691","545","1,077","32,069","48,764","1,775","5,306","41,683","95,631","7,662","28,783","59,186","428,134","223,427","144,505","60,202","2,168","271,137","29,921","712","1,883","27,326","40,493","3,957","11,324","25,212","36,327","12,883","15,032","8,412","45,521","33,782","9,904","1,835","115,563","110,942","3,984","637","3,312"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","245,808","170,546","9,981","0","34","9,947","13,917","312","1,213","12,392","20,490","1,507","4,818","14,165","31,968","7,822","13,209","10,937","93,020","63,716","23,751","5,553","1,170","75,262","10,793","1,406","2,876","6,511","15,908","9,351","3,946","2,611","11,213","9,030","1,687","496","13,540","12,949","564","27","22,517","22,339","163","15","1,291"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","112,492","85,550","3,860","0","38","3,822","3,280","64","148","3,068","4,062","333","735","2,994","10,221","1,707","3,094","5,420","63,855","38,026","18,529","7,300","272","26,942","3,667","426","530","2,711","2,877","883","983","1,011","3,111","2,269","386","456","4,556","3,826","483","247","11,851","11,654","197","0","880"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","4,693,821","2,728,967","220,748","539","2,858","217,351","321,826","10,063","38,003","273,760","356,944","38,749","107,729","210,466","573,074","156,745","225,518","190,811","1,233,887","788,921","331,342","113,624","22,488","1,964,854","369,276","76,715","70,857","221,704","391,410","224,494","99,638","67,278","300,606","249,432","37,241","13,933","338,795","314,470","17,910","6,415","518,731","507,069","9,326","2,336","46,036"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,232,553","1,492,541","100,294","446","1,688","98,160","145,091","3,224","18,956","122,911","188,809","20,789","65,626","102,394","308,135","104,648","127,097","76,390","740,381","542,419","159,481","38,481","9,831","740,012","146,284","31,023","33,457","81,804","143,746","98,452","31,466","13,828","108,987","98,738","8,421","1,828","125,585","121,806","3,067","712","201,422","200,473","897","52","13,988"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","255,375","169,261","7,190","0","382","6,808","7,896","53","579","7,264","13,438","840","1,619","10,979","25,688","2,863","6,662","16,163","114,009","43,428","43,537","27,044","1,040","86,114","10,647","2,322","1,516","6,809","10,836","5,552","3,320","1,964","10,652","7,690","2,642","320","18,062","17,007","1,031","24","33,988","33,813","175","0","1,929"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","402,394","264,640","16,695","130","87","16,478","32,085","1,427","6,991","23,667","39,185","5,064","17,374","16,747","63,300","25,165","27,803","10,332","111,302","85,599","21,236","4,467","2,073","137,754","25,314","5,987","7,229","12,098","29,318","21,413","6,495","1,410","23,049","21,993","938","118","25,424","25,298","116","10","33,380","33,281","99","0","1,269"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,125,655","2,031,234","99,423","351","1,294","97,778","168,578","4,385","21,453","142,740","213,564","23,776","55,836","133,952","373,708","98,485","130,476","144,747","1,164,922","711,050","334,586","119,286","11,039","1,094,421","155,555","21,161","27,738","106,656","190,250","83,069","54,838","52,343","157,239","112,113","32,839","12,287","199,627","177,554","17,832","4,241","378,551","369,582","7,880","1,089","13,199"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,716,341","1,145,374","69,573","252","1,542","67,779","123,327","7,763","26,269","89,295","163,714","31,313","74,797","57,604","267,897","128,133","107,170","32,594","516,122","425,870","78,350","11,902","4,741","570,967","96,734","21,366","23,963","51,405","117,053","81,816","24,692","10,545","97,056","89,235","7,009","812","108,753","107,209","1,448","96","144,917","144,597","320","0","6,454"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","879,878","534,125","24,510","80","510","23,920","46,454","2,140","9,964","34,350","65,867","11,174","27,862","26,831","121,944","51,373","51,730","18,841","272,977","216,837","48,890","7,250","2,373","345,753","52,962","8,824","12,564","31,574","65,311","38,403","20,243","6,665","56,149","49,505","6,157","487","68,322","66,515","1,625","182","99,871","99,771","100","0","3,138"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","739,168","445,622","20,719","61","343","20,315","38,296","1,133","6,343","30,820","51,208","7,819","20,093","23,296","98,402","36,579","42,331","19,492","235,117","173,569","50,673","10,875","1,880","293,546","44,575","6,290","9,483","28,802","55,239","32,553","16,108","6,578","45,949","40,622","4,483","844","57,199","54,896","2,108","195","86,886","86,368","350","168","3,698"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,131,197","671,840","52,829","271","2,065","50,493","75,759","3,439","16,682","55,638","91,533","17,046","38,497","35,990","149,466","68,166","59,133","22,167","298,568","238,165","51,879","8,524","3,685","459,357","103,376","29,043","26,464","47,869","96,699","74,772","16,744","5,183","77,298","73,568","3,400","330","78,540","77,519","881","140","97,068","96,867","175","26","6,376"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,106,785","589,089","45,165","220","870","44,075","64,288","2,023","12,509","49,756","73,089","11,607","26,357","35,125","112,939","45,307","43,396","24,236","289,591","226,892","50,333","12,366","4,017","517,696","113,093","35,812","28,289","48,992","101,867","81,568","15,739","4,560","75,921","72,060","3,081","780","82,975","81,821","969","185","135,622","135,051","435","136","8,218"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","392,139","244,300","15,636","95","206","15,335","28,095","1,910","4,781","21,404","28,940","3,410","9,943","15,587","53,281","14,865","21,761","16,655","117,334","78,276","31,312","7,746","1,014","147,839","27,752","4,510","5,251","17,991","31,438","14,567","10,791","6,080","25,826","20,497","4,541","788","26,162","24,223","1,622","317","35,848","35,329","499","20","813"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,426,748","1,048,905","38,043","56","420","37,567","56,020","787","3,613","51,620","78,212","4,155","12,216","61,841","164,490","25,122","52,573","86,795","707,755","390,717","230,527","86,511","4,385","377,843","44,895","3,021","6,874","35,000","54,416","22,185","18,605","13,626","47,629","35,047","10,598","1,984","64,028","59,528","3,673","827","162,678","161,141","1,246","291","4,197"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,570,332","1,092,156","37,480","47","318","37,115","61,880","1,206","3,087","57,587","75,488","2,762","11,579","61,147","159,594","16,408","45,935","97,251","753,979","403,787","248,543","101,649","3,735","478,176","60,226","2,720","5,194","52,312","73,186","13,447","26,527","33,212","60,310","32,683","20,659","6,968","79,098","64,019","12,232","2,847","199,897","195,335","4,089","473","5,459"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,693,284","1,658,889","103,525","197","978","102,350","171,205","6,082","29,986","135,137","211,517","28,446","85,932","97,139","363,370","137,370","155,714","70,286","801,936","605,935","163,187","32,814","7,336","1,034,395","179,423","23,998","34,973","120,452","212,338","112,929","67,852","31,557","176,316","150,589","22,215","3,512","190,992","183,695","5,999","1,298","261,200","259,702","1,091","407","14,126"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,526,406","1,019,821","37,645","163","642","36,840","73,800","2,342","9,295","62,163","103,885","11,039","32,531","60,315","203,292","52,363","92,475","58,454","598,266","408,153","154,815","35,298","2,933","506,585","68,844","9,672","13,400","45,772","85,601","42,347","28,927","14,327","76,000","62,307","11,246","2,447","98,495","94,431","3,553","511","173,160","171,926","1,050","184","4,485"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","741,504","379,452","36,157","39","804","35,314","54,420","2,259","12,133","40,028","54,575","10,441","21,182","22,952","78,045","34,204","32,165","11,676","152,080","119,902","26,886","5,292","4,175","362,052","92,743","23,724","22,759","46,260","76,004","54,820","15,745","5,439","52,054","48,475","3,227","352","60,800","59,552","1,248","0","73,707","73,504","203","0","6,744"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,575,626","988,438","58,426","201","993","57,232","104,055","4,082","22,338","77,635","129,964","21,230","53,878","54,856","220,847","87,115","90,594","43,138","470,152","357,905","95,740","16,507","4,994","587,188","115,878","22,084","29,253","64,541","118,851","74,281","33,299","11,271","93,174","85,648","6,442","1,084","106,671","105,169","1,168","334","145,285","144,865","373","47","7,329"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","272,856","150,293","9,682","94","35","9,553","16,200","287","2,389","13,524","20,405","2,353","6,357","11,695","35,510","11,445","16,542","7,523","67,783","47,167","17,052","3,564","713","122,563","23,719","5,434","4,737","13,548","25,143","17,242","5,915","1,986","19,699","18,333","889","477","21,693","21,066","574","53","31,156","31,065","91","0","1,153"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","488,438","298,462","11,644","38","88","11,518","25,366","840","4,211","20,315","34,346","4,596","12,943","16,807","67,473","24,393","29,924","13,156","158,972","115,872","36,566","6,534","661","189,976","29,619","4,558","6,578","18,483","36,184","20,911","10,629","4,644","29,608","25,834","3,377","397","35,943","34,603","1,208","132","56,947","56,473","276","198","1,675"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","547,905","374,883","21,450","51","249","21,150","39,116","1,571","4,464","33,081","47,903","4,521","15,692","27,690","84,471","21,573","37,303","25,595","179,853","122,638","44,901","12,314","2,090","173,022","27,174","6,292","5,605","15,277","33,004","21,243","7,882","3,879","26,012","23,348","2,143","521","31,332","29,997","1,190","145","52,898","52,545","167","186","2,602"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","364,996","244,440","7,267","0","145","7,122","15,602","168","668","14,766","20,591","924","2,777","16,890","43,668","5,784","15,822","22,062","156,912","80,790","57,601","18,521","400","120,556","14,905","1,093","1,684","12,128","21,817","4,396","7,327","10,094","18,056","7,899","7,224","2,933","22,496","17,634","4,481","381","42,630","41,402","964","264","652"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,021,062","1,381,794","51,120","40","225","50,855","74,349","536","1,867","71,946","97,770","2,432","8,764","86,574","195,658","16,444","42,725","136,489","956,269","422,784","335,723","197,762","6,628","639,268","75,277","3,210","3,216","68,851","93,913","10,831","20,172","62,910","75,769","21,952","29,205","24,612","105,006","62,195","32,326","10,485","283,284","264,543","16,565","2,176","6,019"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","509,151","286,593","25,410","185","744","24,481","32,649","1,379","4,732","26,538","39,223","4,493","14,586","20,144","58,628","21,379","23,478","13,771","127,750","93,573","27,208","6,969","2,933","222,558","50,692","14,958","12,695","23,039","42,633","35,003","5,585","2,045","32,589","30,490","1,710","389","37,387","36,906","444","37","53,708","53,401","307","0","5,549"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,857,906","2,407,718","105,791","130","1,030","104,631","162,185","3,055","14,288","144,842","207,988","17,803","48,441","141,744","408,174","86,974","119,549","201,651","1,513,253","771,710","441,657","299,886","10,327","1,450,188","196,549","23,003","22,698","150,848","228,707","73,842","58,270","96,595","196,212","111,451","46,976","37,785","256,232","191,260","45,182","19,790","557,546","521,523","30,025","5,998","14,942"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,435,384","1,569,214","101,354","423","3,066","97,865","172,551","6,504","27,594","138,453","207,979","26,110","80,860","101,009","334,728","122,695","140,081","71,952","742,575","550,507","156,492","35,576","10,027","866,170","181,907","39,799","47,394","94,714","189,163","131,869","41,943","15,351","142,390","129,773","10,633","1,984","145,031","142,290","2,435","306","194,751","194,079","672","0","12,928"
"North Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","195,002","101,271","2,114","0","85","2,029","6,001","439","1,180","4,382","9,646","1,371","3,763","4,512","21,318","8,115","9,362","3,841","61,989","49,443","10,825","1,721","203","93,731","11,150","2,048","2,582","6,520","14,261","8,924","3,775","1,562","12,410","11,584","688","138","17,358","16,882","434","42","37,681","37,673","8","0","871"
"Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,000,748","1,919,891","111,708","453","1,789","109,466","188,203","7,168","32,931","148,104","236,183","36,085","96,554","103,544","419,669","156,593","187,986","75,090","956,839","723,893","195,863","37,083","7,289","1,080,857","182,094","29,522","43,955","108,617","221,700","133,849","63,572","24,279","179,527","159,000","17,645","2,882","199,041","192,863","5,184","994","286,546","285,020","1,441","85","11,949"
"Oklahoma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","950,817","532,133","34,141","249","814","33,078","57,569","2,500","12,605","42,464","65,547","10,836","26,448","28,263","120,350","51,865","49,839","18,646","252,095","200,027","43,711","8,357","2,431","418,684","79,253","21,330","20,472","37,451","82,303","59,860","16,517","5,926","67,149","62,271","4,059","819","76,326","75,238","1,014","74","107,852","107,243","463","146","5,801"
"Oregon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","932,392","616,696","33,633","0","286","33,347","52,309","978","6,008","45,323","72,433","5,114","18,662","48,657","130,069","24,313","56,075","49,681","325,465","199,234","101,661","24,570","2,787","315,696","59,104","10,936","11,673","36,495","57,130","29,504","18,085","9,541","50,198","41,543","7,323","1,332","58,409","56,725","1,398","286","86,736","86,518","155","63","4,119"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,404,164","2,061,546","111,230","183","1,908","109,139","172,574","4,934","23,744","143,896","225,874","29,955","69,701","126,218","421,165","124,760","168,903","127,502","1,122,485","748,838","293,537","80,110","8,218","1,342,618","223,830","25,142","41,669","157,019","258,870","121,462","85,691","51,717","213,731","170,278","34,263","9,190","250,568","234,072","14,455","2,041","381,447","378,255","3,054","138","14,172"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","240,878","168,376","6,215","0","0","6,215","12,487","189","660","11,638","16,932","941","1,532","14,459","32,267","4,047","10,698","17,522","100,193","53,995","34,017","12,181","282","72,502","8,916","540","931","7,445","12,658","2,557","4,981","5,120","10,955","5,829","4,140","986","12,658","11,180","1,045","433","26,370","25,827","387","156","945"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,243,177","728,958","57,376","186","866","56,324","86,301","2,753","13,996","69,552","99,097","16,348","41,693","41,056","153,150","60,674","63,305","29,171","328,269","246,786","64,227","17,256","4,765","514,219","107,980","29,631","26,811","51,538","108,559","79,327","20,757","8,475","82,601","76,357","5,231","1,013","89,173","87,393","1,561","219","113,956","113,703","186","67","11,950"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","228,010","124,813","4,972","0","295","4,677","10,504","544","1,726","8,234","16,333","2,217","6,767","7,349","30,227","11,421","13,287","5,519","62,572","47,454","12,851","2,267","205","103,197","15,519","2,509","3,851","9,159","19,534","11,731","5,906","1,897","16,387","14,673","1,423","291","19,209","18,834","323","52","31,511","31,318","193","0","1,037"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,659,797","994,895","78,640","311","1,482","76,847","118,018","4,707","21,479","91,832","140,096","21,206","58,871","60,019","214,350","84,929","90,504","38,917","436,418","324,801","90,702","20,915","7,373","664,902","134,119","35,458","35,941","62,720","139,309","104,080","24,956","10,273","105,275","98,323","5,664","1,288","117,655","115,077","2,076","502","159,871","159,510","361","0","8,673"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","5,674,241","3,307,196","181,114","509","1,669","178,936","278,033","6,389","33,726","237,918","342,212","31,215","114,357","196,640","621,775","167,176","285,797","168,802","1,866,853","1,291,044","464,087","111,722","17,209","2,367,045","399,823","79,284","91,624","228,915","414,579","246,640","109,292","58,647","342,426","287,193","45,088","10,145","415,664","392,176","18,105","5,383","764,418","754,405","7,743","2,270","30,135"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","635,163","451,224","15,601","114","443","15,044","33,808","1,126","4,791","27,891","48,472","3,881","14,617","29,974","110,070","25,819","50,181","34,070","241,358","157,992","67,382","15,984","1,915","183,939","23,950","5,179","6,221","12,550","28,854","20,062","6,860","1,932","26,144","24,428","1,468","248","37,163","36,396","578","189","65,531","65,407","124","0","2,297"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","180,184","113,356","5,927","0","0","5,927","10,268","24","937","9,307","14,454","955","3,710","9,789","24,560","4,763","9,586","10,211","57,968","34,774","18,281","4,913","179","66,828","12,083","950","1,105","10,028","12,829","3,480","4,599","4,750","10,393","6,426","3,008","959","12,509","10,544","1,597","368","18,590","18,148","389","53","424"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,014,812","1,407,755","59,658","211","1,767","57,680","96,475","3,042","11,206","82,227","127,908","13,768","37,386","76,754","242,440","58,324","89,942","94,174","877,042","528,644","258,317","90,081","4,232","607,057","100,308","20,272","22,130","57,906","100,380","64,852","22,139","13,389","86,331","73,266","10,868","2,197","108,321","103,484","4,078","759","205,729","204,516","894","319","5,988"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
