"GEO_ID","NAME","B19081_001E","B19081_001EA","B19081_001M","B19081_001MA","B19081_002E","B19081_002EA","B19081_002M","B19081_002MA","B19081_003E","B19081_003EA","B19081_003M","B19081_003MA","B19081_004E","B19081_004EA","B19081_004M","B19081_004MA","B19081_005E","B19081_005EA","B19081_005M","B19081_005MA","B19081_006E","B19081_006EA","B19081_006M","B19081_006MA",
"Geography","Geographic Area Name","Estimate!!Quintile Means!!Lowest Quintile","Annotation of Estimate!!Quintile Means!!Lowest Quintile","Margin of Error!!Quintile Means!!Lowest Quintile","Annotation of Margin of Error!!Quintile Means!!Lowest Quintile","Estimate!!Quintile Means!!Second Quintile","Annotation of Estimate!!Quintile Means!!Second Quintile","Margin of Error!!Quintile Means!!Second Quintile","Annotation of Margin of Error!!Quintile Means!!Second Quintile","Estimate!!Quintile Means!!Third Quintile","Annotation of Estimate!!Quintile Means!!Third Quintile","Margin of Error!!Quintile Means!!Third Quintile","Annotation of Margin of Error!!Quintile Means!!Third Quintile","Estimate!!Quintile Means!!Fourth Quintile","Annotation of Estimate!!Quintile Means!!Fourth Quintile","Margin of Error!!Quintile Means!!Fourth Quintile","Annotation of Margin of Error!!Quintile Means!!Fourth Quintile","Estimate!!Quintile Means!!Highest Quintile","Annotation of Estimate!!Quintile Means!!Highest Quintile","Margin of Error!!Quintile Means!!Highest Quintile","Annotation of Margin of Error!!Quintile Means!!Highest Quintile","Estimate!!Top 5 Percent","Annotation of Estimate!!Top 5 Percent","Margin of Error!!Top 5 Percent","Annotation of Margin of Error!!Top 5 Percent",
"0500000US13097","Douglas County, Georgia","12402","null","2086","null","32461","null","3738","null","50602","null","3635","null","75054","null","5050","null","142068","null","13649","null","221566","null","36459","null",
"0500000US13113","Fayette County, Georgia","19879","null","2686","null","46979","null","4770","null","73322","null","4741","null","105906","null","6843","null","215619","null","23047","null","356441","null","56996","null",
"0500000US13115","Floyd County, Georgia","8799","null","1405","null","22220","null","3072","null","41102","null","3965","null","63314","null","5652","null","126819","null","10907","null","192337","null","31288","null",
"0500000US13117","Forsyth County, Georgia","15955","null","5052","null","48414","null","7952","null","83415","null","8428","null","119196","null","10982","null","211142","null","23908","null","324847","null","44243","null",
"0500000US13121","Fulton County, Georgia","8483","null","649","null","28848","null","1294","null","53958","null","1973","null","92109","null","3373","null","253723","null","16886","null","492897","null","56016","null",
"0500000US13127","Glynn County, Georgia","12645","null","2269","null","29228","null","2851","null","45798","null","4028","null","72429","null","7836","null","146199","null","14639","null","229320","null","45782","null",
"0500000US13135","Gwinnett County, Georgia","13801","null","1233","null","35345","null","1803","null","56627","null","2464","null","87397","null","3665","null","171484","null","15041","null","279004","null","50352","null",
"0500000US13139","Hall County, Georgia","11892","null","1372","null","30313","null","2683","null","49090","null","3152","null","74144","null","4405","null","167561","null","19569","null","302803","null","60055","null",
"0500000US13151","Henry County, Georgia","16256","null","3093","null","37476","null","3439","null","57899","null","3919","null","83743","null","5188","null","158814","null","23732","null","264345","null","85580","null",
"0500000US13153","Houston County, Georgia","12903","null","2120","null","31125","null","2957","null","50637","null","4868","null","76790","null","5609","null","132894","null","9372","null","181823","null","19341","null",
"0500000US13179","Liberty County, Georgia","11479","null","2554","null","30408","null","3498","null","45685","null","3398","null","66649","null","5246","null","124420","null","12551","null","182942","null","26364","null",
"0500000US13185","Lowndes County, Georgia","6737","null","1111","null","19581","null","2079","null","33181","null","2698","null","53447","null","3637","null","117682","null","7313","null","181228","null","14465","null",
"0500000US13215","Muscogee County, Georgia","8747","null","1015","null","23676","null","1281","null","38163","null","2307","null","63481","null","3481","null","142946","null","13762","null","254381","null","44015","null",
"0500000US13217","Newton County, Georgia","8532","null","3320","null","25963","null","4235","null","41882","null","5796","null","69090","null","7651","null","139437","null","26497","null","218268","null","85527","null",
"0500000US13223","Paulding County, Georgia","16131","null","3030","null","39310","null","4502","null","58747","null","3525","null","81080","null","5088","null","138522","null","15730","null","203824","null","44173","null",
"0500000US13245","Richmond County, Georgia","7138","null","1220","null","21868","null","1912","null","38938","null","2706","null","60316","null","3714","null","118951","null","6485","null","178377","null","13492","null",
"0500000US13247","Rockdale County, Georgia","15359","null","2795","null","34612","null","3664","null","51075","null","3868","null","72985","null","5816","null","141706","null","15858","null","219142","null","45898","null",
"0500000US13285","Troup County, Georgia","6557","null","1783","null","21408","null","3531","null","40514","null","4374","null","61556","null","3774","null","126351","null","16831","null","221633","null","59113","null",
"0500000US13295","Walker County, Georgia","9705","null","1425","null","21725","null","3319","null","38533","null","4522","null","61745","null","5659","null","136044","null","30150","null","257032","null","107463","null",
"0500000US13297","Walton County, Georgia","12278","null","2998","null","33048","null","5253","null","50042","null","5734","null","74304","null","11223","null","153454","null","18354","null","225557","null","32207","null",
"0500000US13313","Whitfield County, Georgia","11511","null","2006","null","25879","null","2415","null","37983","null","3397","null","60289","null","5981","null","127327","null","15862","null","217914","null","45458","null",
"0500000US15001","Hawaii County, Hawaii","9666","null","2246","null","28107","null","2049","null","46384","null","3070","null","70419","null","3517","null","142383","null","15353","null","240865","null","52279","null",
"0500000US15003","Honolulu County, Hawaii","15664","null","1082","null","42416","null","1280","null","67297","null","1907","null","101758","null","2484","null","189846","null","6727","null","305902","null","21695","null",
"0500000US15007","Kauai County, Hawaii","14366","null","2921","null","37600","null","3861","null","59651","null","5683","null","85548","null","6088","null","148307","null","16175","null","232831","null","48303","null",
"0500000US15009","Maui County, Hawaii","13993","null","2821","null","38094","null","4006","null","60591","null","3602","null","91308","null","4771","null","195592","null","16167","null","331584","null","42935","null",
"0500000US16001","Ada County, Idaho","12694","null","1065","null","30496","null","1682","null","49581","null","2483","null","74990","null","3140","null","150645","null","12123","null","247845","null","39099","null",
"0500000US16005","Bannock County, Idaho","9807","null","1757","null","23864","null","3143","null","41422","null","3529","null","62839","null","3687","null","113346","null","7876","null","159276","null","18874","null",
"0500000US16019","Bonneville County, Idaho","12476","null","2133","null","29062","null","2699","null","47716","null","3492","null","73154","null","4547","null","142433","null","11772","null","221248","null","28833","null",
"0500000US16027","Canyon County, Idaho","9118","null","1388","null","24684","null","2279","null","38072","null","2296","null","55981","null","4548","null","107711","null","8044","null","156446","null","13131","null",
"0500000US16055","Kootenai County, Idaho","12279","null","2108","null","30642","null","2479","null","47397","null","3309","null","68703","null","4021","null","134714","null","14102","null","224436","null","46450","null",
"0500000US16083","Twin Falls County, Idaho","12924","null","2226","null","27107","null","2134","null","42232","null","4269","null","63499","null","5274","null","146291","null","33343","null","291365","null","109706","null",
"0500000US17001","Adams County, Illinois","10636","null","1803","null","24855","null","2016","null","42506","null","3580","null","64473","null","3571","null","118771","null","9454","null","178364","null","23142","null",
"0500000US17019","Champaign County, Illinois","5925","null","1334","null","22320","null","1759","null","40392","null","2802","null","71386","null","3408","null","155865","null","9171","null","265557","null","26037","null",
"0500000US17031","Cook County, Illinois","10401","null","271","null","29215","null","419","null","50934","null","574","null","81577","null","781","null","192515","null","3875","null","352292","null","13089","null",
"0500000US17037","DeKalb County, Illinois","9150","null","2134","null","26468","null","4434","null","50905","null","3937","null","77435","null","4233","null","138250","null","10083","null","204689","null","28030","null",
"0500000US17043","DuPage County, Illinois","19486","null","990","null","46165","null","1454","null","74024","null","1867","null","111864","null","2619","null","243112","null","16213","null","423587","null","49682","null",
"0500000US17089","Kane County, Illinois","17031","null","1397","null","41447","null","2392","null","66849","null","3414","null","101873","null","4182","null","202708","null","11993","null","316695","null","25916","null",
"0500000US17091","Kankakee County, Illinois","11564","null","1574","null","28666","null","2617","null","45693","null","3046","null","71346","null","5068","null","131757","null","6716","null","192394","null","16653","null",
"0500000US17093","Kendall County, Illinois","22456","null","3483","null","52897","null","4833","null","79852","null","7027","null","113343","null","8881","null","183047","null","27675","null","274834","null","84466","null",
"0500000US17097","Lake County, Illinois","16782","null","980","null","43546","null","1719","null","74372","null","2181","null","117535","null","3259","null","260549","null","9836","null","462009","null","30730","null",
"0500000US17099","LaSalle County, Illinois","11781","null","1485","null","29310","null","2665","null","48437","null","2815","null","75567","null","4361","null","141348","null","11068","null","223939","null","34145","null",
"0500000US17111","McHenry County, Illinois","18153","null","1641","null","45570","null","3180","null","70884","null","3148","null","103265","null","4449","null","191739","null","13399","null","305150","null","40665","null",
"0500000US17113","McLean County, Illinois","10943","null","1561","null","33205","null","2153","null","57541","null","3067","null","91300","null","4131","null","187900","null","17664","null","327350","null","61444","null",
"0500000US17115","Macon County, Illinois","10443","null","1456","null","26476","null","2006","null","44385","null","2997","null","69381","null","4326","null","153380","null","16001","null","263085","null","49729","null",
"0500000US17119","Madison County, Illinois","11184","null","1231","null","29269","null","1812","null","49829","null","2246","null","75903","null","3182","null","148448","null","12319","null","247653","null","40076","null",
"0500000US17143","Peoria County, Illinois","11302","null","950","null","28557","null","1797","null","48724","null","2442","null","75586","null","3932","null","157995","null","11233","null","272469","null","39400","null",
"0500000US17161","Rock Island County, Illinois","11101","null","1366","null","27844","null","2210","null","43967","null","2342","null","66645","null","3502","null","133274","null","10053","null","220556","null","32452","null",
"0500000US17163","St. Clair County, Illinois","9139","null","1151","null","26769","null","2051","null","48783","null","2862","null","77957","null","3615","null","154182","null","10088","null","239754","null","30219","null",
"0500000US17167","Sangamon County, Illinois","10802","null","1182","null","29309","null","2170","null","50839","null","2669","null","81581","null","4534","null","156626","null","8129","null","245372","null","21050","null",
"0500000US17179","Tazewell County, Illinois","13748","null","1339","null","32610","null","2193","null","49427","null","2703","null","74896","null","3538","null","133927","null","7318","null","204273","null","19367","null",
"0500000US17183","Vermilion County, Illinois","9647","null","1353","null","24434","null","2353","null","40491","null","2936","null","62511","null","3289","null","115502","null","9169","null","176442","null","25185","null",
"0500000US17197","Will County, Illinois","18035","null","1480","null","46073","null","2288","null","71909","null","2088","null","104741","null","3598","null","187474","null","7319","null","279750","null","22980","null",
"0500000US17199","Williamson County, Illinois","9616","null","2014","null","25139","null","2445","null","41108","null","3863","null","62936","null","4598","null","126927","null","16876","null","207897","null","48705","null",
"0500000US17201","Winnebago County, Illinois","9121","null","1121","null","25135","null","1456","null","43532","null","2049","null","68439","null","2586","null","146380","null","13081","null","257116","null","39420","null",
"0500000US18003","Allen County, Indiana","10589","null","797","null","29148","null","1265","null","47610","null","1680","null","70694","null","2301","null","148149","null","10817","null","264290","null","36636","null",
"0500000US18005","Bartholomew County, Indiana","14787","null","1598","null","32610","null","3774","null","53412","null","4363","null","80220","null","6571","null","155167","null","17717","null","250357","null","50883","null",
"0500000US18019","Clark County, Indiana","10525","null","1684","null","28591","null","3184","null","52048","null","4433","null","72949","null","4010","null","154170","null","35920","null","297073","null","135794","null",
"0500000US18035","Delaware County, Indiana","8083","null","1307","null","21449","null","1704","null","36912","null","1879","null","57644","null","3459","null","150644","null","30121","null","307637","null","113283","null",
"0500000US18039","Elkhart County, Indiana","11722","null","1695","null","28847","null","2261","null","44274","null","2744","null","65606","null","3066","null","125839","null","10749","null","212573","null","37362","null",
"0500000US18043","Floyd County, Indiana","11719","null","2006","null","30307","null","3618","null","50485","null","4560","null","76464","null","5963","null","152699","null","17177","null","258081","null","48051","null",
"0500000US18053","Grant County, Indiana","10083","null","1490","null","23986","null","2297","null","37785","null","3014","null","58617","null","4439","null","116433","null","12846","null","187778","null","43184","null",
"0500000US18057","Hamilton County, Indiana","24566","null","2485","null","53069","null","4253","null","81455","null","4958","null","119102","null","6825","null","266265","null","29650","null","491517","null","93682","null",
"0500000US18059","Hancock County, Indiana","18114","null","2842","null","37304","null","3716","null","57948","null","4134","null","82054","null","5253","null","138104","null","10628","null","190510","null","23143","null",
"0500000US18063","Hendricks County, Indiana","17729","null","3648","null","43291","null","3447","null","63113","null","4994","null","93466","null","5993","null","153130","null","13263","null","220858","null","39469","null",
"0500000US18067","Howard County, Indiana","8308","null","1750","null","22630","null","2879","null","38183","null","4383","null","65280","null","5715","null","117691","null","10318","null","180741","null","25312","null",
"0500000US18081","Johnson County, Indiana","17183","null","2256","null","39597","null","3298","null","62274","null","4321","null","88066","null","6049","null","162704","null","13155","null","247521","null","37313","null",
"0500000US18085","Kosciusko County, Indiana","12345","null","2793","null","31276","null","3242","null","50353","null","3240","null","73462","null","4959","null","150202","null","21173","null","264666","null","64052","null",
"0500000US18089","Lake County, Indiana","8967","null","756","null","26235","null","1294","null","47917","null","2070","null","74446","null","2662","null","149022","null","8838","null","249157","null","28605","null",
"0500000US18091","LaPorte County, Indiana","9558","null","1278","null","26731","null","2385","null","48587","null","4207","null","74337","null","3848","null","135442","null","12737","null","220468","null","43176","null",
"0500000US18095","Madison County, Indiana","9303","null","1304","null","24502","null","1892","null","41806","null","2583","null","60955","null","2574","null","120459","null","10272","null","204831","null","31455","null",
"0500000US18097","Marion County, Indiana","9242","null","655","null","24654","null","770","null","40052","null","1096","null","63135","null","1392","null","136735","null","5804","null","239576","null","20397","null",
"0500000US18105","Monroe County, Indiana","5378","null","1179","null","19426","null","2483","null","38653","null","3265","null","63982","null","3873","null","143650","null","14943","null","257397","null","48652","null",
"0500000US18109","Morgan County, Indiana","15203","null","1727","null","33515","null","3217","null","53073","null","5372","null","83124","null","6712","null","165094","null","22963","null","288149","null","77301","null",
"0500000US18127","Porter County, Indiana","13652","null","2041","null","37609","null","2894","null","61670","null","3927","null","91486","null","3943","null","157255","null","15286","null","244626","null","51567","null",
"0500000US18141","St. Joseph County, Indiana","10558","null","891","null","26006","null","1450","null","43604","null","1746","null","68595","null","2509","null","145179","null","7008","null","239386","null","19657","null",
"0500000US18157","Tippecanoe County, Indiana","6868","null","1190","null","25425","null","2332","null","42560","null","2759","null","66442","null","3437","null","143244","null","12988","null","245760","null","40951","null",
"0500000US18163","Vanderburgh County, Indiana","9886","null","1186","null","26868","null","1601","null","43765","null","1985","null","66263","null","2652","null","132291","null","10232","null","226143","null","34437","null",
"0500000US18167","Vigo County, Indiana","8971","null","1746","null","23671","null","1848","null","40323","null","3309","null","65928","null","3787","null","122762","null","9181","null","185353","null","27605","null",
"0500000US18177","Wayne County, Indiana","9829","null","1610","null","22699","null","2261","null","36278","null","3194","null","56386","null","5172","null","123219","null","17234","null","214248","null","59971","null",
"0500000US19013","Black Hawk County, Iowa","11031","null","1389","null","27099","null","1672","null","42839","null","2136","null","65918","null","3772","null","137980","null","10429","null","227431","null","30164","null",
"0500000US19049","Dallas County, Iowa","15537","null","6105","null","46497","null","7128","null","71022","null","6143","null","106819","null","11174","null","192255","null","17507","null","281974","null","46046","null",
"0500000US19061","Dubuque County, Iowa","14100","null","1559","null","33626","null","2147","null","52583","null","3078","null","76062","null","3329","null","145652","null","17353","null","255629","null","58736","null",
"0500000US19103","Johnson County, Iowa","10223","null","1403","null","29125","null","3446","null","52568","null","4036","null","81322","null","4674","null","169716","null","15924","null","295429","null","40900","null",
"0500000US19113","Linn County, Iowa","13844","null","1379","null","34839","null","2069","null","55802","null","2316","null","83576","null","3240","null","167789","null","14650","null","283033","null","51415","null",
"0500000US19153","Polk County, Iowa","13567","null","1284","null","33766","null","1595","null","56074","null","2314","null","84230","null","2523","null","167353","null","10065","null","281023","null","32954","null",
"0500000US19155","Pottawattamie County, Iowa","10999","null","1559","null","29146","null","2243","null","47955","null","3910","null","73606","null","4065","null","148718","null","14176","null","256102","null","48428","null",
"0500000US19163","Scott County, Iowa","11431","null","1464","null","31280","null","1776","null","49337","null","2284","null","75542","null","3686","null","155180","null","13146","null","263969","null","42965","null",
"0500000US19169","Story County, Iowa","7173","null","1571","null","25247","null","2965","null","45887","null","2969","null","72885","null","4337","null","148142","null","13513","null","234913","null","33771","null",
"0500000US19193","Woodbury County, Iowa","10433","null","1438","null","25626","null","1997","null","42549","null","3461","null","66656","null","4182","null","140243","null","19949","null","242743","null","75193","null",
"0500000US20015","Butler County, Kansas","16451","null","1778","null","33140","null","2722","null","52339","null","3658","null","81656","null","5394","null","140265","null","11346","null","205610","null","28803","null",
"0500000US20045","Douglas County, Kansas","9606","null","2074","null","29517","null","3066","null","48136","null","3805","null","73863","null","6086","null","146813","null","13329","null","232093","null","40154","null",
"0500000US20091","Johnson County, Kansas","18818","null","1136","null","44380","null","1560","null","69864","null","2140","null","105844","null","3257","null","224139","null","11458","null","393364","null","33333","null",
"0500000US20103","Leavenworth County, Kansas","13628","null","2785","null","35782","null","4278","null","62064","null","5588","null","95600","null","7491","null","153971","null","12523","null","216459","null","27332","null",
"0500000US20161","Riley County, Kansas","7448","null","2190","null","25697","null","2581","null","43412","null","3816","null","72016","null","5872","null","135958","null","13756","null","212734","null","33504","null",
"0500000US20173","Sedgwick County, Kansas","12340","null","794","null","30051","null","1291","null","49410","null","1913","null","74863","null","2103","null","141990","null","5204","null","235313","null","17265","null",
"0500000US20177","Shawnee County, Kansas","10630","null","1408","null","27754","null","1582","null","44326","null","2619","null","72727","null","4194","null","154626","null","16797","null","274429","null","59024","null",
"0500000US20209","Wyandotte County, Kansas","7774","null","961","null","22332","null","1529","null","37649","null","1989","null","58178","null","2211","null","104957","null","5361","null","154298","null","14792","null",
"0500000US21015","Boone County, Kentucky","17526","null","3194","null","42604","null","3039","null","62196","null","4274","null","89231","null","5894","null","156681","null","12662","null","228526","null","31647","null",
"0500000US21029","Bullitt County, Kentucky","15773","null","2627","null","34779","null","3420","null","51806","null","4333","null","77174","null","5074","null","122726","null","8331","null","155221","null","14133","null",
"0500000US21037","Campbell County, Kentucky","10485","null","1936","null","30833","null","3675","null","53615","null","3487","null","75278","null","4899","null","141880","null","10173","null","204463","null","30835","null",
"0500000US21047","Christian County, Kentucky","7015","null","1578","null","21046","null","1901","null","35333","null","3909","null","56351","null","5087","null","121498","null","18497","null","205068","null","40166","null",
"0500000US21059","Daviess County, Kentucky","11082","null","1206","null","25134","null","2267","null","45605","null","4231","null","70851","null","3985","null","130317","null","11922","null","205422","null","32055","null",
"0500000US21067","Fayette County, Kentucky","9344","null","933","null","27393","null","1884","null","47893","null","2160","null","78023","null","4035","null","185860","null","23910","null","344939","null","84491","null",
"0500000US21093","Hardin County, Kentucky","11034","null","1942","null","29035","null","3053","null","47638","null","3658","null","73856","null","5646","null","145054","null","18805","null","251286","null","57417","null",
"0500000US21111","Jefferson County, Kentucky","10310","null","599","null","26900","null","987","null","45594","null","1367","null","72939","null","1896","null","167590","null","7727","null","297322","null","23972","null",
"0500000US21117","Kenton County, Kentucky","11392","null","1628","null","30328","null","2256","null","49839","null","2445","null","76798","null","4418","null","159275","null","23275","null","271558","null","82335","null",
"0500000US21145","McCracken County, Kentucky","10866","null","2017","null","27416","null","2886","null","44492","null","3101","null","64851","null","4570","null","140606","null","24818","null","239188","null","79081","null",
"0500000US21151","Madison County, Kentucky","7067","null","1406","null","21699","null","3090","null","38919","null","3700","null","61482","null","4967","null","137281","null","23856","null","249015","null","75130","null",
"0500000US21195","Pike County, Kentucky","9365","null","1399","null","19796","null","2047","null","33502","null","3639","null","56127","null","6589","null","122698","null","13202","null","206029","null","35930","null",
"0500000US21227","Warren County, Kentucky","7656","null","1369","null","21715","null","2600","null","39046","null","3317","null","63978","null","5614","null","177999","null","42978","null","388767","null","159395","null",
"0500000US22005","Ascension Parish, Louisiana","15227","null","2477","null","39443","null","4431","null","64326","null","5562","null","93679","null","7720","null","166634","null","15208","null","232072","null","33583","null",
"0500000US22015","Bossier Parish, Louisiana","11406","null","1888","null","29827","null","3368","null","51307","null","4517","null","78931","null","5932","null","154063","null","14369","null","245704","null","37487","null",
"0500000US22017","Caddo Parish, Louisiana","8043","null","1067","null","22910","null","1484","null","40018","null","2350","null","67910","null","3309","null","159359","null","11969","null","282577","null","35294","null",
"0500000US22019","Calcasieu Parish, Louisiana","8782","null","1301","null","23527","null","1938","null","40854","null","3289","null","68578","null","4411","null","148490","null","12492","null","242264","null","32090","null",
"0500000US22033","East Baton Rouge Parish, Louisiana","9075","null","860","null","25552","null","1595","null","46803","null","2537","null","77253","null","2980","null","153360","null","8041","null","253621","null","23405","null",
"0500000US22045","Iberia Parish, Louisiana","10525","null","1764","null","25809","null","3316","null","44035","null","4252","null","70883","null","6480","null","152162","null","35427","null","284379","null","137173","null",
"0500000US22051","Jefferson Parish, Louisiana","9460","null","832","null","25703","null","1101","null","43754","null","1877","null","71868","null","2754","null","150793","null","8454","null","254441","null","26724","null",
"0500000US22055","Lafayette Parish, Louisiana","8585","null","1461","null","24433","null","2432","null","45666","null","3699","null","78425","null","5195","null","188383","null","15423","null","332743","null","41886","null",
"0500000US22057","Lafourche Parish, Louisiana","9351","null","1217","null","24256","null","2700","null","46060","null","4318","null","77108","null","6701","null","166972","null","28315","null","297522","null","100036","null",
"0500000US22063","Livingston Parish, Louisiana","9897","null","1998","null","31178","null","3680","null","54866","null","6371","null","81294","null","4842","null","138771","null","11440","null","197962","null","24196","null",
"0500000US22071","Orleans Parish, Louisiana","5705","null","503","null","18162","null","930","null","35268","null","1424","null","62750","null","2308","null","169156","null","14816","null","336712","null","53509","null",
"0500000US22073","Ouachita Parish, Louisiana","7129","null","779","null","19319","null","1823","null","35029","null","2699","null","63680","null","4839","null","144318","null","17593","null","254076","null","60344","null",
"0500000US22079","Rapides Parish, Louisiana","8105","null","1269","null","20494","null","2272","null","35055","null","2789","null","56531","null","4757","null","119280","null","11071","null","188373","null","35817","null",
"0500000US22097","St. Landry Parish, Louisiana","7528","null","1028","null","18868","null","1973","null","34867","null","3401","null","58817","null","5025","null","122882","null","16440","null","213697","null","53707","null",
"0500000US22103","St. Tammany Parish, Louisiana","11812","null","1738","null","33874","null","2550","null","57672","null","4014","null","90690","null","4537","null","188251","null","14856","null","305491","null","35427","null",
"0500000US22105","Tangipahoa Parish, Louisiana","7837","null","1442","null","23251","null","2327","null","39736","null","3505","null","64815","null","5069","null","133985","null","16018","null","227899","null","46474","null",
"0500000US22109","Terrebonne Parish, Louisiana","10550","null","1421","null","26967","null","2929","null","44229","null","3422","null","71778","null","5906","null","130638","null","12196","null","189213","null","39230","null",
"0500000US23001","Androscoggin County, Maine","10063","null","1327","null","25114","null","2417","null","44633","null","3655","null","69643","null","4217","null","125507","null","7022","null","184900","null","16653","null",
"0500000US23003","Aroostook County, Maine","8926","null","881","null","20040","null","1437","null","34764","null","2466","null","55067","null","2973","null","104250","null","7792","null","162826","null","26143","null",
"0500000US23005","Cumberland County, Maine","11426","null","1177","null","31726","null","1948","null","56018","null","2797","null","86600","null","3109","null","195619","null","18126","null","374796","null","62148","null",
"0500000US23011","Kennebec County, Maine","12358","null","1400","null","26717","null","2276","null","44711","null","3744","null","70583","null","4264","null","127365","null","7406","null","190503","null","18026","null",
"0500000US23019","Penobscot County, Maine","10024","null","898","null","23571","null","1548","null","40917","null","2373","null","64095","null","2868","null","124480","null","8358","null","195163","null","24161","null",
"0500000US23031","York County, Maine","14420","null","1526","null","34478","null","2430","null","56045","null","3132","null","83220","null","3623","null","158015","null","11218","null","248595","null","30657","null",
"0500000US24001","Allegany County, Maryland","7803","null","1317","null","23248","null","2461","null","38227","null","3360","null","63813","null","5923","null","130037","null","12824","null","200024","null","40707","null",
"0500000US24003","Anne Arundel County, Maryland","22798","null","1943","null","54873","null","2461","null","84688","null","3040","null","123546","null","3576","null","237730","null","10913","null","387139","null","33275","null",
"0500000US24005","Baltimore County, Maryland","15188","null","939","null","38600","null","1290","null","62317","null","1661","null","94729","null","2752","null","199113","null","7718","null","338217","null","25120","null",
"0500000US24009","Calvert County, Maryland","27183","null","3182","null","57764","null","6243","null","90732","null","6752","null","128762","null","8814","null","218104","null","17130","null","306345","null","35442","null",
"0500000US24013","Carroll County, Maryland","20789","null","2528","null","51906","null","3740","null","83533","null","4419","null","119503","null","4933","null","200516","null","10808","null","300252","null","31660","null",
"0500000US24015","Cecil County, Maryland","16891","null","3152","null","41049","null","3394","null","63677","null","4987","null","97191","null","6529","null","161742","null","11078","null","234449","null","26345","null",
"0500000US24017","Charles County, Maryland","20225","null","4090","null","58189","null","5075","null","91468","null","4791","null","125833","null","5126","null","208273","null","15211","null","309659","null","41165","null",
"0500000US24021","Frederick County, Maryland","18964","null","2122","null","48257","null","3921","null","78131","null","4198","null","115407","null","5201","null","212303","null","16945","null","339781","null","54865","null",
"0500000US24025","Harford County, Maryland","18148","null","2027","null","48288","null","3069","null","77271","null","4033","null","113101","null","5016","null","198960","null","12142","null","301064","null","38486","null",
"0500000US24027","Howard County, Maryland","26843","null","3056","null","64086","null","3852","null","99564","null","4046","null","148070","null","5599","null","269275","null","18593","null","420345","null","59967","null",
"0500000US24031","Montgomery County, Maryland","22947","null","1242","null","57359","null","1816","null","93519","null","2456","null","142128","null","3322","null","296932","null","10560","null","504344","null","31583","null",
"0500000US24033","Prince George's County, Maryland","18893","null","1074","null","45924","null","1372","null","70807","null","1981","null","103945","null","2474","null","188903","null","7908","null","286287","null","23375","null",
"0500000US24037","St. Mary's County, Maryland","18753","null","3421","null","50872","null","6384","null","81976","null","5173","null","115793","null","6906","null","194582","null","12333","null","267519","null","25240","null",
"0500000US24043","Washington County, Maryland","14048","null","951","null","31796","null","2348","null","53320","null","3020","null","76852","null","3382","null","148308","null","12943","null","231826","null","40670","null",
"0500000US24045","Wicomico County, Maryland","9879","null","1873","null","26663","null","3154","null","46800","null","4946","null","74938","null","6328","null","181822","null","37223","null","368654","null","122533","null",
"0500000US24510","Baltimore city, Maryland","6875","null","591","null","20462","null","1118","null","38887","null","1538","null","63719","null","1938","null","141509","null","6584","null","242329","null","19270","null",
"0500000US25001","Barnstable County, Massachusetts","12290","null","1402","null","32905","null","2646","null","56785","null","3199","null","86998","null","3692","null","179855","null","13193","null","308675","null","41441","null",
"0500000US25003","Berkshire County, Massachusetts","11574","null","1432","null","26240","null","1669","null","44063","null","2952","null","70223","null","4349","null","171129","null","25639","null","331911","null","92831","null",
"0500000US25005","Bristol County, Massachusetts","12364","null","669","null","31825","null","1325","null","54674","null","1834","null","88429","null","2644","null","177238","null","9807","null","291851","null","31244","null",
"0500000US25009","Essex County, Massachusetts","13131","null","675","null","35810","null","1491","null","65027","null","2098","null","103181","null","2218","null","215399","null","8564","null","368391","null","27404","null",
"0500000US25011","Franklin County, Massachusetts","13418","null","1753","null","32720","null","2138","null","50845","null","3115","null","73797","null","4124","null","149784","null","31065","null","269623","null","111269","null",
"0500000US25013","Hampden County, Massachusetts","9941","null","595","null","25699","null","1318","null","48109","null","2145","null","77932","null","2339","null","157208","null","6757","null","247022","null","18698","null",
"0500000US25015","Hampshire County, Massachusetts","12167","null","1688","null","31314","null","2244","null","54776","null","3191","null","84528","null","3952","null","174606","null","18265","null","296067","null","64534","null",
"0500000US25017","Middlesex County, Massachusetts","15716","null","673","null","44931","null","1428","null","77205","null","1744","null","119398","null","2309","null","255920","null","7918","null","444591","null","25225","null",
"0500000US25021","Norfolk County, Massachusetts","16368","null","1240","null","47219","null","2007","null","82879","null","2305","null","126630","null","2964","null","265004","null","11547","null","456390","null","32096","null",
"0500000US25023","Plymouth County, Massachusetts","15856","null","799","null","41389","null","1693","null","69096","null","2355","null","107766","null","3383","null","222617","null","13101","null","382145","null","38477","null",
"0500000US25025","Suffolk County, Massachusetts","7267","null","463","null","24123","null","1213","null","49492","null","1844","null","84630","null","2471","null","205020","null","10528","null","376408","null","30153","null",
"0500000US25027","Worcester County, Massachusetts","13187","null","812","null","35307","null","1168","null","60672","null","1586","null","95605","null","2232","null","185527","null","5836","null","291423","null","15758","null",
"0500000US26005","Allegan County, Michigan","13302","null","1378","null","33152","null","2809","null","50709","null","2605","null","74949","null","4615","null","137149","null","11594","null","215817","null","31794","null",
"0500000US26017","Bay County, Michigan","9811","null","1637","null","26352","null","1968","null","43339","null","2852","null","67650","null","4724","null","127108","null","9092","null","188821","null","20343","null",
