"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003EA","B25101_003M","B25101_003MA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015M","B25101_015MA","B25101_015EA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017M","B25101_017MA","B25101_017EA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020M","B25101_020MA","B25101_020EA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028M","B25101_028MA","B25101_028EA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034M","B25101_034MA","B25101_034EA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040EA","B25101_040M","B25101_040MA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US28047","Harrison County, Mississippi","41813","2340","null","null","23398","2251","null","null","1892","null","732","null","0","null","207","null","0","207","null","null","1892","732","null","null","3626","null","916","null","293","null","211","null","788","512","null","null","2545","875","null","null","3512","904","null","null","295","234","null","null","771","461","null","null","2446","799","null","null","4481","1110","null","null","2145","null","710","null","1857","729","null","null","479","279","null","null","9814","1511","null","null","6850","1343","null","null","2407","null","770","null","557","352","null","null","73","89","null","null","18415","1799","null","null","3127","null","840","null","741","null","483","null","629","null","346","null","1757","667","null","null","3917","1013","null","null","2749","null","758","null","915","null","542","null","253","null","215","null","2248","734","null","null","1907","673","null","null","239","null","223","null","102","null","164","null","2870","null","794","null","2850","null","788","null","20","33","null","null","0","null","207","null","5816","null","1133","null","5816","null","1133","null","0","null","207","null","0","207","null","null","437","250","null","null",
"0500000US28049","Hinds County, Mississippi","53971","2163","null","null","33828","2592","null","null","3398","null","929","null","0","null","207","null","0","207","null","null","3398","929","null","null","4383","null","1111","null","111","null","108","null","791","419","null","null","3481","1023","null","null","4737","1229","null","null","262","182","null","null","2033","801","null","null","2442","903","null","null","8112","1595","null","null","2755","null","733","null","4299","1189","null","null","1058","602","null","null","12941","1575","null","null","9844","1451","null","null","2025","null","659","null","1072","631","null","null","257","185","null","null","20143","2009","null","null","4600","null","1081","null","963","null","425","null","583","null","300","null","3054","880","null","null","4166","819","null","null","3153","null","727","null","728","null","374","null","285","null","221","null","2826","790","null","null","2625","728","null","null","201","null","280","null","0","null","207","null","3562","null","1053","null","3485","null","1040","null","77","131","null","null","0","null","207","null","4893","null","840","null","4852","null","835","null","41","null","64","null","0","207","null","null","96","97","null","null",
"0500000US28059","Jackson County, Mississippi","35525","2228","null","null","17722","1611","null","null","1869","null","672","null","0","null","207","null","0","207","null","null","1869","672","null","null","2002","null","763","null","0","null","207","null","285","375","null","null","1717","647","null","null","2094","728","null","null","261","214","null","null","818","463","null","null","1015","570","null","null","2794","782","null","null","1548","null","558","null","811","480","null","null","435","229","null","null","8863","1338","null","null","6576","1263","null","null","2211","null","648","null","76","128","null","null","100","172","null","null","17803","1825","null","null","3792","null","968","null","747","null","414","null","1098","null","497","null","1947","695","null","null","3467","1111","null","null","1863","null","736","null","1234","null","755","null","370","null","435","null","2658","1096","null","null","2658","1096","null","null","0","null","207","null","0","null","207","null","3109","null","1000","null","3109","null","1000","null","0","207","null","null","0","null","207","null","3835","null","985","null","3835","null","985","null","0","null","207","null","0","207","null","null","942","593","null","null",
"0500000US28067","Jones County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US28075","Lauderdale County, Mississippi","18973","1368","null","null","7043","1077","null","null","471","null","307","null","0","null","207","null","0","207","null","null","471","307","null","null","777","null","508","null","0","null","207","null","297","314","null","null","480","338","null","null","1033","570","null","null","116","118","null","null","475","349","null","null","442","456","null","null","1662","573","null","null","901","null","403","null","595","416","null","null","166","189","null","null","2994","810","null","null","2269","751","null","null","725","null","424","null","0","207","null","null","106","147","null","null","11930","1153","null","null","2674","null","784","null","862","null","503","null","669","null","541","null","1143","487","null","null","2692","848","null","null","1886","null","882","null","506","null","343","null","300","null","254","null","2702","773","null","null","2332","797","null","null","370","null","425","null","0","null","207","null","1737","null","604","null","1588","null","625","null","149","207","null","null","0","null","207","null","1966","null","535","null","1966","null","535","null","0","null","207","null","0","207","null","null","159","132","null","null",
"0500000US28081","Lee County, Mississippi","22243","1246","null","null","13316","1315","null","null","1385","null","551","null","0","null","207","null","40","68","null","null","1345","546","null","null","1366","null","475","null","0","null","207","null","465","276","null","null","901","402","null","null","1477","604","null","null","452","401","null","null","414","268","null","null","611","367","null","null","3314","787","null","null","1689","null","549","null","1333","629","null","null","292","198","null","null","5774","1073","null","null","4808","1011","null","null","966","null","469","null","0","207","null","null","0","207","null","null","8927","1114","null","null","1825","null","699","null","605","null","473","null","465","null","353","null","755","391","null","null","2836","802","null","null","1957","null","659","null","605","null","401","null","274","null","220","null","1293","432","null","null","1180","384","null","null","50","null","81","null","63","null","110","null","1253","null","621","null","1253","null","621","null","0","207","null","null","0","null","207","null","1678","null","571","null","1678","null","571","null","0","null","207","null","0","207","null","null","42","75","null","null",
"0500000US28089","Madison County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US28121","Rankin County, Mississippi","39750","2012","null","null","24855","1923","null","null","713","null","394","null","0","null","207","null","0","207","null","null","713","394","null","null","2260","null","964","null","199","null","199","null","639","598","null","null","1422","718","null","null","2617","1003","null","null","300","232","null","null","1286","756","null","null","1031","506","null","null","5068","1187","null","null","1938","null","606","null","2426","808","null","null","704","459","null","null","14126","1635","null","null","11602","1592","null","null","1815","null","879","null","709","359","null","null","71","87","null","null","14895","1511","null","null","2906","null","968","null","1104","null","628","null","575","null","551","null","1227","658","null","null","2683","878","null","null","2245","null","914","null","407","null","320","null","31","null","52","null","1780","670","null","null","1488","620","null","null","204","null","284","null","88","null","117","null","2516","null","890","null","2516","null","890","null","0","207","null","null","0","null","207","null","4403","null","935","null","4403","null","935","null","0","null","207","null","0","207","null","null","607","514","null","null",
"0500000US29019","Boone County, Missouri","38582","1863","null","null","27152","1904","null","null","671","null","421","null","0","null","182","null","0","182","null","null","671","421","null","null","1938","null","849","null","26","null","31","null","114","105","null","null","1798","822","null","null","2990","998","null","null","71","101","null","null","1724","804","null","null","1195","659","null","null","6580","1460","null","null","2689","null","780","null","2540","811","null","null","1351","672","null","null","14973","1584","null","null","10600","1481","null","null","3784","null","1117","null","589","361","null","null","0","182","null","null","11430","1209","null","null","1306","null","748","null","515","null","511","null","355","null","253","null","436","308","null","null","1958","712","null","null","899","null","469","null","857","null","471","null","202","null","198","null","1334","398","null","null","1172","410","null","null","162","null","155","null","0","null","182","null","2614","null","747","null","2555","null","760","null","59","98","null","null","0","null","182","null","4026","null","833","null","4026","null","833","null","0","null","182","null","0","182","null","null","192","159","null","null",
"0500000US29021","Buchanan County, Missouri","21425","1442","null","null","11692","1276","null","null","405","null","242","null","0","null","182","null","0","182","null","null","405","242","null","null","1211","null","457","null","30","null","49","null","176","198","null","null","1005","431","null","null","1719","545","null","null","128","111","null","null","861","402","null","null","730","369","null","null","3266","749","null","null","1929","null","596","null","990","391","null","null","347","221","null","null","4973","786","null","null","4142","746","null","null","831","null","338","null","0","182","null","null","118","146","null","null","9733","1059","null","null","1559","null","504","null","319","null","209","null","184","null","121","null","1056","467","null","null","1699","427","null","null","1377","null","425","null","236","null","167","null","86","null","103","null","2069","563","null","null","2069","563","null","null","0","null","182","null","0","null","182","null","1997","null","486","null","1877","null","460","null","120","188","null","null","0","null","182","null","2126","null","596","null","2126","null","596","null","0","null","182","null","0","182","null","null","283","269","null","null",
"0500000US29031","Cape Girardeau County, Missouri","18407","1344","null","null","12317","1185","null","null","386","null","241","null","0","null","182","null","0","182","null","null","386","241","null","null","1937","null","850","null","0","null","182","null","608","626","null","null","1329","554","null","null","1197","401","null","null","225","148","null","null","491","243","null","null","481","242","null","null","1955","647","null","null","1109","null","483","null","647","360","null","null","199","218","null","null","6842","1129","null","null","6052","1138","null","null","716","null","362","null","74","118","null","null","0","182","null","null","6090","778","null","null","846","null","395","null","36","null","50","null","227","null","202","null","583","329","null","null","1389","538","null","null","879","null","403","null","134","null","130","null","376","null","277","null","1374","467","null","null","1358","470","null","null","16","null","29","null","0","null","182","null","1143","null","419","null","1143","null","419","null","0","182","null","null","0","null","182","null","1338","null","435","null","1338","null","435","null","0","null","182","null","0","182","null","null","0","182","null","null",
"0500000US29037","Cass County, Missouri","29041","1646","null","null","19735","1536","null","null","559","null","328","null","0","null","182","null","0","182","null","null","559","328","null","null","1821","null","564","null","22","null","37","null","351","248","null","null","1448","505","null","null","2029","564","null","null","140","134","null","null","717","345","null","null","1172","404","null","null","3738","890","null","null","897","null","435","null","1953","635","null","null","888","481","null","null","11588","1230","null","null","8243","1175","null","null","3098","null","875","null","247","164","null","null","0","182","null","null","9306","949","null","null","1318","null","517","null","303","null","221","null","173","null","141","null","842","400","null","null","2141","647","null","null","1026","null","440","null","711","null","321","null","404","null","308","null","1384","443","null","null","1299","439","null","null","57","null","74","null","28","null","33","null","1814","null","524","null","1747","null","526","null","67","89","null","null","0","null","182","null","2625","null","626","null","2625","null","626","null","0","null","182","null","0","182","null","null","24","43","null","null",
"0500000US29043","Christian County, Missouri","21046","1240","null","null","14098","1266","null","null","511","null","280","null","0","null","182","null","0","182","null","null","511","280","null","null","1958","null","834","null","0","null","182","null","657","461","null","null","1301","691","null","null","1479","518","null","null","287","213","null","null","363","259","null","null","829","420","null","null","3877","827","null","null","1353","null","528","null","1741","578","null","null","783","391","null","null","6257","1016","null","null","5282","955","null","null","848","null","381","null","127","133","null","null","16","27","null","null","6948","1026","null","null","665","null","345","null","92","null","108","null","122","null","111","null","451","292","null","null","1490","564","null","null","1005","null","488","null","473","null","300","null","12","null","20","null","1099","484","null","null","1083","484","null","null","16","null","21","null","0","null","182","null","1666","null","584","null","1666","null","584","null","0","182","null","null","0","null","182","null","1906","null","605","null","1906","null","605","null","0","null","182","null","0","182","null","null","122","135","null","null",
"0500000US29047","Clay County, Missouri","62650","2256","null","null","43157","2399","null","null","758","null","427","null","0","null","182","null","0","182","null","null","758","427","null","null","3214","null","815","null","0","null","182","null","344","242","null","null","2870","774","null","null","3483","805","null","null","298","211","null","null","1418","464","null","null","1767","628","null","null","8691","1381","null","null","2476","null","625","null","3932","900","null","null","2283","798","null","null","26813","2245","null","null","19953","2027","null","null","6096","null","1157","null","764","373","null","null","198","207","null","null","19493","1724","null","null","2183","null","782","null","0","null","182","null","455","null","292","null","1728","734","null","null","3359","877","null","null","1315","null","499","null","1597","null","606","null","447","null","329","null","2717","718","null","null","2454","726","null","null","219","null","199","null","44","null","72","null","4493","null","867","null","4417","null","868","null","76","126","null","null","0","null","182","null","6508","null","1183","null","6508","null","1183","null","0","null","182","null","0","182","null","null","233","214","null","null",
"0500000US29051","Cole County, Missouri","19570","1010","null","null","11385","1090","null","null","452","null","287","null","0","null","182","null","0","182","null","null","452","287","null","null","911","null","409","null","8","null","13","null","85","146","null","null","818","393","null","null","776","391","null","null","110","97","null","null","197","145","null","null","469","315","null","null","2505","670","null","null","1219","null","507","null","1047","371","null","null","239","183","null","null","6730","940","null","null","4956","886","null","null","1335","null","509","null","439","271","null","null","11","20","null","null","8185","1113","null","null","828","null","411","null","272","null","174","null","238","null","203","null","318","313","null","null","1000","560","null","null","837","null","549","null","163","null","149","null","0","null","182","null","1062","438","null","null","1062","438","null","null","0","null","182","null","0","null","182","null","2370","null","607","null","2288","null","614","null","82","140","null","null","0","null","182","null","2908","null","669","null","2908","null","669","null","0","null","182","null","0","182","null","null","17","30","null","null",
"0500000US29071","Franklin County, Missouri","28973","1576","null","null","18953","1647","null","null","972","null","470","null","0","null","182","null","0","182","null","null","972","470","null","null","1947","null","713","null","73","null","125","null","152","146","null","null","1722","709","null","null","3139","962","null","null","343","367","null","null","1481","664","null","null","1315","557","null","null","3614","684","null","null","1850","null","553","null","1212","517","null","null","552","376","null","null","9272","1400","null","null","7552","1422","null","null","1332","null","654","null","388","305","null","null","9","16","null","null","10020","1402","null","null","1823","null","635","null","364","null","324","null","547","null","307","null","912","412","null","null","2431","833","null","null","1510","null","641","null","627","null","456","null","294","null","217","null","1623","450","null","null","1595","447","null","null","28","null","33","null","0","null","182","null","1547","null","608","null","1547","null","608","null","0","182","null","null","0","null","182","null","2464","null","765","null","2464","null","765","null","0","null","182","null","0","182","null","null","132","163","null","null",
"0500000US29077","Greene County, Missouri","68263","2657","null","null","43322","2431","null","null","2339","null","709","null","0","null","182","null","0","182","null","null","2339","709","null","null","4888","null","972","null","184","null","152","null","1620","532","null","null","3084","709","null","null","6989","1109","null","null","2051","621","null","null","3449","714","null","null","1489","613","null","null","9213","1301","null","null","5399","null","1000","null","3056","691","null","null","758","524","null","null","19831","1693","null","null","16878","1691","null","null","2674","null","718","null","279","160","null","null","62","102","null","null","24941","1680","null","null","3513","null","842","null","700","null","349","null","1398","null","716","null","1415","563","null","null","5222","1048","null","null","3598","null","874","null","1240","null","517","null","384","null","269","null","4675","907","null","null","4295","850","null","null","380","null","271","null","0","null","182","null","4414","null","869","null","4414","null","869","null","0","182","null","null","0","null","182","null","6873","null","1251","null","6806","null","1243","null","67","null","110","null","0","182","null","null","244","249","null","null",
"0500000US29095","Jackson County, Missouri","163806","4419","null","null","108569","3625","null","null","6070","null","1015","null","0","null","182","null","39","65","null","null","6031","1011","null","null","10380","null","1441","null","75","null","124","null","2079","702","null","null","8226","1254","null","null","13811","2017","null","null","1341","653","null","null","4952","1116","null","null","7518","1340","null","null","22592","2164","null","null","7776","null","1394","null","10977","1472","null","null","3839","1021","null","null","54929","2892","null","null","43297","2794","null","null","9877","null","1214","null","1755","564","null","null","787","368","null","null","55237","2985","null","null","9533","null","1380","null","1333","null","556","null","2517","null","810","null","5683","1104","null","null","10824","1443","null","null","6041","null","1024","null","3546","null","987","null","1237","null","412","null","9140","1232","null","null","8110","1168","null","null","869","null","372","null","161","null","129","null","10948","null","1272","null","10432","null","1257","null","422","412","null","null","94","null","141","null","13915","null","1367","null","13834","null","1367","null","58","null","73","null","23","38","null","null","877","423","null","null",
"0500000US29097","Jasper County, Missouri","28906","1720","null","null","17151","1630","null","null","1052","null","572","null","0","null","182","null","0","182","null","null","1052","572","null","null","2333","null","838","null","0","null","182","null","832","544","null","null","1501","639","null","null","3019","1058","null","null","760","434","null","null","1292","626","null","null","967","689","null","null","3202","672","null","null","1925","null","615","null","1090","479","null","null","187","132","null","null","7545","1224","null","null","6396","1141","null","null","981","null","501","null","168","221","null","null","0","182","null","null","11755","1330","null","null","1991","null","670","null","710","null","524","null","496","null","290","null","785","335","null","null","2729","849","null","null","2113","null","792","null","551","null","331","null","65","null","135","null","2793","655","null","null","2547","657","null","null","179","null","300","null","67","null","94","null","2088","null","662","null","2080","null","662","null","8","14","null","null","0","null","182","null","2108","null","661","null","2108","null","661","null","0","null","182","null","0","182","null","null","46","63","null","null",
"0500000US29099","Jefferson County, Missouri","65929","2218","null","null","45778","2415","null","null","1603","null","636","null","0","null","182","null","0","182","null","null","1603","636","null","null","3933","null","1089","null","307","null","310","null","639","447","null","null","2987","972","null","null","6039","1269","null","null","197","151","null","null","1744","588","null","null","4098","1093","null","null","10969","1580","null","null","3867","null","902","null","5068","1149","null","null","2034","586","null","null","22958","1922","null","null","17669","1885","null","null","4578","null","1128","null","711","361","null","null","276","280","null","null","20151","1537","null","null","3175","null","888","null","609","null","460","null","678","null","340","null","1888","672","null","null","4515","959","null","null","3154","null","785","null","1129","null","477","null","232","null","240","null","3282","792","null","null","2986","777","null","null","241","null","183","null","55","null","91","null","3986","null","845","null","3893","null","833","null","93","93","null","null","0","null","182","null","4828","null","900","null","4828","null","900","null","0","null","182","null","0","182","null","null","365","300","null","null",
"0500000US29165","Platte County, Missouri","24663","1299","null","null","18236","1408","null","null","458","null","296","null","0","null","182","null","0","182","null","null","458","296","null","null","942","null","531","null","0","null","182","null","161","183","null","null","781","500","null","null","1392","563","null","null","48","78","null","null","488","330","null","null","856","509","null","null","2710","700","null","null","396","null","251","null","1009","438","null","null","1305","521","null","null","12734","1189","null","null","9430","1115","null","null","3053","null","823","null","251","213","null","null","0","182","null","null","6427","934","null","null","709","null","328","null","0","null","182","null","72","null","78","null","637","327","null","null","608","281","null","null","142","null","115","null","372","null","239","null","94","null","131","null","860","353","null","null","662","302","null","null","183","null","171","null","15","null","23","null","1432","null","399","null","1372","null","390","null","60","102","null","null","0","null","182","null","2655","null","698","null","2655","null","698","null","0","null","182","null","0","182","null","null","163","189","null","null",
"0500000US29183","St. Charles County, Missouri","110648","2799","null","null","79434","2720","null","null","1771","null","683","null","0","null","182","null","0","182","null","null","1771","683","null","null","4051","null","924","null","0","null","182","null","374","287","null","null","3677","875","null","null","6680","1189","null","null","721","336","null","null","1978","608","null","null","3981","924","null","null","14377","1660","null","null","3140","null","685","null","7461","1319","null","null","3776","877","null","null","52162","2540","null","null","38274","2330","null","null","12366","null","1492","null","1522","491","null","null","393","421","null","null","31214","2031","null","null","2681","null","665","null","172","null","141","null","361","null","224","null","2148","618","null","null","5774","944","null","null","2253","null","676","null","2357","null","649","null","1164","null","641","null","5263","875","null","null","4706","845","null","null","488","null","312","null","69","null","115","null","6260","null","1267","null","6184","null","1255","null","76","87","null","null","0","null","182","null","10925","null","1336","null","10925","null","1336","null","0","null","182","null","0","182","null","null","311","235","null","null",
"0500000US29187","St. Francois County, Missouri","17138","1369","null","null","10129","1258","null","null","400","null","323","null","0","null","182","null","0","182","null","null","400","323","null","null","1913","null","750","null","11","null","20","null","514","359","null","null","1388","720","null","null","1773","614","null","null","342","245","null","null","738","422","null","null","693","464","null","null","2448","720","null","null","1328","null","572","null","1043","535","null","null","77","91","null","null","3551","981","null","null","3384","963","null","null","167","null","168","null","0","182","null","null","44","73","null","null","7009","996","null","null","1247","null","557","null","88","null","116","null","607","null","371","null","552","452","null","null","1997","631","null","null","1559","null","606","null","438","null","375","null","0","null","182","null","983","469","null","null","983","469","null","null","0","null","182","null","0","null","182","null","1162","null","427","null","1153","null","426","null","9","15","null","null","0","null","182","null","1590","null","686","null","1590","null","686","null","0","null","182","null","0","182","null","null","30","49","null","null",
"0500000US29189","St. Louis County, Missouri","275538","4250","null","null","185399","4475","null","null","8245","null","1331","null","0","null","182","null","0","182","null","null","8245","1331","null","null","13812","null","1995","null","86","null","101","null","1678","691","null","null","12048","1736","null","null","19245","2074","null","null","1169","561","null","null","7116","1260","null","null","10960","1503","null","null","31871","2573","null","null","8654","null","1508","null","15983","1918","null","null","7234","1347","null","null","111420","3323","null","null","81181","3474","null","null","23465","null","2164","null","6774","1330","null","null","806","318","null","null","90139","3097","null","null","10670","null","1388","null","849","null","343","null","1155","null","425","null","8666","1337","null","null","14748","1498","null","null","6326","null","1086","null","4653","null","872","null","3769","null","917","null","13131","1511","null","null","9999","1335","null","null","2186","null","675","null","946","null","559","null","18731","null","1978","null","17628","null","1955","null","848","371","null","null","255","null","225","null","31849","null","2466","null","31722","null","2483","null","127","null","130","null","0","182","null","null","1010","441","null","null",
"0500000US29510","St. Louis city, Missouri","60645","2441","null","null","40441","2246","null","null","2786","null","721","null","0","null","182","null","0","182","null","null","2786","721","null","null","4328","null","979","null","28","null","49","null","399","236","null","null","3901","921","null","null","5440","1152","null","null","891","423","null","null","1771","500","null","null","2778","938","null","null","9184","1383","null","null","3007","null","722","null","4244","908","null","null","1933","620","null","null","18419","1593","null","null","14217","1393","null","null","3165","null","710","null","1037","576","null","null","284","194","null","null","20204","1765","null","null","3831","null","909","null","495","null","274","null","929","null","451","null","2407","764","null","null","4542","816","null","null","2398","null","622","null","1566","null","589","null","578","null","367","null","3092","658","null","null","2601","602","null","null","461","null","334","null","30","null","53","null","3111","null","707","null","2879","null","702","null","168","226","null","null","64","null","109","null","4911","null","892","null","4862","null","883","null","49","null","81","null","0","182","null","null","717","543","null","null",
"0500000US30013","Cascade County, Montana","21025","1187","null","null","11056","975","null","null","376","null","273","null","0","null","165","null","0","165","null","null","376","273","null","null","931","null","415","null","25","null","42","null","109","98","null","null","797","393","null","null","1033","322","null","null","36","51","null","null","404","250","null","null","593","221","null","null","2526","607","null","null","891","null","389","null","1220","407","null","null","415","239","null","null","6111","959","null","null","5090","904","null","null","993","null","475","null","28","48","null","null","79","115","null","null","9969","1106","null","null","1700","null","475","null","282","null","221","null","369","null","171","null","1049","366","null","null","2812","744","null","null","1673","null","611","null","730","null","389","null","409","null","357","null","1745","575","null","null","1677","572","null","null","68","null","109","null","0","null","165","null","1778","null","463","null","1778","null","463","null","0","165","null","null","0","null","165","null","1902","null","541","null","1902","null","541","null","0","null","165","null","0","165","null","null","32","41","null","null",
"0500000US30029","Flathead County, Montana","26012","1716","null","null","15979","1633","null","null","1533","null","680","null","0","null","165","null","0","165","null","null","1533","680","null","null","2039","null","639","null","0","null","165","null","380","308","null","null","1659","615","null","null","2352","843","null","null","72","104","null","null","381","395","null","null","1899","767","null","null","3510","796","null","null","637","null","288","null","1911","727","null","null","962","493","null","null","6448","1209","null","null","4188","909","null","null","1805","null","733","null","455","274","null","null","97","163","null","null","10033","1122","null","null","1794","null","684","null","392","null","402","null","617","null","364","null","785","483","null","null","2296","687","null","null","1814","null","650","null","197","null","155","null","285","null","222","null","1449","447","null","null","1298","437","null","null","130","null","129","null","21","null","35","null","1767","null","550","null","1767","null","550","null","0","165","null","null","0","null","165","null","2480","null","664","null","2480","null","664","null","0","null","165","null","0","165","null","null","247","196","null","null",
"0500000US30031","Gallatin County, Montana","25529","1138","null","null","17006","1254","null","null","627","null","409","null","0","null","165","null","0","165","null","null","627","409","null","null","939","null","489","null","0","null","165","null","0","165","null","null","939","489","null","null","1918","778","null","null","96","106","null","null","400","291","null","null","1422","697","null","null","3474","836","null","null","495","null","361","null","1667","649","null","null","1312","414","null","null","10048","1283","null","null","5911","1015","null","null","3530","null","895","null","607","267","null","null","0","165","null","null","8523","1075","null","null","986","null","479","null","38","null","67","null","253","null","236","null","695","431","null","null","1493","477","null","null","808","null","351","null","490","null","311","null","195","null","174","null","1445","511","null","null","1329","501","null","null","70","null","76","null","46","null","73","null","1749","null","684","null","1621","null","651","null","128","210","null","null","0","null","165","null","2793","null","573","null","2793","null","573","null","0","null","165","null","0","165","null","null","57","71","null","null",
"0500000US30049","Lewis and Clark County, Montana","16901","1156","null","null","10985","1066","null","null","129","null","122","null","0","null","165","null","0","165","null","null","129","122","null","null","809","null","431","null","241","null","347","null","60","76","null","null","508","325","null","null","946","370","null","null","0","165","null","null","489","269","null","null","457","277","null","null","2591","796","null","null","828","null","448","null","1150","531","null","null","613","343","null","null","6510","1088","null","null","4829","981","null","null","1567","null","480","null","114","96","null","null","0","165","null","null","5916","857","null","null","595","null","263","null","85","null","120","null","94","null","85","null","416","205","null","null","833","332","null","null","429","null","250","null","326","null","244","null","78","null","124","null","945","412","null","null","929","409","null","null","16","null","26","null","0","null","165","null","1894","null","647","null","1894","null","647","null","0","165","null","null","0","null","165","null","1649","null","402","null","1649","null","402","null","0","null","165","null","0","165","null","null","0","165","null","null",
"0500000US30063","Missoula County, Montana","28124","1587","null","null","16190","1606","null","null","842","null","415","null","37","null","61","null","0","165","null","null","805","413","null","null","1458","null","539","null","0","null","165","null","334","426","null","null","1124","462","null","null","1616","643","null","null","0","165","null","null","550","367","null","null","1066","519","null","null","3698","878","null","null","629","null","356","null","1557","565","null","null","1512","672","null","null","8344","1246","null","null","4995","1150","null","null","2927","null","721","null","422","340","null","null","232","280","null","null","11934","1497","null","null","2303","null","724","null","513","null","484","null","88","null","121","null","1702","708","null","null","1909","734","null","null","939","null","594","null","769","null","568","null","201","null","189","null","2470","680","null","null","2268","639","null","null","171","null","173","null","31","null","52","null","1928","null","706","null","1928","null","706","null","0","165","null","null","0","null","165","null","3242","null","861","null","3242","null","861","null","0","null","165","null","0","165","null","null","82","121","null","null",
