"GEO_ID","NAME","B25101_001E","B25101_001M","B25101_001MA","B25101_001EA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003EA","B25101_003M","B25101_003MA","B25101_004E","B25101_004EA","B25101_004M","B25101_004MA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012M","B25101_012MA","B25101_012EA","B25101_013E","B25101_013M","B25101_013MA","B25101_013EA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015M","B25101_015MA","B25101_015EA","B25101_016E","B25101_016EA","B25101_016M","B25101_016MA","B25101_017E","B25101_017M","B25101_017MA","B25101_017EA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020M","B25101_020MA","B25101_020EA","B25101_021E","B25101_021EA","B25101_021M","B25101_021MA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026EA","B25101_026M","B25101_026MA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028M","B25101_028MA","B25101_028EA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032EA","B25101_032M","B25101_032MA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034M","B25101_034MA","B25101_034EA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037EA","B25101_037M","B25101_037MA","B25101_038E","B25101_038EA","B25101_038M","B25101_038MA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040EA","B25101_040M","B25101_040MA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042EA","B25101_042M","B25101_042MA","B25101_043E","B25101_043EA","B25101_043M","B25101_043MA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045M","B25101_045MA","B25101_045EA",
"0500000US06025","Imperial County, California","25428","1929","null","null","17825","1703","null","null","1696","null","694","null","0","null","201","null","0","201","null","null","1696","694","null","null","2460","null","771","null","43","null","61","null","268","265","null","null","2149","724","null","null","1575","651","null","null","170","161","null","null","818","517","null","null","587","387","null","null","3368","943","null","null","794","null","416","null","994","536","null","null","1580","728","null","null","8460","1289","null","null","4931","933","null","null","3224","null","895","null","305","304","null","null","266","237","null","null","7603","1152","null","null","1992","null","538","null","498","null","379","null","586","null","282","null","908","434","null","null","1112","428","null","null","663","null","323","null","270","null","198","null","179","null","166","null","1450","571","null","null","1331","554","null","null","51","null","67","null","68","null","120","null","1530","null","518","null","1415","null","520","null","115","152","null","null","0","null","201","null","1519","null","472","null","1519","null","472","null","0","null","201","null","0","201","null","null","0","201","null","null",
"0500000US06029","Kern County, California","148991","4398","null","null","105985","4170","null","null","6074","null","1415","null","0","null","201","null","0","201","null","null","6074","1415","null","null","11794","null","1791","null","367","null","331","null","1325","671","null","null","10102","1599","null","null","11196","1601","null","null","1210","552","null","null","3300","893","null","null","6686","1382","null","null","21201","2647","null","null","5852","null","1306","null","7925","1378","null","null","7424","1788","null","null","54255","3362","null","null","37363","2968","null","null","13191","null","1962","null","3701","1201","null","null","1465","1053","null","null","43006","2908","null","null","7141","null","1442","null","2195","null","821","null","1670","null","687","null","3276","949","null","null","8306","1423","null","null","5010","null","1031","null","2326","null","741","null","970","null","586","null","5487","1288","null","null","5046","1244","null","null","380","null","264","null","61","null","72","null","7490","null","1188","null","7175","null","1176","null","273","256","null","null","42","null","69","null","13917","null","1483","null","13873","null","1480","null","44","null","72","null","0","201","null","null","665","387","null","null",
"0500000US06031","Kings County, California","20574","1676","null","null","14360","1716","null","null","928","null","452","null","0","null","201","null","0","201","null","null","928","452","null","null","1587","null","655","null","81","null","138","null","38","62","null","null","1468","633","null","null","1885","626","null","null","119","133","null","null","675","376","null","null","1091","497","null","null","1804","503","null","null","346","null","181","null","994","444","null","null","464","253","null","null","8156","1214","null","null","6113","1211","null","null","1624","null","548","null","419","277","null","null","0","201","null","null","6214","1080","null","null","1315","null","488","null","369","null","245","null","280","null","239","null","666","393","null","null","792","348","null","null","644","null","338","null","136","null","130","null","12","null","22","null","1023","466","null","null","983","453","null","null","40","null","70","null","0","null","201","null","1394","null","534","null","1394","null","534","null","0","201","null","null","0","null","201","null","1650","null","553","null","1650","null","553","null","0","null","201","null","0","201","null","null","40","69","null","null",
"0500000US06033","Lake County, California","16846","1294","null","null","9136","1363","null","null","1028","null","519","null","0","null","201","null","0","201","null","null","1028","519","null","null","1126","null","531","null","0","null","201","null","0","201","null","null","1126","531","null","null","1037","500","null","null","0","201","null","null","735","430","null","null","302","238","null","null","2082","811","null","null","227","null","165","null","561","557","null","null","1294","619","null","null","3573","1112","null","null","1506","781","null","null","1367","null","563","null","700","546","null","null","290","308","null","null","7710","1014","null","null","1800","null","647","null","381","null","364","null","356","null","254","null","1063","462","null","null","2335","784","null","null","863","null","455","null","1269","null","661","null","203","null","190","null","1061","593","null","null","962","588","null","null","99","null","123","null","0","null","201","null","1129","null","593","null","1033","null","570","null","96","125","null","null","0","null","201","null","1029","null","455","null","1029","null","455","null","0","null","201","null","0","201","null","null","356","290","null","null",
"0500000US06037","Los Angeles County, California","1486408","12066","null","null","1082512","11703","null","null","48942","null","3251","null","156","null","182","null","156","238","null","null","48630","3232","null","null","71860","null","3741","null","454","null","238","null","1973","563","null","null","69433","3702","null","null","93356","3862","null","null","2276","561","null","null","8622","1251","null","null","82458","3732","null","null","168317","6527","null","null","12144","null","1394","null","37510","2655","null","null","118663","5631","null","null","693988","8971","null","null","296482","7396","null","null","238374","null","6273","null","159132","5488","null","null","6049","1087","null","null","403896","7467","null","null","54963","null","3241","null","7089","null","850","null","9381","null","1333","null","38493","2760","null","null","58502","3133","null","null","27245","null","2377","null","14964","null","1522","null","16293","null","1782","null","53771","2803","null","null","37774","2397","null","null","9655","null","1280","null","6342","null","1174","null","69936","null","3451","null","63015","null","3154","null","5079","887","null","null","1842","null","593","null","161163","null","4618","null","157324","null","4582","null","2831","null","738","null","1008","438","null","null","5561","928","null","null",
"0500000US06039","Madera County, California","27947","1977","null","null","18299","2003","null","null","1066","null","679","null","0","null","201","null","215","350","null","null","851","469","null","null","1620","null","659","null","0","null","201","null","194","217","null","null","1426","624","null","null","2428","827","null","null","229","229","null","null","543","405","null","null","1656","697","null","null","3199","989","null","null","986","null","760","null","1088","520","null","null","1125","420","null","null","9717","1596","null","null","5845","1182","null","null","3266","null","945","null","606","329","null","null","269","192","null","null","9648","1218","null","null","1756","null","700","null","0","null","201","null","533","null","546","null","1223","479","null","null","1760","542","null","null","1060","null","421","null","290","null","259","null","410","null","269","null","1632","665","null","null","1336","625","null","null","231","null","234","null","65","null","111","null","2246","null","792","null","2246","null","792","null","0","201","null","null","0","null","201","null","2100","null","512","null","2086","null","508","null","0","null","201","null","14","22","null","null","154","150","null","null",
"0500000US06041","Marin County, California","67292","2330","null","null","47675","2279","null","null","1144","null","476","null","0","null","201","null","0","201","null","null","1144","476","null","null","2048","null","671","null","0","null","201","null","0","201","null","null","2048","671","null","null","2587","743","null","null","0","201","null","null","260","225","null","null","2327","728","null","null","3928","907","null","null","220","null","210","null","662","353","null","null","3046","789","null","null","37859","2256","null","null","16584","1607","null","null","10530","null","1610","null","10745","1551","null","null","109","144","null","null","19617","1713","null","null","1822","null","637","null","108","null","135","null","48","null","79","null","1666","630","null","null","2580","705","null","null","654","null","421","null","513","null","353","null","1413","null","505","null","1532","650","null","null","748","460","null","null","239","null","238","null","545","null","403","null","3133","null","959","null","2505","null","907","null","506","261","null","null","122","null","132","null","10484","null","1379","null","10102","null","1335","null","279","null","221","null","103","153","null","null","66","101","null","null",
"0500000US06045","Mendocino County, California","20416","1471","null","null","11343","1302","null","null","620","null","405","null","0","null","201","null","0","201","null","null","620","405","null","null","1589","null","749","null","4","null","6","null","0","201","null","null","1585","750","null","null","1597","673","null","null","92","110","null","null","512","483","null","null","993","530","null","null","1613","514","null","null","341","null","284","null","144","123","null","null","1128","473","null","null","5924","1088","null","null","2850","765","null","null","2328","null","728","null","746","331","null","null","0","201","null","null","9073","1214","null","null","1695","null","612","null","414","null","332","null","277","null","210","null","1004","458","null","null","2114","716","null","null","1035","null","532","null","556","null","356","null","523","null","396","null","1367","558","null","null","1295","544","null","null","72","null","89","null","0","null","201","null","1913","null","481","null","1753","null","486","null","160","160","null","null","0","null","201","null","1927","null","564","null","1874","null","553","null","53","null","58","null","0","201","null","null","57","77","null","null",
"0500000US06047","Merced County, California","40476","2020","null","null","28307","2061","null","null","2125","null","774","null","0","null","201","null","0","201","null","null","2125","774","null","null","2873","null","906","null","0","null","201","null","131","153","null","null","2742","889","null","null","4689","995","null","null","113","106","null","null","2036","726","null","null","2540","831","null","null","6237","1243","null","null","1752","null","670","null","2710","839","null","null","1775","714","null","null","11941","1556","null","null","7603","1285","null","null","3555","null","1010","null","783","453","null","null","442","523","null","null","12169","1273","null","null","2185","null","680","null","374","null","272","null","657","null","365","null","1154","505","null","null","2170","689","null","null","1346","null","528","null","600","null","355","null","224","null","180","null","1611","588","null","null","1498","596","null","null","63","null","96","null","50","null","74","null","1974","null","548","null","1907","null","540","null","0","201","null","null","67","null","80","null","4143","null","939","null","4051","null","936","null","92","null","156","null","0","201","null","null","86","98","null","null",
"0500000US06053","Monterey County, California","62257","2545","null","null","41221","2204","null","null","1551","null","623","null","0","null","201","null","45","77","null","null","1506","621","null","null","2761","null","854","null","0","null","201","null","176","176","null","null","2585","833","null","null","4173","921","null","null","276","309","null","null","389","259","null","null","3508","797","null","null","6938","942","null","null","518","null","273","null","2420","676","null","null","4000","956","null","null","25667","1742","null","null","11475","1517","null","null","8099","null","1151","null","6093","1229","null","null","131","123","null","null","21036","1786","null","null","1938","null","516","null","401","null","248","null","137","null","123","null","1400","459","null","null","2887","715","null","null","1512","null","447","null","719","null","460","null","656","null","382","null","3202","768","null","null","2406","717","null","null","490","null","301","null","306","null","265","null","4190","null","978","null","3557","null","871","null","471","375","null","null","162","null","213","null","8451","null","1042","null","8132","null","990","null","310","null","215","null","9","16","null","null","368","276","null","null",
"0500000US06055","Napa County, California","30665","1478","null","null","19881","1372","null","null","895","null","431","null","0","null","201","null","0","201","null","null","895","431","null","null","738","null","310","null","0","null","201","null","54","62","null","null","684","312","null","null","1189","430","null","null","0","201","null","null","132","115","null","null","1057","413","null","null","2962","726","null","null","140","null","120","null","719","375","null","null","2103","650","null","null","14059","1256","null","null","6551","848","null","null","5223","null","861","null","2285","581","null","null","38","64","null","null","10784","1168","null","null","1144","null","414","null","271","null","241","null","88","null","116","null","785","330","null","null","1793","582","null","null","564","null","333","null","312","null","173","null","917","null","464","null","1574","502","null","null","794","330","null","null","629","null","311","null","151","null","122","null","1460","null","421","null","1404","null","404","null","0","201","null","null","56","null","90","null","4744","null","816","null","4496","null","811","null","215","null","177","null","33","56","null","null","69","115","null","null",
"0500000US06057","Nevada County, California","29707","1719","null","null","18502","1727","null","null","1761","null","756","null","0","null","201","null","0","201","null","null","1761","756","null","null","1223","null","551","null","0","null","201","null","97","161","null","null","1126","538","null","null","2364","679","null","null","47","79","null","null","281","247","null","null","2036","666","null","null","2483","633","null","null","160","null","139","null","807","388","null","null","1516","495","null","null","10595","1572","null","null","4465","1085","null","null","4103","null","989","null","2027","874","null","null","76","93","null","null","11205","1412","null","null","2077","null","734","null","118","null","165","null","606","null","470","null","1353","623","null","null","2279","730","null","null","949","null","394","null","658","null","435","null","672","null","373","null","1498","529","null","null","911","418","null","null","477","null","276","null","110","null","164","null","1433","null","478","null","1433","null","478","null","0","201","null","null","0","null","201","null","3664","null","965","null","3664","null","965","null","0","null","201","null","0","201","null","null","254","216","null","null",
"0500000US06059","Orange County, California","578950","7203","null","null","413103","7104","null","null","14032","null","1878","null","0","null","201","null","119","148","null","null","13913","1879","null","null","20732","null","2120","null","401","null","237","null","932","422","null","null","19399","2167","null","null","23588","2440","null","null","612","239","null","null","2392","719","null","null","20584","2204","null","null","50734","3379","null","null","3360","null","866","null","9678","1558","null","null","37696","2858","null","null","302087","6775","null","null","124954","4836","null","null","106300","null","3943","null","70833","4143","null","null","1930","612","null","null","165847","4621","null","null","20433","null","2199","null","3015","null","777","null","2423","null","673","null","14995","1923","null","null","23722","2076","null","null","10967","null","1503","null","5490","null","989","null","7265","null","981","null","20936","1982","null","null","12959","1345","null","null","4696","null","1026","null","3281","null","1382","null","23317","null","2218","null","19873","null","2004","null","2581","719","null","null","863","null","443","null","75233","null","3525","null","73635","null","3460","null","1351","null","665","null","247","182","null","null","2206","764","null","null",
"0500000US06061","Placer County, California","94589","2563","null","null","68378","2822","null","null","2586","null","737","null","0","null","201","null","0","201","null","null","2586","737","null","null","4494","null","1099","null","0","null","201","null","112","143","null","null","4382","1106","null","null","4850","982","null","null","141","146","null","null","1370","563","null","null","3339","839","null","null","10843","1461","null","null","803","null","337","null","3244","862","null","null","6796","1192","null","null","45082","2332","null","null","22396","2072","null","null","14801","null","1662","null","7885","1312","null","null","523","292","null","null","26211","2183","null","null","3373","null","873","null","548","null","454","null","520","null","361","null","2305","615","null","null","3559","723","null","null","955","null","438","null","1106","null","368","null","1498","null","553","null","3062","661","null","null","1928","545","null","null","987","null","408","null","147","null","142","null","4611","null","883","null","3925","null","765","null","586","317","null","null","100","null","119","null","11257","null","1439","null","11226","null","1435","null","0","null","201","null","31","53","null","null","349","212","null","null",
"0500000US06065","Riverside County, California","457212","6275","null","null","326398","6447","null","null","16167","null","2140","null","0","null","201","null","206","157","null","null","15961","2117","null","null","30957","null","2560","null","424","null","288","null","1490","391","null","null","29043","2501","null","null","34513","2914","null","null","1210","395","null","null","5626","1136","null","null","27677","2470","null","null","62596","3920","null","null","7304","null","1231","null","20865","2260","null","null","34427","3418","null","null","179614","5842","null","null","86144","4347","null","null","64831","null","3782","null","28639","2630","null","null","2551","705","null","null","130814","4119","null","null","20841","null","2184","null","3790","null","923","null","2747","null","694","null","14304","1695","null","null","25651","2327","null","null","12419","null","1739","null","7653","null","1173","null","5579","null","1149","null","20126","2076","null","null","13678","1729","null","null","4535","null","939","null","1913","null","580","null","24296","null","2118","null","21428","null","1998","null","2304","745","null","null","564","null","317","null","37841","null","2423","null","37394","null","2396","null","344","null","198","null","103","130","null","null","2059","578","null","null",
