"GEO_ID","NAME","B19083_001E","B19083_001M","B19083_001MA","B19083_001EA",
"Geography","Geographic Area Name","Estimate!!Gini Index","Margin of Error!!Gini Index","Annotation of Margin of Error!!Gini Index","Annotation of Estimate!!Gini Index",
"0500000US51161","Roanoke County, Virginia","0.3729","0.0226","null","null",
"0500000US51165","Rockingham County, Virginia","0.4177","0.0310","null","null",
"0500000US51177","Spotsylvania County, Virginia","0.3968","0.0161","null","null",
"0500000US51179","Stafford County, Virginia","0.3639","0.0162","null","null",
"0500000US51199","York County, Virginia","0.4035","0.0372","null","null",
"0500000US51510","Alexandria city, Virginia","0.4619","0.0263","null","null",
"0500000US51550","Chesapeake city, Virginia","0.3993","0.0174","null","null",
"0500000US51650","Hampton city, Virginia","0.4336","0.0283","null","null",
"0500000US51680","Lynchburg city, Virginia","0.5197","0.0460","null","null",
"0500000US51700","Newport News city, Virginia","0.4517","0.0216","null","null",
"0500000US51710","Norfolk city, Virginia","0.4992","0.0235","null","null",
"0500000US51740","Portsmouth city, Virginia","0.4115","0.0213","null","null",
"0500000US51760","Richmond city, Virginia","0.5586","0.0226","null","null",
"0500000US51770","Roanoke city, Virginia","0.4673","0.0433","null","null",
"0500000US51800","Suffolk city, Virginia","0.4309","0.0225","null","null",
"0500000US51810","Virginia Beach city, Virginia","0.4037","0.0133","null","null",
"0500000US53005","Benton County, Washington","0.4206","0.0166","null","null",
"0500000US53007","Chelan County, Washington","0.4267","0.0310","null","null",
"0500000US53009","Clallam County, Washington","0.4688","0.0364","null","null",
"0500000US53011","Clark County, Washington","0.4294","0.0174","null","null",
"0500000US53015","Cowlitz County, Washington","0.4223","0.0251","null","null",
"0500000US53021","Franklin County, Washington","0.4096","0.0423","null","null",
"0500000US53025","Grant County, Washington","0.4097","0.0336","null","null",
"0500000US53027","Grays Harbor County, Washington","0.4512","0.0326","null","null",
"0500000US53029","Island County, Washington","0.3937","0.0235","null","null",
"0500000US53033","King County, Washington","0.4612","0.0063","null","null",
"0500000US53035","Kitsap County, Washington","0.4083","0.0132","null","null",
"0500000US53041","Lewis County, Washington","0.4180","0.0235","null","null",
"0500000US53053","Pierce County, Washington","0.4277","0.0127","null","null",
"0500000US53057","Skagit County, Washington","0.4261","0.0177","null","null",
"0500000US53061","Snohomish County, Washington","0.4138","0.0108","null","null",
"0500000US53063","Spokane County, Washington","0.4580","0.0161","null","null",
"0500000US53067","Thurston County, Washington","0.4082","0.0138","null","null",
"0500000US53073","Whatcom County, Washington","0.4653","0.0302","null","null",
"0500000US53077","Yakima County, Washington","0.4583","0.0267","null","null",
"0500000US54003","Berkeley County, West Virginia","0.3889","0.0212","null","null",
"0500000US54011","Cabell County, West Virginia","0.4758","0.0279","null","null",
"0500000US54033","Harrison County, West Virginia","0.4504","0.0367","null","null",
"0500000US54039","Kanawha County, West Virginia","0.4443","0.0210","null","null",
"0500000US54061","Monongalia County, West Virginia","0.5099","0.0204","null","null",
"0500000US54081","Raleigh County, West Virginia","0.4353","0.0254","null","null",
"0500000US54107","Wood County, West Virginia","0.4820","0.0433","null","null",
"0500000US55009","Brown County, Wisconsin","0.4219","0.0164","null","null",
"0500000US55025","Dane County, Wisconsin","0.4487","0.0114","null","null",
"0500000US55027","Dodge County, Wisconsin","0.3842","0.0163","null","null",
"0500000US55035","Eau Claire County, Wisconsin","0.4338","0.0272","null","null",
"0500000US55039","Fond du Lac County, Wisconsin","0.4188","0.0225","null","null",
"0500000US55055","Jefferson County, Wisconsin","0.3745","0.0194","null","null",
"0500000US55059","Kenosha County, Wisconsin","0.4359","0.0249","null","null",
"0500000US55063","La Crosse County, Wisconsin","0.4847","0.0308","null","null",
"0500000US55071","Manitowoc County, Wisconsin","0.3980","0.0195","null","null",
"0500000US55073","Marathon County, Wisconsin","0.4437","0.0221","null","null",
"0500000US55079","Milwaukee County, Wisconsin","0.4784","0.0092","null","null",
"0500000US55087","Outagamie County, Wisconsin","0.3995","0.0130","null","null",
"0500000US55089","Ozaukee County, Wisconsin","0.4933","0.0362","null","null",
"0500000US55097","Portage County, Wisconsin","0.4317","0.0208","null","null",
"0500000US55101","Racine County, Wisconsin","0.4202","0.0158","null","null",
"0500000US55105","Rock County, Wisconsin","0.4165","0.0180","null","null",
"0500000US55109","St. Croix County, Wisconsin","0.3778","0.0259","null","null",
"0500000US55117","Sheboygan County, Wisconsin","0.4041","0.0188","null","null",
"0500000US55127","Walworth County, Wisconsin","0.4236","0.0182","null","null",
"0500000US55131","Washington County, Wisconsin","0.3729","0.0172","null","null",
"0500000US55133","Waukesha County, Wisconsin","0.4378","0.0142","null","null",
"0500000US55139","Winnebago County, Wisconsin","0.4347","0.0269","null","null",
"0500000US55141","Wood County, Wisconsin","0.4150","0.0225","null","null",
"0500000US56021","Laramie County, Wyoming","0.4538","0.0348","null","null",
"0500000US56025","Natrona County, Wyoming","0.4622","0.0426","null","null",
"0500000US72013","Arecibo Municipio, Puerto Rico","0.5173","0.0384","null","null",
"0500000US72021","Bayamón Municipio, Puerto Rico","0.4862","0.0183","null","null",
"0500000US72025","Caguas Municipio, Puerto Rico","0.5302","0.0289","null","null",
"0500000US72031","Carolina Municipio, Puerto Rico","0.5115","0.0328","null","null",
"0500000US72061","Guaynabo Municipio, Puerto Rico","0.6064","0.0349","null","null",
"0500000US72097","Mayagüez Municipio, Puerto Rico","0.5950","0.0337","null","null",
"0500000US72113","Ponce Municipio, Puerto Rico","0.6039","0.0371","null","null",
"0500000US72127","San Juan Municipio, Puerto Rico","0.6508","0.0209","null","null",
"0500000US72135","Toa Alta Municipio, Puerto Rico","0.4682","0.0421","null","null",
"0500000US72137","Toa Baja Municipio, Puerto Rico","0.4688","0.0241","null","null",
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","0.5047","0.0445","null","null",
