"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household","HOUSEHOLDS BY TYPE!!Total households!!Cohabiting couple household!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no spouse/partner present!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Average household size","HOUSEHOLDS BY TYPE!!Total households!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Unmarried partner","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Other nonrelatives","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Population born outside the United States!!Native","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010","YEAR OF ENTRY!!Population born outside the United States!!Foreign born","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,119,249","2,373,352","816,678","358,895","111,775","942,613","63,812","686,302","206,894","1,444,389","248,817","857,248","453,684","1,389,796","1,689,074","2.42","3.02","","12,380,244","5,119,249","2,371,513","360,556","3,451,643","711,741","365,542","","5,159,722","1,925,761","2,528,622","84,099","156,851","464,389","5,468,354","1,702,368","2,515,928","116,774","537,605","595,679","","148,956","52,289","32","52","10","87","31","","235,515","82,556","","13,787","15,479","13,803","39,487","82,556","52,609","55,956","","2,896,469","182,378","135,543","1,172,144","614,072","792,332","","9,028,036","273,775","538,057","3,103,046","1,420,062","775,694","1,761,627","1,155,775","8,216,204","2,917,402","","10,157,756","710,375","","12,593,136","1,769,125","2,624,633","146,033","7,659,543","879,451","2,308,960","743,641","","12,670,245","11,092,255","1,526,568","894,162","632,406","364,941","267,465","51,422","","12,801,989","11,908,822","11,643,045","9,136,828","2,506,217","265,777","893,167","","893,167","497,426","395,741","","1,158,944","265,777","82,824","182,953","893,167","261,912","631,255","","893,167","158,652","359,171","79,157","3,648","276,613","15,926","","12,106,328","10,685,879","1,420,449","542,607","634,935","250,769","439,660","144,567","248,202","114,443","97,652","32,828","","12,801,989","562,501","75,821","44,197","16,468","170,391","882,929","192,063","26,849","2,791,485","60,275","120,268","1,917,252","1,388,302","68,354","45,575","780,327","19,843","163,673","137,023","174,018","177,390","131,704","94,343","70,471","97,421","159,309","92,524","","5,119,249","4,642,167","4,379,848"
"    Percent","","5,119,249","46.4%","16.0%","7.0%","2.2%","18.4%","1.2%","13.4%","4.0%","28.2%","4.9%","16.7%","8.9%","27.1%","33.0%","(X)","(X)","","12,380,244","41.4%","19.2%","2.9%","27.9%","5.7%","3.0%","","5,159,722","37.3%","49.0%","1.6%","3.0%","9.0%","5,468,354","31.1%","46.0%","2.1%","9.8%","10.9%","","148,956","35.1%","(X)","(X)","(X)","(X)","(X)","","235,515","35.1%","","5.9%","6.6%","5.9%","16.8%","82,556","63.7%","67.8%","","2,896,469","6.3%","4.7%","40.5%","21.2%","27.4%","","9,028,036","3.0%","6.0%","34.4%","15.7%","8.6%","19.5%","12.8%","91.0%","32.3%","","10,157,756","7.0%","","12,593,136","14.0%","2,624,633","5.6%","7,659,543","11.5%","2,308,960","32.2%","","12,670,245","87.5%","12.0%","7.1%","5.0%","2.9%","2.1%","0.4%","","12,801,989","93.0%","90.9%","71.4%","19.6%","2.1%","7.0%","","893,167","55.7%","44.3%","","1,158,944","265,777","31.2%","68.8%","893,167","29.3%","70.7%","","893,167","17.8%","40.2%","8.9%","0.4%","31.0%","1.8%","","12,106,328","88.3%","11.7%","4.5%","5.2%","2.1%","3.6%","1.2%","2.1%","0.9%","0.8%","0.3%","","12,801,989","4.4%","0.6%","0.3%","0.1%","1.3%","6.9%","1.5%","0.2%","21.8%","0.5%","0.9%","15.0%","10.8%","0.5%","0.4%","6.1%","0.2%","1.3%","1.1%","1.4%","1.4%","1.0%","0.7%","0.6%","0.8%","1.2%","0.7%","","5,119,249","90.7%","85.6%"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","407,174","179,776","61,595","30,463","8,467","76,101","6,336","53,710","16,999","120,834","20,481","72,609","38,970","106,831","133,936","2.50","3.19","","1,018,460","407,174","179,663","30,581","307,071","60,016","33,955","","432,431","180,673","193,817","4,822","11,243","41,876","460,401","164,406","189,913","8,562","41,726","55,794","","7,968","2,634","17","32","0","50","24","","16,028","4,362","","434","1,031","780","2,117","4,362","2,618","3,120","","253,795","14,013","11,170","89,765","48,449","90,398","","746,952","37,697","42,510","212,282","129,984","64,204","156,087","104,188","666,745","260,275","","852,218","49,471","","1,043,753","137,218","203,510","10,412","659,702","72,690","180,541","54,116","","1,050,602","930,406","115,670","63,956","51,714","16,730","34,984","4,526","","1,059,361","914,287","884,164","600,117","284,047","30,123","145,074","","145,074","81,964","63,110","","175,197","30,123","7,136","22,987","145,074","35,932","109,142","","145,074","29,376","27,832","17,560","321","67,785","2,200","","1,004,559","776,041","228,518","82,094","128,898","51,401","64,829","17,721","22,787","9,458","12,004","3,514","","1,059,361","35,318","9,457","1,667","1,896","4,431","114,929","90,460","49,354","50,640","9,481","3,119","183,207","175,802","3,434","5,164","33,083","88,164","6,568","3,861","17,525","534","30,235","14,139","1,096","4,684","2,900","10,599","","407,174","374,704","356,893"
"    Percent","","407,174","44.2%","15.1%","7.5%","2.1%","18.7%","1.6%","13.2%","4.2%","29.7%","5.0%","17.8%","9.6%","26.2%","32.9%","(X)","(X)","","1,018,460","40.0%","17.6%","3.0%","30.2%","5.9%","3.3%","","432,431","41.8%","44.8%","1.1%","2.6%","9.7%","460,401","35.7%","41.2%","1.9%","9.1%","12.1%","","7,968","33.1%","(X)","(X)","(X)","(X)","(X)","","16,028","27.2%","","2.7%","6.4%","4.9%","13.2%","4,362","60.0%","71.5%","","253,795","5.5%","4.4%","35.4%","19.1%","35.6%","","746,952","5.0%","5.7%","28.4%","17.4%","8.6%","20.9%","13.9%","89.3%","34.8%","","852,218","5.8%","","1,043,753","13.1%","203,510","5.1%","659,702","11.0%","180,541","30.0%","","1,050,602","88.6%","11.0%","6.1%","4.9%","1.6%","3.3%","0.4%","","1,059,361","86.3%","83.5%","56.6%","26.8%","2.8%","13.7%","","145,074","56.5%","43.5%","","175,197","30,123","23.7%","76.3%","145,074","24.8%","75.2%","","145,074","20.2%","19.2%","12.1%","0.2%","46.7%","1.5%","","1,004,559","77.3%","22.7%","8.2%","12.8%","5.1%","6.5%","1.8%","2.3%","0.9%","1.2%","0.3%","","1,059,361","3.3%","0.9%","0.2%","0.2%","0.4%","10.8%","8.5%","4.7%","4.8%","0.9%","0.3%","17.3%","16.6%","0.3%","0.5%","3.1%","8.3%","0.6%","0.4%","1.7%","0.1%","2.9%","1.3%","0.1%","0.4%","0.3%","1.0%","","407,174","92.0%","87.7%"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,975,915","928,870","306,409","112,729","39,054","348,714","17,886","251,823","75,120","585,602","111,178","320,934","155,739","560,279","650,184","2.54","3.14","","5,014,986","1,975,915","929,352","112,281","1,439,157","382,565","175,716","","2,015,500","721,405","998,985","43,925","62,780","188,405","2,208,680","681,456","996,314","65,543","211,415","253,952","","63,576","24,961","36","53","9","94","29","","126,113","51,121","","6,572","8,909","8,883","26,757","51,121","33,132","33,837","","1,180,396","59,581","62,015","513,563","253,806","291,431","","3,563,204","132,646","283,032","1,015,260","725,158","352,549","656,496","398,063","3,147,526","1,054,559","","3,999,640","354,669","","5,048,513","716,810","1,108,932","47,689","3,022,520","357,695","917,061","311,426","","5,092,727","4,414,770","654,900","319,219","335,681","159,673","176,008","23,057","","5,148,714","4,860,304","4,797,953","2,830,772","1,967,181","62,351","288,410","","288,410","122,505","165,905","","350,761","62,351","13,574","48,777","288,410","90,308","198,102","","288,410","45,155","67,102","13,975","4,606","148,995","8,577","","4,859,177","4,496,151","363,026","144,650","224,118","98,430","72,438","18,700","51,353","21,036","15,117","6,484","","5,148,714","538,877","15,783","7,561","8,260","36,596","408,864","81,935","19,197","427,444","17,787","12,988","403,588","149,761","4,526","21,054","72,729","7,601","19,754","112,691","110,988","5,597","47,684","22,939","6,089","11,800","30,965","19,646","","1,975,915","1,818,010","1,633,969"
"    Percent","","1,975,915","47.0%","15.5%","5.7%","2.0%","17.6%","0.9%","12.7%","3.8%","29.6%","5.6%","16.2%","7.9%","28.4%","32.9%","(X)","(X)","","5,014,986","39.4%","18.5%","2.2%","28.7%","7.6%","3.5%","","2,015,500","35.8%","49.6%","2.2%","3.1%","9.3%","2,208,680","30.9%","45.1%","3.0%","9.6%","11.5%","","63,576","39.3%","(X)","(X)","(X)","(X)","(X)","","126,113","40.5%","","5.2%","7.1%","7.0%","21.2%","51,121","64.8%","66.2%","","1,180,396","5.0%","5.3%","43.5%","21.5%","24.7%","","3,563,204","3.7%","7.9%","28.5%","20.4%","9.9%","18.4%","11.2%","88.3%","29.6%","","3,999,640","8.9%","","5,048,513","14.2%","1,108,932","4.3%","3,022,520","11.8%","917,061","34.0%","","5,092,727","86.7%","12.9%","6.3%","6.6%","3.1%","3.5%","0.5%","","5,148,714","94.4%","93.2%","55.0%","38.2%","1.2%","5.6%","","288,410","42.5%","57.5%","","350,761","62,351","21.8%","78.2%","288,410","31.3%","68.7%","","288,410","15.7%","23.3%","4.8%","1.6%","51.7%","3.0%","","4,859,177","92.5%","7.5%","3.0%","4.6%","2.0%","1.5%","0.4%","1.1%","0.4%","0.3%","0.1%","","5,148,714","10.5%","0.3%","0.1%","0.2%","0.7%","7.9%","1.6%","0.4%","8.3%","0.3%","0.3%","7.8%","2.9%","0.1%","0.4%","1.4%","0.1%","0.4%","2.2%","2.2%","0.1%","0.9%","0.4%","0.1%","0.2%","0.6%","0.4%","","1,975,915","92.0%","82.7%"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","353,799","177,534","67,439","23,954","8,015","67,916","3,661","51,413","12,523","84,395","15,215","54,488","27,219","104,146","105,904","2.40","3.01","","850,641","353,799","176,730","24,721","234,251","38,923","22,217","","353,022","118,094","185,364","3,236","10,596","35,732","350,671","90,781","185,925","4,728","30,825","38,412","","12,568","2,881","30","66","12","121","29","","12,367","6,828","","910","1,297","740","3,881","6,828","4,417","4,473","","214,461","15,523","13,452","94,854","43,382","47,250","","588,029","16,462","29,832","176,644","120,476","69,831","121,231","53,553","541,735","174,784","","666,774","57,032","","867,305","109,690","214,179","6,222","505,701","55,489","147,425","47,979","","872,708","739,009","129,067","58,547","70,520","43,586","26,934","4,632","","884,659","848,327","843,231","562,899","280,332","5,096","36,332","","36,332","16,451","19,881","","41,428","5,096","1,525","3,571","36,332","14,869","21,463","","36,332","3,064","10,163","11,072","1,910","9,252","871","","825,800","778,061","47,739","17,372","15,831","6,720","8,168","2,116","7,740","4,548","16,000","3,988","","884,659","39,671","2,635","16,179","16,708","38,199","51,882","18,873","3,974","304,063","747","975","83,376","10,104","603","113,629","11,299","1,334","8,601","4,263","11,905","707","13,749","26,265","4,272","989","4,628","1,005","","353,799","323,725","300,667"
"    Percent","","353,799","50.2%","19.1%","6.8%","2.3%","19.2%","1.0%","14.5%","3.5%","23.9%","4.3%","15.4%","7.7%","29.4%","29.9%","(X)","(X)","","850,641","41.6%","20.8%","2.9%","27.5%","4.6%","2.6%","","353,022","33.5%","52.5%","0.9%","3.0%","10.1%","350,671","25.9%","53.0%","1.3%","8.8%","11.0%","","12,568","22.9%","(X)","(X)","(X)","(X)","(X)","","12,367","55.2%","","7.4%","10.5%","6.0%","31.4%","6,828","64.7%","65.5%","","214,461","7.2%","6.3%","44.2%","20.2%","22.0%","","588,029","2.8%","5.1%","30.0%","20.5%","11.9%","20.6%","9.1%","92.1%","29.7%","","666,774","8.6%","","867,305","12.6%","214,179","2.9%","505,701","11.0%","147,425","32.5%","","872,708","84.7%","14.8%","6.7%","8.1%","5.0%","3.1%","0.5%","","884,659","95.9%","95.3%","63.6%","31.7%","0.6%","4.1%","","36,332","45.3%","54.7%","","41,428","5,096","29.9%","70.1%","36,332","40.9%","59.1%","","36,332","8.4%","28.0%","30.5%","5.3%","25.5%","2.4%","","825,800","94.2%","5.8%","2.1%","1.9%","0.8%","1.0%","0.3%","0.9%","0.6%","1.9%","0.5%","","884,659","4.5%","0.3%","1.8%","1.9%","4.3%","5.9%","2.1%","0.4%","34.4%","0.1%","0.1%","9.4%","1.1%","0.1%","12.8%","1.3%","0.2%","1.0%","0.5%","1.3%","0.1%","1.6%","3.0%","0.5%","0.1%","0.5%","0.1%","","353,799","91.5%","85.0%"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,654,737","1,274,887","445,998","158,506","52,842","472,453","36,969","337,765","94,837","748,891","142,983","425,200","203,136","788,419","801,143","2.51","3.10","","6,671,097","2,654,737","1,274,988","158,166","1,879,658","471,668","231,880","","2,688,514","903,515","1,365,187","48,522","78,178","293,112","2,884,350","800,500","1,374,943","56,684","274,553","377,670","","78,042","27,930","32","49","11","86","23","","161,647","76,680","","12,042","14,278","12,880","37,480","76,680","47,209","53,119","","1,572,331","88,895","82,161","678,021","342,101","381,153","","4,693,962","202,493","360,324","1,480,753","953,282","348,886","845,100","503,124","4,131,145","1,348,224","","5,298,519","422,161","","6,719,315","1,039,435","1,508,164","76,291","4,099,864","541,972","1,111,287","421,172","","6,754,461","5,782,145","951,948","530,719","421,229","224,464","196,765","20,368","","6,829,174","6,455,702","6,399,360","4,036,656","2,362,704","56,342","373,472","","373,472","159,347","214,125","","429,814","56,342","14,977","41,365","373,472","119,134","254,338","","373,472","42,492","110,875","35,477","2,650","173,846","8,132","","6,422,148","5,935,807","486,341","201,294","287,350","130,045","83,204","21,526","68,850","31,227","46,937","18,496","","6,829,174","873,803","40,227","10,564","9,827","62,808","591,184","96,892","17,323","575,251","10,702","13,408","600,478","146,535","5,115","29,922","78,954","4,744","18,123","139,683","129,496","4,379","95,626","26,688","13,919","8,063","41,477","15,417","","2,654,737","2,403,271","2,202,761"
"    Percent","","2,654,737","48.0%","16.8%","6.0%","2.0%","17.8%","1.4%","12.7%","3.6%","28.2%","5.4%","16.0%","7.7%","29.7%","30.2%","(X)","(X)","","6,671,097","39.8%","19.1%","2.4%","28.2%","7.1%","3.5%","","2,688,514","33.6%","50.8%","1.8%","2.9%","10.9%","2,884,350","27.8%","47.7%","2.0%","9.5%","13.1%","","78,042","35.8%","(X)","(X)","(X)","(X)","(X)","","161,647","47.4%","","7.4%","8.8%","8.0%","23.2%","76,680","61.6%","69.3%","","1,572,331","5.7%","5.2%","43.1%","21.8%","24.2%","","4,693,962","4.3%","7.7%","31.5%","20.3%","7.4%","18.0%","10.7%","88.0%","28.7%","","5,298,519","8.0%","","6,719,315","15.5%","1,508,164","5.1%","4,099,864","13.2%","1,111,287","37.9%","","6,754,461","85.6%","14.1%","7.9%","6.2%","3.3%","2.9%","0.3%","","6,829,174","94.5%","93.7%","59.1%","34.6%","0.8%","5.5%","","373,472","42.7%","57.3%","","429,814","56,342","26.6%","73.4%","373,472","31.9%","68.1%","","373,472","11.4%","29.7%","9.5%","0.7%","46.5%","2.2%","","6,422,148","92.4%","7.6%","3.1%","4.5%","2.0%","1.3%","0.3%","1.1%","0.5%","0.7%","0.3%","","6,829,174","12.8%","0.6%","0.2%","0.1%","0.9%","8.7%","1.4%","0.3%","8.4%","0.2%","0.2%","8.8%","2.1%","0.1%","0.4%","1.2%","0.1%","0.3%","2.0%","1.9%","0.1%","1.4%","0.4%","0.2%","0.1%","0.6%","0.2%","","2,654,737","90.5%","83.0%"
