"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004M","B25101_004MA","B25101_004EA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012EA","B25101_012M","B25101_012MA","B25101_013E","B25101_013EA","B25101_013M","B25101_013MA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015M","B25101_015MA","B25101_015EA","B25101_016E","B25101_016M","B25101_016MA","B25101_016EA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020M","B25101_020MA","B25101_020EA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022EA","B25101_022M","B25101_022MA","B25101_023E","B25101_023EA","B25101_023M","B25101_023MA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025M","B25101_025MA","B25101_025EA","B25101_026E","B25101_026M","B25101_026MA","B25101_026EA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037M","B25101_037MA","B25101_037EA","B25101_038E","B25101_038M","B25101_038MA","B25101_038EA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042M","B25101_042MA","B25101_042EA","B25101_043E","B25101_043M","B25101_043MA","B25101_043EA","B25101_044E","B25101_044EA","B25101_044M","B25101_044MA","B25101_045E","B25101_045EA","B25101_045M","B25101_045MA",
"0500000US25011","Franklin County, Massachusetts","20382","null","1088","null","12281","994","null","null","748","349","null","null","0","216","null","null","0","216","null","null","748","349","null","null","1091","399","null","null","0","null","216","null","22","38","null","null","1069","395","null","null","945","353","null","null","0","null","216","null","122","null","107","null","823","332","null","null","2121","537","null","null","196","131","null","null","1321","null","462","null","604","251","null","null","7376","874","null","null","4242","617","null","null","2483","664","null","null","651","null","511","null","0","null","216","null","8101","1009","null","null","565","227","null","null","86","124","null","null","69","null","71","null","410","null","174","null","887","341","null","null","151","null","108","null","402","null","235","null","334","207","null","null","1052","349","null","null","679","null","276","null","340","null","199","null","33","null","56","null","2561","752","null","null","1972","519","null","null","576","null","455","null","13","24","null","null","3007","null","621","null","3007","621","null","null","0","216","null","null","0","null","216","null","29","null","36","null",
"0500000US25013","Hampden County, Massachusetts","108909","null","3080","null","70201","3471","null","null","2034","567","null","null","0","216","null","null","42","70","null","null","1992","561","null","null","5822","1204","null","null","132","null","134","null","178","210","null","null","5512","1163","null","null","5750","1386","null","null","356","null","270","null","922","null","417","null","4472","1258","null","null","13588","2070","null","null","1492","464","null","null","6297","null","1371","null","5799","1324","null","null","42879","2756","null","null","28780","2498","null","null","11687","1486","null","null","2412","null","751","null","128","null","136","null","38708","2558","null","null","3549","809","null","null","128","142","null","null","766","null","537","null","2655","null","555","null","6121","1217","null","null","1224","null","453","null","3187","null","1029","null","1710","625","null","null","4080","1017","null","null","2915","null","931","null","1059","null","510","null","106","null","120","null","6554","1296","null","null","6108","1267","null","null","446","null","224","null","0","216","null","null","17871","null","1795","null","17562","1811","null","null","309","256","null","null","0","null","216","null","533","null","507","null",
"0500000US25015","Hampshire County, Massachusetts","41568","null","1555","null","25543","1718","null","null","622","312","null","null","0","216","null","null","0","216","null","null","622","312","null","null","1356","611","null","null","0","null","216","null","0","216","null","null","1356","611","null","null","1830","672","null","null","0","null","216","null","207","null","174","null","1623","613","null","null","3392","860","null","null","430","290","null","null","1528","null","511","null","1434","631","null","null","18254","1708","null","null","10649","1300","null","null","5497","1142","null","null","2108","null","721","null","89","null","144","null","16025","1427","null","null","1790","758","null","null","0","216","null","null","214","null","278","null","1576","null","742","null","1174","395","null","null","220","null","166","null","422","null","278","null","532","284","null","null","2284","688","null","null","1213","null","499","null","899","null","432","null","172","null","174","null","3005","625","null","null","2564","671","null","null","424","null","241","null","17","28","null","null","7704","null","1162","null","7608","1171","null","null","96","133","null","null","0","null","216","null","68","null","122","null",
"0500000US25017","Middlesex County, Massachusetts","379336","null","5405","null","258460","4913","null","null","4268","1115","null","null","0","216","null","null","0","216","null","null","4268","1115","null","null","7106","1482","null","null","0","null","216","null","84","141","null","null","7022","1479","null","null","8027","1701","null","null","61","null","105","null","750","null","511","null","7216","1574","null","null","20715","2365","null","null","615","361","null","null","5100","null","1373","null","15000","1929","null","null","217687","5083","null","null","116741","4497","null","null","67539","3473","null","null","33407","null","2402","null","657","null","328","null","120876","4759","null","null","7372","1319","null","null","79","93","null","null","37","null","61","null","7256","null","1311","null","10645","1595","null","null","1045","null","599","null","2809","null","963","null","6791","1209","null","null","11432","1505","null","null","3772","null","1010","null","5128","null","1161","null","2532","null","704","null","17415","1961","null","null","11841","1756","null","null","4562","null","886","null","1012","394","null","null","72551","null","3866","null","69719","3892","null","null","2565","703","null","null","267","null","206","null","1461","null","761","null",
"0500000US25021","Norfolk County, Massachusetts","184456","null","4083","null","131184","4270","null","null","4163","1260","null","null","0","216","null","null","0","216","null","null","4163","1260","null","null","2456","861","null","null","0","null","216","null","0","216","null","null","2456","861","null","null","6332","1540","null","null","93","null","157","null","181","null","239","null","6058","1526","null","null","9853","1779","null","null","612","380","null","null","2100","null","851","null","7141","1439","null","null","108173","3942","null","null","54572","3200","null","null","36456","2937","null","null","17145","null","2040","null","207","null","185","null","53272","2848","null","null","3980","1178","null","null","212","319","null","null","0","null","216","null","3768","null","1142","null","5394","1320","null","null","289","null","235","null","632","null","463","null","4473","1203","null","null","6024","1209","null","null","1624","null","699","null","2145","null","715","null","2255","null","725","null","7157","1238","null","null","4391","1106","null","null","2312","null","666","null","454","329","null","null","30258","null","2429","null","28634","2395","null","null","1507","468","null","null","117","null","113","null","459","null","316","null",
"0500000US25023","Plymouth County, Massachusetts","147958","null","3821","null","105454","3589","null","null","3289","1057","null","null","0","216","null","null","0","216","null","null","3289","1057","null","null","3628","877","null","null","0","null","216","null","0","216","null","null","3628","877","null","null","5784","1283","null","null","311","null","342","null","313","null","242","null","5160","1316","null","null","14288","2002","null","null","649","363","null","null","2525","null","865","null","11114","1733","null","null","77964","3473","null","null","37687","2474","null","null","28402","2595","null","null","11875","null","1662","null","501","null","682","null","42504","2902","null","null","3984","1085","null","null","0","216","null","null","102","null","118","null","3882","null","1084","null","5701","1274","null","null","932","null","565","null","1038","null","532","null","3731","1175","null","null","4596","934","null","null","1925","null","632","null","2148","null","619","null","523","null","336","null","6213","1163","null","null","3930","1029","null","null","2061","null","725","null","222","187","null","null","21756","null","2568","null","20789","2477","null","null","919","505","null","null","48","null","78","null","254","null","216","null",
"0500000US25025","Suffolk County, Massachusetts","112655","null","3784","null","79698","3561","null","null","1618","577","null","null","0","216","null","null","0","216","null","null","1618","577","null","null","2967","1006","null","null","44","null","77","null","0","216","null","null","2923","997","null","null","2820","874","null","null","249","null","253","null","45","null","76","null","2526","852","null","null","9825","1757","null","null","644","378","null","null","2197","null","884","null","6984","1524","null","null","62151","3174","null","null","35632","2758","null","null","15964","1724","null","null","10555","null","1711","null","317","null","295","null","32957","2672","null","null","2562","799","null","null","223","282","null","null","91","null","106","null","2248","null","725","null","2786","816","null","null","658","null","470","null","551","null","404","null","1577","662","null","null","2868","790","null","null","1490","null","549","null","841","null","435","null","537","null","266","null","5735","1266","null","null","4514","1180","null","null","656","null","377","null","565","311","null","null","18663","null","2177","null","17997","2177","null","null","593","308","null","null","73","null","119","null","343","null","263","null",
"0500000US25027","Worcester County, Massachusetts","204796","null","4037","null","142186","4807","null","null","3308","1202","null","null","0","216","null","null","0","216","null","null","3308","1202","null","null","5365","1204","null","null","95","null","126","null","38","63","null","null","5232","1190","null","null","8818","1446","null","null","0","null","216","null","1162","null","611","null","7656","1328","null","null","17779","2094","null","null","1765","809","null","null","5935","null","1359","null","10079","1517","null","null","106586","4381","null","null","64669","3467","null","null","31128","2790","null","null","10789","null","1926","null","330","null","214","null","62610","3373","null","null","5205","1353","null","null","129","136","null","null","141","null","145","null","4935","null","1291","null","9301","1506","null","null","1037","null","543","null","3176","null","887","null","5088","1261","null","null","7571","1325","null","null","3317","null","736","null","3328","null","972","null","926","null","377","null","11085","1775","null","null","9661","1700","null","null","1268","null","501","null","156","134","null","null","29113","null","2159","null","28931","2147","null","null","182","184","null","null","0","null","216","null","335","null","261","null",
"0500000US26005","Allegan County, Michigan","35010","null","1569","null","21235","1504","null","null","689","447","null","null","0","175","null","null","239","375","null","null","450","249","null","null","1468","444","null","null","0","null","175","null","74","74","null","null","1394","434","null","null","2089","719","null","null","317","null","234","null","406","null","221","null","1366","632","null","null","3984","1017","null","null","2073","719","null","null","1475","null","608","null","436","203","null","null","13005","1395","null","null","9267","1331","null","null","3333","883","null","null","405","null","296","null","0","null","175","null","13775","1315","null","null","1579","547","null","null","276","244","null","null","501","null","341","null","802","null","309","null","2115","664","null","null","886","null","450","null","840","null","410","null","389","252","null","null","2163","626","null","null","2024","null","622","null","104","null","112","null","35","null","57","null","3150","656","null","null","3112","671","null","null","38","null","63","null","0","175","null","null","4704","null","947","null","4448","901","null","null","256","385","null","null","0","null","175","null","64","null","68","null",
"0500000US26017","Bay County, Michigan","33331","null","1476","null","17547","1383","null","null","951","398","null","null","0","175","null","null","25","42","null","null","926","395","null","null","1925","427","null","null","56","null","96","null","550","297","null","null","1319","439","null","null","3270","852","null","null","658","null","424","null","1958","null","786","null","654","304","null","null","3168","825","null","null","1562","508","null","null","1319","null","514","null","287","217","null","null","8052","1046","null","null","7183","1068","null","null","785","294","null","null","84","null","90","null","181","null","168","null","15784","1207","null","null","1686","543","null","null","185","137","null","null","468","null","296","null","1033","null","455","null","3435","1037","null","null","1469","null","558","null","1303","null","690","null","663","580","null","null","2781","769","null","null","2625","null","733","null","156","null","131","null","0","null","175","null","2739","658","null","null","2706","666","null","null","33","null","41","null","0","175","null","null","5073","null","1033","null","5003","1043","null","null","70","114","null","null","0","null","175","null","70","null","109","null",
"0500000US26021","Berrien County, Michigan","45701","null","1754","null","26908","1895","null","null","2047","623","null","null","0","175","null","null","0","175","null","null","2047","623","null","null","3079","874","null","null","178","null","214","null","515","292","null","null","2386","752","null","null","3240","815","null","null","364","null","206","null","1445","null","551","null","1431","605","null","null","4562","910","null","null","2228","663","null","null","1637","null","489","null","697","314","null","null","13949","1468","null","null","11833","1401","null","null","1794","487","null","null","322","null","156","null","31","null","52","null","18793","1416","null","null","2585","793","null","null","443","322","null","null","432","null","263","null","1710","null","637","null","3219","695","null","null","1853","null","519","null","992","null","413","null","374","189","null","null","3784","670","null","null","3278","null","609","null","398","null","299","null","108","null","125","null","3117","671","null","null","3006","645","null","null","76","null","128","null","35","60","null","null","5859","null","965","null","5859","965","null","null","0","175","null","null","0","null","175","null","229","null","245","null",
"0500000US26025","Calhoun County, Michigan","39408","null","1623","null","23552","1420","null","null","1295","522","null","null","0","175","null","null","20","34","null","null","1275","522","null","null","3438","834","null","null","159","null","220","null","735","401","null","null","2544","664","null","null","2786","800","null","null","420","null","249","null","1358","null","494","null","1008","486","null","null","4120","784","null","null","1905","590","null","null","1616","null","561","null","599","313","null","null","11802","1253","null","null","9876","1072","null","null","1371","451","null","null","555","null","460","null","111","null","151","null","15856","1305","null","null","2315","716","null","null","567","285","null","null","354","null","236","null","1394","null","560","null","3585","747","null","null","2091","null","643","null","851","null","409","null","643","342","null","null","2585","683","null","null","2298","null","621","null","287","null","272","null","0","null","175","null","2796","660","null","null","2762","655","null","null","11","null","18","null","23","38","null","null","4461","null","731","null","4414","720","null","null","47","81","null","null","0","null","175","null","114","null","101","null",
"0500000US26037","Clinton County, Michigan","25143","null","829","null","15541","810","null","null","303","191","null","null","0","175","null","null","0","175","null","null","303","191","null","null","514","230","null","null","0","null","175","null","54","82","null","null","460","205","null","null","1537","538","null","null","179","null","112","null","940","null","481","null","418","202","null","null","2765","716","null","null","543","266","null","null","1090","null","352","null","1132","557","null","null","10422","931","null","null","8188","943","null","null","1943","544","null","null","291","null","217","null","0","null","175","null","9602","797","null","null","1187","453","null","null","96","90","null","null","81","null","80","null","1010","null","444","null","1698","636","null","null","657","null","329","null","678","null","367","null","363","276","null","null","1670","464","null","null","1481","null","447","null","189","null","118","null","0","null","175","null","1941","461","null","null","1825","417","null","null","116","null","142","null","0","175","null","null","3007","null","626","null","2952","632","null","null","55","65","null","null","0","null","175","null","99","null","147","null",
"0500000US26045","Eaton County, Michigan","31335","null","1362","null","19993","1220","null","null","837","380","null","null","0","175","null","null","0","175","null","null","837","380","null","null","1143","403","null","null","27","null","44","null","140","118","null","null","976","384","null","null","2120","560","null","null","209","null","146","null","754","null","347","null","1157","410","null","null","3749","649","null","null","1052","357","null","null","2173","null","604","null","524","219","null","null","12129","1197","null","null","10078","1050","null","null","1924","546","null","null","127","null","120","null","15","null","24","null","11342","1064","null","null","1618","701","null","null","382","527","null","null","114","null","152","null","1122","null","425","null","1300","545","null","null","440","null","177","null","653","null","400","null","207","269","null","null","1411","492","null","null","1353","null","484","null","58","null","62","null","0","null","175","null","2953","638","null","null","2907","640","null","null","46","null","45","null","0","175","null","null","3971","null","734","null","3971","734","null","null","0","175","null","null","0","null","175","null","89","null","99","null",
"0500000US26049","Genesee County, Michigan","118446","null","2770","null","65212","2642","null","null","4104","888","null","null","0","175","null","null","125","172","null","null","3979","881","null","null","5963","1187","null","null","248","null","226","null","1255","502","null","null","4460","994","null","null","8285","1448","null","null","1343","null","669","null","3886","null","1169","null","3056","868","null","null","12909","1791","null","null","3938","1062","null","null","6642","null","1179","null","2329","741","null","null","33772","2399","null","null","27017","1960","null","null","6023","1303","null","null","732","null","398","null","179","null","248","null","53234","2701","null","null","7814","1542","null","null","778","446","null","null","1246","null","489","null","5790","null","1322","null","10141","1643","null","null","5099","null","1052","null","3355","null","913","null","1687","778","null","null","9712","1619","null","null","7791","null","1404","null","1711","null","883","null","210","null","161","null","10272","1398","null","null","10185","1409","null","null","87","null","101","null","0","175","null","null","14072","null","1467","null","13944","1441","null","null","128","125","null","null","0","null","175","null","1223","null","568","null",
"0500000US26055","Grand Traverse County, Michigan","28041","null","1665","null","18340","1549","null","null","499","335","null","null","0","175","null","null","0","175","null","null","499","335","null","null","1418","691","null","null","20","null","33","null","217","209","null","null","1181","652","null","null","2049","773","null","null","91","null","123","null","725","null","510","null","1233","562","null","null","3579","866","null","null","1137","478","null","null","1515","null","587","null","927","454","null","null","10729","1232","null","null","7617","1071","null","null","2903","797","null","null","209","null","215","null","66","null","105","null","9701","1116","null","null","485","279","null","null","63","75","null","null","169","null","167","null","253","null","213","null","1945","640","null","null","947","null","447","null","596","null","326","null","402","299","null","null","1248","641","null","null","957","null","595","null","279","null","243","null","12","null","20","null","2120","543","null","null","2064","554","null","null","56","null","96","null","0","175","null","null","3888","null","783","null","3888","783","null","null","0","175","null","null","0","null","175","null","15","null","24","null",
"0500000US26065","Ingham County, Michigan","68782","null","2134","null","43263","2248","null","null","1746","591","null","null","0","175","null","null","0","175","null","null","1746","591","null","null","3984","894","null","null","0","null","175","null","822","474","null","null","3162","833","null","null","4892","968","null","null","663","null","389","null","2214","null","674","null","2015","609","null","null","9211","1144","null","null","3694","850","null","null","3840","null","639","null","1677","580","null","null","23235","1965","null","null","18941","1684","null","null","3467","950","null","null","827","null","388","null","195","null","224","null","25519","2150","null","null","3352","983","null","null","236","193","null","null","564","null","461","null","2552","null","794","null","3387","886","null","null","2003","null","762","null","893","null","357","null","491","323","null","null","4167","923","null","null","3125","null","771","null","957","null","518","null","85","null","84","null","3913","740","null","null","3713","780","null","null","200","null","185","null","0","175","null","null","10529","null","1430","null","10387","1415","null","null","142","178","null","null","0","null","175","null","171","null","179","null",
"0500000US26073","Isabella County, Michigan","15882","null","817","null","9152","850","null","null","738","351","null","null","0","175","null","null","19","31","null","null","719","349","null","null","925","342","null","null","18","null","30","null","218","160","null","null","689","273","null","null","1026","312","null","null","138","null","110","null","415","null","177","null","473","216","null","null","1930","484","null","null","952","336","null","null","869","null","324","null","109","98","null","null","4438","569","null","null","3694","518","null","null","710","279","null","null","34","null","42","null","95","null","84","null","6730","704","null","null","660","250","null","null","76","75","null","null","138","null","115","null","446","null","210","null","1930","532","null","null","1081","null","321","null","717","null","431","null","132","124","null","null","874","220","null","null","786","null","214","null","88","null","79","null","0","null","175","null","1365","364","null","null","1334","365","null","null","9","null","17","null","22","38","null","null","1877","null","444","null","1861","444","null","null","16","27","null","null","0","null","175","null","24","null","44","null",
"0500000US26075","Jackson County, Michigan","45588","null","2070","null","28163","2121","null","null","1382","465","null","null","0","175","null","null","20","35","null","null","1362","460","null","null","2142","641","null","null","41","null","66","null","766","336","null","null","1335","506","null","null","4175","942","null","null","851","null","357","null","2375","null","815","null","949","403","null","null","5189","1057","null","null","2052","677","null","null","2333","null","705","null","804","428","null","null","15088","1530","null","null","11688","1388","null","null","3058","814","null","null","342","null","233","null","187","null","180","null","17425","1624","null","null","2614","728","null","null","291","227","null","null","680","null","420","null","1643","null","547","null","3344","774","null","null","1945","null","631","null","1041","null","408","null","358","224","null","null","2941","894","null","null","2668","null","859","null","189","null","149","null","84","null","135","null","2824","807","null","null","2651","729","null","null","173","null","213","null","0","175","null","null","5496","null","1068","null","5496","1068","null","null","0","175","null","null","0","null","175","null","206","null","215","null",
"0500000US26077","Kalamazoo County, Michigan","63591","null","2344","null","39964","2342","null","null","1797","611","null","null","0","175","null","null","133","163","null","null","1664","612","null","null","2051","600","null","null","0","null","175","null","419","315","null","null","1632","521","null","null","4560","936","null","null","625","null","347","null","2521","null","777","null","1414","574","null","null","7142","1189","null","null","2259","695","null","null","3609","null","928","null","1274","606","null","null","24053","1677","null","null","19585","1472","null","null","3814","1027","null","null","654","null","317","null","361","null","265","null","23627","1725","null","null","1651","553","null","null","188","169","null","null","465","null","305","null","998","null","398","null","3554","969","null","null","2369","null","858","null","665","null","399","null","520","251","null","null","4246","803","null","null","3470","null","790","null","701","null","332","null","75","null","95","null","4523","866","null","null","4315","856","null","null","208","null","192","null","0","175","null","null","9420","null","1278","null","9420","1278","null","null","0","175","null","null","0","null","175","null","233","null","181","null",
"0500000US26081","Kent County, Michigan","171100","null","3505","null","107009","3771","null","null","3316","801","null","null","0","175","null","null","68","113","null","null","3248","791","null","null","5210","1025","null","null","139","null","175","null","662","305","null","null","4409","969","null","null","10327","1839","null","null","1022","null","437","null","4517","null","1063","null","4788","1326","null","null","19809","2351","null","null","6424","1153","null","null","9457","null","1518","null","3928","1045","null","null","68160","3331","null","null","54420","3263","null","null","11424","1614","null","null","2316","null","708","null","187","null","186","null","64091","3300","null","null","5837","1392","null","null","514","331","null","null","1559","null","697","null","3764","null","1082","null","10318","1354","null","null","5642","null","1254","null","2802","null","800","null","1874","658","null","null","8209","1217","null","null","6863","null","1219","null","1104","null","438","null","242","null","205","null","13420","1356","null","null","12910","1410","null","null","432","null","485","null","78","134","null","null","25967","null","2335","null","25836","2324","null","null","131","211","null","null","0","null","175","null","340","null","229","null",
"0500000US26087","Lapeer County, Michigan","28755","null","1204","null","19408","1374","null","null","1012","403","null","null","0","175","null","null","0","175","null","null","1012","403","null","null","1504","475","null","null","0","null","175","null","354","297","null","null","1150","430","null","null","2425","589","null","null","435","null","335","null","574","null","277","null","1416","542","null","null","3619","710","null","null","1402","454","null","null","1722","null","603","null","495","243","null","null","10789","1099","null","null","8553","906","null","null","1983","521","null","null","253","null","194","null","59","null","85","null","9347","1044","null","null","1270","525","null","null","21","36","null","null","122","null","123","null","1127","null","504","null","1173","431","null","null","590","null","309","null","304","null","265","null","279","197","null","null","1364","447","null","null","1202","null","440","null","162","null","124","null","0","null","175","null","2152","554","null","null","2134","557","null","null","18","null","31","null","0","175","null","null","3354","null","702","null","3354","702","null","null","0","175","null","null","0","null","175","null","34","null","40","null",
"0500000US26091","Lenawee County, Michigan","28848","null","1419","null","16870","1384","null","null","730","366","null","null","0","175","null","null","0","175","null","null","730","366","null","null","1957","662","null","null","48","null","78","null","334","212","null","null","1575","631","null","null","1884","489","null","null","212","null","142","null","912","null","405","null","760","276","null","null","3718","789","null","null","1718","539","null","null","1544","null","584","null","456","286","null","null","8572","1181","null","null","6890","1129","null","null","1267","426","null","null","415","null","359","null","9","null","15","null","11978","1171","null","null","1234","452","null","null","194","258","null","null","310","null","250","null","730","null","356","null","2336","656","null","null","1617","null","572","null","417","null","197","null","302","222","null","null","2609","827","null","null","2352","null","807","null","206","null","150","null","51","null","67","null","2374","594","null","null","2265","585","null","null","109","null","106","null","0","175","null","null","3348","null","655","null","3337","654","null","null","11","17","null","null","0","null","175","null","77","null","81","null",
"0500000US26093","Livingston County, Michigan","62508","null","1617","null","44158","1749","null","null","683","260","null","null","43","73","null","null","0","175","null","null","640","265","null","null","2681","679","null","null","0","null","175","null","344","224","null","null","2337","643","null","null","3112","773","null","null","128","null","100","null","762","null","396","null","2222","610","null","null","6965","983","null","null","1215","436","null","null","2583","null","675","null","3167","716","null","null","30654","1671","null","null","22479","1598","null","null","7083","933","null","null","1092","null","556","null","63","null","76","null","18350","1469","null","null","1667","535","null","null","86","101","null","null","473","null","308","null","1108","null","403","null","2233","498","null","null","839","null","351","null","752","null","275","null","642","311","null","null","2319","604","null","null","1698","null","489","null","621","null","399","null","0","null","175","null","3625","696","null","null","3163","691","null","null","403","null","249","null","59","99","null","null","8242","null","1054","null","8116","1005","null","null","126","205","null","null","0","null","175","null","264","null","195","null",
"0500000US26099","Macomb County, Michigan","260793","null","4711","null","167676","5102","null","null","6611","1295","null","null","0","175","null","null","0","175","null","null","6611","1295","null","null","13486","2052","null","null","288","null","185","null","804","327","null","null","12394","1967","null","null","15715","1862","null","null","1268","null","476","null","4530","null","861","null","9917","1689","null","null","31417","2489","null","null","8852","1184","null","null","15359","null","1531","null","7206","1633","null","null","99832","4707","null","null","74839","3955","null","null","20934","1993","null","null","4059","null","1082","null","615","null","311","null","93117","3984","null","null","10969","1542","null","null","324","178","null","null","1976","null","659","null","8669","null","1450","null","14725","1846","null","null","5711","null","970","null","6351","null","1405","null","2663","698","null","null","14707","1865","null","null","11609","null","1618","null","2517","null","671","null","581","null","469","null","19625","2004","null","null","18560","1848","null","null","808","null","495","null","257","287","null","null","32131","null","2522","null","32089","2522","null","null","42","70","null","null","0","null","175","null","960","null","350","null",
"0500000US26103","Marquette County, Michigan","20142","null","1017","null","10552","944","null","null","671","339","null","null","0","175","null","null","0","175","null","null","671","339","null","null","695","267","null","null","49","null","81","null","178","132","null","null","468","230","null","null","1321","372","null","null","349","null","215","null","296","null","162","null","676","271","null","null","2518","656","null","null","1209","479","null","null","1001","null","524","null","308","190","null","null","5320","791","null","null","4075","746","null","null","1100","366","null","null","145","null","98","null","27","null","34","null","9590","1002","null","null","1001","414","null","null","113","91","null","null","395","null","307","null","493","null","231","null","1276","449","null","null","843","null","311","null","164","null","116","null","269","300","null","null","1677","536","null","null","1506","null","521","null","171","null","161","null","0","null","175","null","2495","689","null","null","2495","689","null","null","0","null","175","null","0","175","null","null","3141","null","571","null","3141","571","null","null","0","175","null","null","0","null","175","null","0","null","175","null",
"0500000US26111","Midland County, Michigan","27890","null","1107","null","16121","1206","null","null","805","305","null","null","0","175","null","null","0","175","null","null","805","305","null","null","1118","449","null","null","0","null","175","null","106","134","null","null","1012","440","null","null","1659","520","null","null","74","null","99","null","1028","null","439","null","557","252","null","null","2699","711","null","null","1503","571","null","null","874","null","395","null","322","265","null","null","9840","1071","null","null","8067","1028","null","null","1671","625","null","null","102","null","142","null","0","null","175","null","11769","939","null","null","1340","482","null","null","125","108","null","null","132","null","106","null","1083","null","478","null","1732","623","null","null","1279","null","552","null","386","null","240","null","67","61","null","null","1885","562","null","null","1704","null","552","null","160","null","153","null","21","null","37","null","1724","446","null","null","1687","432","null","null","37","null","47","null","0","175","null","null","4866","null","871","null","4793","855","null","null","73","125","null","null","0","null","175","null","222","null","180","null",
"0500000US26115","Monroe County, Michigan","47513","null","1774","null","29824","1832","null","null","1522","651","null","null","0","175","null","null","0","175","null","null","1522","651","null","null","2014","608","null","null","19","null","28","null","457","332","null","null","1538","532","null","null","2035","520","null","null","169","null","145","null","824","null","366","null","1042","354","null","null","6317","1188","null","null","2784","886","null","null","2227","null","630","null","1306","501","null","null","17858","1728","null","null","14443","1598","null","null","3144","725","null","null","271","null","237","null","78","null","93","null","17689","1440","null","null","1624","641","null","null","97","84","null","null","355","null","198","null","1172","null","588","null","3805","957","null","null","1713","null","638","null","1491","null","731","null","601","323","null","null","2742","703","null","null","2295","null","679","null","447","null","270","null","0","null","175","null","3617","846","null","null","3528","836","null","null","89","null","115","null","0","175","null","null","5688","null","903","null","5688","903","null","null","0","175","null","null","0","null","175","null","213","null","253","null",
"0500000US26121","Muskegon County, Michigan","49079","null","2198","null","28732","1895","null","null","996","410","null","null","0","175","null","null","0","175","null","null","996","410","null","null","3245","813","null","null","123","null","125","null","518","239","null","null","2604","753","null","null","4171","909","null","null","1111","null","461","null","1669","null","581","null","1391","445","null","null","6409","1109","null","null","3315","899","null","null","2466","null","619","null","628","349","null","null","13911","1594","null","null","11563","1675","null","null","2060","817","null","null","288","null","205","null","0","null","175","null","20347","1717","null","null","3769","951","null","null","599","296","null","null","562","null","302","null","2608","null","882","null","4625","951","null","null","2880","null","808","null","1320","null","606","null","425","344","null","null","3031","848","null","null","2982","null","854","null","49","null","79","null","0","null","175","null","3707","885","null","null","3707","885","null","null","0","null","175","null","0","175","null","null","5042","null","839","null","5042","839","null","null","0","175","null","null","0","null","175","null","173","null","114","null",
"0500000US26125","Oakland County, Michigan","364316","null","5920","null","243768","5353","null","null","7357","1298","null","null","51","83","null","null","0","175","null","null","7306","1311","null","null","14391","2055","null","null","154","null","253","null","849","349","null","null","13388","2058","null","null","15248","1708","null","null","1388","null","525","null","4319","null","1055","null","9541","1338","null","null","33276","2558","null","null","7657","1358","null","null","14557","null","1767","null","11062","1689","null","null","173159","4403","null","null","127526","4362","null","null","34496","2411","null","null","11137","null","1524","null","337","null","280","null","120548","3711","null","null","11332","1636","null","null","713","339","null","null","1478","null","477","null","9141","null","1540","null","15015","1671","null","null","5538","null","1159","null","5095","null","1058","null","4382","880","null","null","14021","1654","null","null","9963","null","1443","null","3110","null","793","null","948","null","454","null","20250","1770","null","null","17642","1655","null","null","2006","null","659","null","602","256","null","null","58949","null","2635","null","57787","2691","null","null","1117","556","null","null","45","null","74","null","981","null","393","null",
