"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002M","B25101_002MA","B25101_002EA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004M","B25101_004MA","B25101_004EA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006M","B25101_006MA","B25101_006EA","B25101_007E","B25101_007M","B25101_007MA","B25101_007EA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012EA","B25101_012M","B25101_012MA","B25101_013E","B25101_013EA","B25101_013M","B25101_013MA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015M","B25101_015MA","B25101_015EA","B25101_016E","B25101_016M","B25101_016MA","B25101_016EA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018M","B25101_018MA","B25101_018EA","B25101_019E","B25101_019M","B25101_019MA","B25101_019EA","B25101_020E","B25101_020M","B25101_020MA","B25101_020EA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022EA","B25101_022M","B25101_022MA","B25101_023E","B25101_023EA","B25101_023M","B25101_023MA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025M","B25101_025MA","B25101_025EA","B25101_026E","B25101_026M","B25101_026MA","B25101_026EA","B25101_027E","B25101_027EA","B25101_027M","B25101_027MA","B25101_028E","B25101_028EA","B25101_028M","B25101_028MA","B25101_029E","B25101_029M","B25101_029MA","B25101_029EA","B25101_030E","B25101_030EA","B25101_030M","B25101_030MA","B25101_031E","B25101_031EA","B25101_031M","B25101_031MA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035EA","B25101_035M","B25101_035MA","B25101_036E","B25101_036EA","B25101_036M","B25101_036MA","B25101_037E","B25101_037M","B25101_037MA","B25101_037EA","B25101_038E","B25101_038M","B25101_038MA","B25101_038EA","B25101_039E","B25101_039EA","B25101_039M","B25101_039MA","B25101_040E","B25101_040M","B25101_040MA","B25101_040EA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042M","B25101_042MA","B25101_042EA","B25101_043E","B25101_043M","B25101_043MA","B25101_043EA","B25101_044E","B25101_044EA","B25101_044M","B25101_044MA","B25101_045E","B25101_045EA","B25101_045M","B25101_045MA",
"0500000US06061","Placer County, California","106512","null","2657","null","75823","2839","null","null","1968","586","null","null","0","216","null","null","0","216","null","null","1968","586","null","null","2670","886","null","null","0","null","216","null","690","524","null","null","1980","684","null","null","2996","832","null","null","0","null","216","null","409","null","265","null","2587","838","null","null","7095","1275","null","null","225","172","null","null","1667","null","651","null","5203","1131","null","null","60867","2968","null","null","30565","2564","null","null","20183","2366","null","null","10119","null","1390","null","227","null","204","null","30689","2266","null","null","3011","1146","null","null","82","106","null","null","495","null","275","null","2434","null","1072","null","4125","834","null","null","936","null","342","null","1423","null","559","null","1766","550","null","null","4254","1180","null","null","2054","null","816","null","1657","null","752","null","543","null","456","null","5019","1025","null","null","4000","928","null","null","905","null","454","null","114","175","null","null","14183","null","1682","null","14100","1668","null","null","49","81","null","null","34","null","57","null","97","null","112","null",
"0500000US06065","Riverside County, California","493233","null","8649","null","345517","8411","null","null","15940","2570","null","null","0","216","null","null","0","216","null","null","15940","2570","null","null","19037","2135","null","null","246","null","216","null","1027","541","null","null","17764","2096","null","null","26403","2886","null","null","665","null","359","null","3392","null","993","null","22346","2540","null","null","56883","4678","null","null","5511","1284","null","null","14857","null","1934","null","36515","3933","null","null","224393","6876","null","null","110772","5485","null","null","78148","4146","null","null","35473","null","3211","null","2861","null","1061","null","147716","5684","null","null","21796","2180","null","null","2901","1053","null","null","2252","null","728","null","16643","null","2030","null","21911","2603","null","null","9006","null","1618","null","6460","null","1235","null","6445","1299","null","null","20258","2241","null","null","13675","null","1764","null","4639","null","1272","null","1944","null","670","null","24371","2204","null","null","21927","2015","null","null","1713","null","551","null","731","527","null","null","57211","null","3757","null","56393","3694","null","null","804","362","null","null","14","null","23","null","2169","null","724","null",
"0500000US06067","Sacramento County, California","316102","null","6618","null","223599","6161","null","null","8227","1713","null","null","0","216","null","null","164","190","null","null","8063","1714","null","null","11094","1553","null","null","79","null","93","null","509","376","null","null","10506","1523","null","null","16175","1996","null","null","644","null","438","null","2021","null","610","null","13510","1909","null","null","33035","3318","null","null","2788","943","null","null","10153","null","1762","null","20094","2197","null","null","154333","6104","null","null","81003","4572","null","null","53196","3404","null","null","20134","null","2045","null","735","null","502","null","92503","4373","null","null","9149","1331","null","null","1182","482","null","null","1198","null","405","null","6769","null","1231","null","12923","1849","null","null","5799","null","1257","null","4120","null","1165","null","3004","802","null","null","9756","1626","null","null","7691","null","1426","null","1909","null","641","null","156","null","135","null","16144","1587","null","null","14643","1605","null","null","1440","null","507","null","61","70","null","null","43457","null","2894","null","43190","2876","null","null","267","223","null","null","0","null","216","null","1074","null","624","null",
"0500000US06071","San Bernardino County, California","388079","null","7372","null","279020","7265","null","null","10415","1902","null","null","0","216","null","null","93","111","null","null","10322","1879","null","null","19619","2250","null","null","516","null","287","null","880","577","null","null","18223","2131","null","null","22934","2080","null","null","1439","null","735","null","3695","null","776","null","17800","1944","null","null","44674","3802","null","null","4864","1262","null","null","13479","null","2027","null","26331","2886","null","null","180728","6569","null","null","91144","5947","null","null","59780","4468","null","null","29804","null","3203","null","650","null","427","null","109059","4269","null","null","14422","1999","null","null","2051","746","null","null","2144","null","800","null","10227","null","1660","null","15394","1719","null","null","6875","null","1365","null","4522","null","1146","null","3997","1029","null","null","16279","2063","null","null","13378","null","1756","null","2070","null","832","null","831","null","465","null","21111","2272","null","null","19636","2111","null","null","1392","null","642","null","83","100","null","null","40730","null","2765","null","40682","2762","null","null","48","80","null","null","0","null","216","null","1123","null","414","null",
"0500000US06073","San Diego County, California","609641","null","7510","null","427512","7036","null","null","14380","1833","null","null","120","145","null","null","0","216","null","null","14260","1824","null","null","17675","2552","null","null","196","null","200","null","443","267","null","null","17036","2551","null","null","20731","2433","null","null","302","null","216","null","891","null","349","null","19538","2366","null","null","49707","3868","null","null","3653","1135","null","null","8573","null","1527","null","37481","3405","null","null","322818","7055","null","null","128705","5890","null","null","117081","5516","null","null","77032","null","4906","null","2201","null","952","null","182129","4912","null","null","17270","1968","null","null","1699","723","null","null","2342","null","737","null","13229","null","1678","null","21198","2581","null","null","8049","null","1585","null","4877","null","1011","null","8272","1490","null","null","22261","2390","null","null","15172","null","1836","null","5005","null","1258","null","2084","null","688","null","26577","2443","null","null","21418","2315","null","null","4028","null","944","null","1131","446","null","null","92164","null","4046","null","89296","4018","null","null","2085","892","null","null","783","null","587","null","2659","null","860","null",
"0500000US06075","San Francisco County, California","135852","null","4620","null","88260","3829","null","null","2114","719","null","null","0","216","null","null","70","116","null","null","2044","685","null","null","2236","795","null","null","0","null","216","null","0","216","null","null","2236","795","null","null","3071","1120","null","null","347","null","517","null","201","null","230","null","2523","971","null","null","7452","1501","null","null","387","228","null","null","531","null","378","null","6534","1361","null","null","72989","3285","null","null","33258","2529","null","null","20276","2283","null","null","19455","null","2387","null","398","null","252","null","47592","2863","null","null","4339","1118","null","null","450","265","null","null","454","null","365","null","3435","null","1018","null","3528","996","null","null","1230","null","577","null","868","null","427","null","1430","742","null","null","4005","1200","null","null","1777","null","656","null","1130","null","614","null","1098","null","733","null","5939","1093","null","null","5119","1023","null","null","491","null","279","null","329","241","null","null","29017","null","2454","null","27482","2465","null","null","1325","687","null","null","210","null","256","null","764","null","566","null",
"0500000US06077","San Joaquin County, California","134428","null","4292","null","95350","4197","null","null","3691","978","null","null","0","216","null","null","29","48","null","null","3662","982","null","null","5837","1436","null","null","48","null","79","null","35","58","null","null","5754","1434","null","null","7612","1694","null","null","281","null","301","null","1177","null","503","null","6154","1508","null","null","15261","2248","null","null","1742","570","null","null","5295","null","1500","null","8224","1510","null","null","62577","3503","null","null","31914","2985","null","null","21691","2588","null","null","8972","null","1418","null","372","null","329","null","39078","2705","null","null","4612","1122","null","null","205","161","null","null","999","null","667","null","3408","null","1038","null","5509","1111","null","null","2844","null","772","null","1207","null","538","null","1458","545","null","null","3834","918","null","null","2568","null","566","null","808","null","521","null","458","null","449","null","8748","1219","null","null","7733","1231","null","null","800","null","373","null","215","179","null","null","15586","null","1494","null","15452","1485","null","null","134","140","null","null","0","null","216","null","789","null","432","null",
"0500000US06079","San Luis Obispo County, California","66483","null","2579","null","40243","2533","null","null","1775","824","null","null","39","67","null","null","0","216","null","null","1736","814","null","null","1604","547","null","null","0","null","216","null","169","205","null","null","1435","507","null","null","2794","750","null","null","43","null","71","null","188","null","217","null","2563","706","null","null","5601","1197","null","null","103","124","null","null","1184","null","439","null","4314","1086","null","null","28323","2483","null","null","12017","1544","null","null","9973","1736","null","null","6333","null","1260","null","146","null","172","null","26240","2212","null","null","2601","976","null","null","579","531","null","null","203","null","208","null","1819","null","702","null","5015","1243","null","null","1532","null","538","null","1463","null","597","null","2020","926","null","null","3053","1043","null","null","1805","null","895","null","1071","null","549","null","177","null","178","null","3798","1031","null","null","3285","980","null","null","431","null","344","null","82","95","null","null","11554","null","1469","null","11299","1484","null","null","255","249","null","null","0","null","216","null","219","null","216","null",
"0500000US06081","San Mateo County, California","157016","null","4246","null","104942","4282","null","null","1957","623","null","null","0","216","null","null","0","216","null","null","1957","623","null","null","2475","735","null","null","70","null","89","null","25","41","null","null","2380","729","null","null","3049","891","null","null","116","null","153","null","163","null","139","null","2770","839","null","null","6516","1486","null","null","510","518","null","null","289","null","196","null","5717","1373","null","null","90600","3705","null","null","41850","2674","null","null","27078","2422","null","null","21672","null","1938","null","345","null","320","null","52074","3327","null","null","4027","989","null","null","212","208","null","null","549","null","417","null","3266","null","864","null","3709","866","null","null","766","null","363","null","852","null","400","null","2091","734","null","null","3913","865","null","null","2039","null","649","null","881","null","406","null","993","null","406","null","7444","1443","null","null","5944","1201","null","null","1017","null","613","null","483","452","null","null","32309","null","2481","null","30970","2465","null","null","1124","555","null","null","215","null","198","null","672","null","423","null",
"0500000US06083","Santa Barbara County, California","76433","null","2826","null","48171","2554","null","null","1547","663","null","null","53","92","null","null","0","216","null","null","1494","658","null","null","2055","872","null","null","0","null","216","null","41","68","null","null","2014","869","null","null","1899","727","null","null","48","null","64","null","430","null","426","null","1421","482","null","null","6316","1610","null","null","612","263","null","null","1873","null","942","null","3831","1227","null","null","36070","2593","null","null","16009","1879","null","null","11446","1526","null","null","8615","null","1385","null","284","null","270","null","28262","1849","null","null","3701","1065","null","null","169","147","null","null","327","null","203","null","3205","null","1056","null","2496","799","null","null","856","null","389","null","766","null","511","null","874","401","null","null","3788","977","null","null","2114","null","686","null","1121","null","657","null","553","null","354","null","4494","1135","null","null","3610","916","null","null","811","null","501","null","73","104","null","null","13433","null","1452","null","13050","1437","null","null","204","154","null","null","179","null","155","null","350","null","207","null",
