"Label (Grouping)","HOUSEHOLDS BY TYPE","HOUSEHOLDS BY TYPE!!Total households","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)","HOUSEHOLDS BY TYPE!!Total households!!Family households (families)!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family","HOUSEHOLDS BY TYPE!!Total households!!Married-couple family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no wife present, family","HOUSEHOLDS BY TYPE!!Total households!!Male householder, no wife present, family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no husband present, family","HOUSEHOLDS BY TYPE!!Total households!!Female householder, no husband present, family!!With own children of the householder under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone","HOUSEHOLDS BY TYPE!!Total households!!Nonfamily households!!Householder living alone!!65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people under 18 years","HOUSEHOLDS BY TYPE!!Total households!!Households with one or more people 65 years and over","HOUSEHOLDS BY TYPE!!Total households!!Average household size","HOUSEHOLDS BY TYPE!!Total households!!Average family size","RELATIONSHIP","RELATIONSHIP!!Population in households","RELATIONSHIP!!Population in households!!Householder","RELATIONSHIP!!Population in households!!Spouse","RELATIONSHIP!!Population in households!!Child","RELATIONSHIP!!Population in households!!Other relatives","RELATIONSHIP!!Population in households!!Nonrelatives","RELATIONSHIP!!Population in households!!Nonrelatives!!Unmarried partner","MARITAL STATUS","MARITAL STATUS!!Males 15 years and over","MARITAL STATUS!!Males 15 years and over!!Never married","MARITAL STATUS!!Males 15 years and over!!Now married, except separated","MARITAL STATUS!!Males 15 years and over!!Separated","MARITAL STATUS!!Males 15 years and over!!Widowed","MARITAL STATUS!!Males 15 years and over!!Divorced","MARITAL STATUS!!Females 15 years and over","MARITAL STATUS!!Females 15 years and over!!Never married","MARITAL STATUS!!Females 15 years and over!!Now married, except separated","MARITAL STATUS!!Females 15 years and over!!Separated","MARITAL STATUS!!Females 15 years and over!!Widowed","MARITAL STATUS!!Females 15 years and over!!Divorced","FERTILITY","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 50 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 15 to 19 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 20 to 34 years old","FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months!!Per 1,000 women 35 to 50 years old","GRANDPARENTS","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Grandparents responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!Less than 1 year","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!1 or 2 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!3 or 4 years","GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years!!Years responsible for grandchildren!!5 or more years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are female","GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years!!Who are married","SCHOOL ENROLLMENT","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Kindergarten","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades 1-8)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)","SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school","EDUCATIONAL ATTAINMENT","EDUCATIONAL ATTAINMENT!!Population 25 years and over","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","VETERAN STATUS","VETERAN STATUS!!Civilian population 18 years and over","VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Total Civilian Noninstitutionalized Population!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!Under 18 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!18 to 64 years!!With a disability","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over","DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION!!65 years and over!!With a disability","RESIDENCE 1 YEAR AGO","RESIDENCE 1 YEAR AGO!!Population 1 year and over","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Same county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Same state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in the U.S.!!Different county!!Different state","RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Abroad","PLACE OF BIRTH","PLACE OF BIRTH!!Total population","PLACE OF BIRTH!!Total population!!Native","PLACE OF BIRTH!!Total population!!Native!!Born in United States","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!State of residence","PLACE OF BIRTH!!Total population!!Native!!Born in United States!!Different state","PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","PLACE OF BIRTH!!Total population!!Foreign born","U.S. CITIZENSHIP STATUS","U.S. CITIZENSHIP STATUS!!Foreign-born population","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen","U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen","YEAR OF ENTRY","YEAR OF ENTRY!!Population born outside the United States","YEAR OF ENTRY!!Population born outside the United States!!Native","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Native!!Entered before 2010","YEAR OF ENTRY!!Population born outside the United States!!Foreign born","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered 2010 or later","YEAR OF ENTRY!!Population born outside the United States!!Foreign born!!Entered before 2010","WORLD REGION OF BIRTH OF FOREIGN BORN","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America","WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America","LANGUAGE SPOKEN AT HOME","LANGUAGE SPOKEN AT HOME!!Population 5 years and over","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages","LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""","ANCESTRY","ANCESTRY!!Total population","ANCESTRY!!Total population!!American","ANCESTRY!!Total population!!Arab","ANCESTRY!!Total population!!Czech","ANCESTRY!!Total population!!Danish","ANCESTRY!!Total population!!Dutch","ANCESTRY!!Total population!!English","ANCESTRY!!Total population!!French (except Basque)","ANCESTRY!!Total population!!French Canadian","ANCESTRY!!Total population!!German","ANCESTRY!!Total population!!Greek","ANCESTRY!!Total population!!Hungarian","ANCESTRY!!Total population!!Irish","ANCESTRY!!Total population!!Italian","ANCESTRY!!Total population!!Lithuanian","ANCESTRY!!Total population!!Norwegian","ANCESTRY!!Total population!!Polish","ANCESTRY!!Total population!!Portuguese","ANCESTRY!!Total population!!Russian","ANCESTRY!!Total population!!Scotch-Irish","ANCESTRY!!Total population!!Scottish","ANCESTRY!!Total population!!Slovak","ANCESTRY!!Total population!!Subsaharan African","ANCESTRY!!Total population!!Swedish","ANCESTRY!!Total population!!Swiss","ANCESTRY!!Total population!!Ukrainian","ANCESTRY!!Total population!!Welsh","ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups)","COMPUTERS AND INTERNET USE","COMPUTERS AND INTERNET USE!!Total households","COMPUTERS AND INTERNET USE!!Total households!!With a computer","COMPUTERS AND INTERNET USE!!Total households!!With a broadband Internet subscription"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,070,931","3,235,257","1,254,628","2,411,269","839,255","236,332","114,505","587,656","300,868","1,835,674","1,515,091","650,681","1,392,454","1,646,252","2.44","3.04","","12,385,066","5,070,931","2,410,066","3,522,766","679,869","701,434","336,554","","5,157,057","1,906,008","2,559,112","92,292","153,143","446,502","5,465,597","1,669,777","2,549,864","123,777","541,270","580,909","","147,829","51,111","31","51","12","89","27","","226,342","81,392","","15,443","16,787","12,312","36,850","81,392","53,239","53,076","","2,926,454","183,161","137,877","1,182,706","614,858","807,852","","8,994,627","279,306","532,792","3,113,998","1,432,404","773,645","1,723,226","1,139,256","8,182,529","2,862,482","","10,153,364","745,909","","12,604,311","1,774,575","2,639,097","141,907","7,711,169","885,157","2,254,045","747,511","","12,674,699","11,119,060","1,493,374","878,079","615,295","361,775","253,520","62,265","","12,807,060","11,884,475","11,632,779","9,184,908","2,447,871","251,696","922,585","","922,585","496,501","426,084","","1,174,281","251,696","64,653","187,043","922,585","279,747","642,838","","922,561","170,130","357,601","84,474","4,470","289,975","15,911","","12,106,644","10,660,493","1,446,151","529,008","633,342","248,401","461,013","139,203","259,807","115,929","91,989","25,475","","12,807,060","582,073","74,300","43,897","16,401","163,170","868,685","197,122","28,682","2,872,674","63,259","120,702","1,952,769","1,422,846","62,273","42,446","782,317","20,610","159,589","145,470","183,925","177,147","129,978","97,477","67,824","115,527","150,087","81,700","","5,070,931","4,543,748","4,262,463"
"    Percent","","5,070,931","63.8%","24.7%","47.6%","16.6%","4.7%","2.3%","11.6%","5.9%","36.2%","29.9%","12.8%","27.5%","32.5%","(X)","(X)","","12,385,066","40.9%","19.5%","28.4%","5.5%","5.7%","2.7%","","5,157,057","37.0%","49.6%","1.8%","3.0%","8.7%","5,465,597","30.6%","46.7%","2.3%","9.9%","10.6%","","147,829","34.6%","(X)","(X)","(X)","(X)","(X)","","226,342","36.0%","","6.8%","7.4%","5.4%","16.3%","81,392","65.4%","65.2%","","2,926,454","6.3%","4.7%","40.4%","21.0%","27.6%","","8,994,627","3.1%","5.9%","34.6%","15.9%","8.6%","19.2%","12.7%","91.0%","31.8%","","10,153,364","7.3%","","12,604,311","14.1%","2,639,097","5.4%","7,711,169","11.5%","2,254,045","33.2%","","12,674,699","87.7%","11.8%","6.9%","4.9%","2.9%","2.0%","0.5%","","12,807,060","92.8%","90.8%","71.7%","19.1%","2.0%","7.2%","","922,585","53.8%","46.2%","","1,174,281","251,696","25.7%","74.3%","922,585","30.3%","69.7%","","922,561","18.4%","38.8%","9.2%","0.5%","31.4%","1.7%","","12,106,644","88.1%","11.9%","4.4%","5.2%","2.1%","3.8%","1.1%","2.1%","1.0%","0.8%","0.2%","","12,807,060","4.5%","0.6%","0.3%","0.1%","1.3%","6.8%","1.5%","0.2%","22.4%","0.5%","0.9%","15.2%","11.1%","0.5%","0.3%","6.1%","0.2%","1.2%","1.1%","1.4%","1.4%","1.0%","0.8%","0.5%","0.9%","1.2%","0.6%","","5,070,931","89.6%","84.1%"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","406,573","247,476","99,772","174,713","63,545","19,732","8,693","53,031","27,534","159,097","128,183","54,937","111,018","129,873","2.50","3.19","","1,016,084","406,573","174,698","301,841","65,687","67,285","31,667","","429,374","184,309","187,731","4,956","11,857","40,521","461,477","165,824","188,734","7,383","43,622","55,914","","10,910","3,960","25","43","14","64","32","","20,054","6,147","","1,589","428","1,562","2,568","6,147","3,468","4,007","","245,923","13,178","10,749","88,976","49,786","83,234","","740,695","34,642","45,944","210,606","133,241","61,601","147,507","107,154","660,109","254,661","","849,373","54,848","","1,041,309","146,857","203,716","9,035","662,159","80,903","175,434","56,919","","1,047,975","928,114","111,366","59,701","51,665","18,824","32,841","8,495","","1,057,315","918,252","891,640","618,234","273,406","26,612","139,063","","139,063","84,365","54,698","","165,675","26,612","5,660","20,952","139,063","33,917","105,146","","139,063","26,058","28,909","17,841","217","63,702","2,336","","1,002,885","784,840","218,045","84,572","122,953","53,598","63,950","18,736","22,192","9,482","8,950","2,756","","1,057,315","35,649","8,560","792","1,420","3,655","108,096","93,384","52,885","43,910","7,694","984","184,447","159,387","3,583","4,288","37,401","80,833","7,751","4,822","16,843","251","34,456","15,761","1,093","2,394","2,584","9,317","","406,573","364,521","346,878"
"    Percent","","406,573","60.9%","24.5%","43.0%","15.6%","4.9%","2.1%","13.0%","6.8%","39.1%","31.5%","13.5%","27.3%","31.9%","(X)","(X)","","1,016,084","40.0%","17.2%","29.7%","6.5%","6.6%","3.1%","","429,374","42.9%","43.7%","1.2%","2.8%","9.4%","461,477","35.9%","40.9%","1.6%","9.5%","12.1%","","10,910","36.3%","(X)","(X)","(X)","(X)","(X)","","20,054","30.7%","","7.9%","2.1%","7.8%","12.8%","6,147","56.4%","65.2%","","245,923","5.4%","4.4%","36.2%","20.2%","33.8%","","740,695","4.7%","6.2%","28.4%","18.0%","8.3%","19.9%","14.5%","89.1%","34.4%","","849,373","6.5%","","1,041,309","14.1%","203,716","4.4%","662,159","12.2%","175,434","32.4%","","1,047,975","88.6%","10.6%","5.7%","4.9%","1.8%","3.1%","0.8%","","1,057,315","86.8%","84.3%","58.5%","25.9%","2.5%","13.2%","","139,063","60.7%","39.3%","","165,675","26,612","21.3%","78.7%","139,063","24.4%","75.6%","","139,063","18.7%","20.8%","12.8%","0.2%","45.8%","1.7%","","1,002,885","78.3%","21.7%","8.4%","12.3%","5.3%","6.4%","1.9%","2.2%","0.9%","0.9%","0.3%","","1,057,315","3.4%","0.8%","0.1%","0.1%","0.3%","10.2%","8.8%","5.0%","4.2%","0.7%","0.1%","17.4%","15.1%","0.3%","0.4%","3.5%","7.6%","0.7%","0.5%","1.6%","0.0%","3.3%","1.5%","0.1%","0.2%","0.2%","0.9%","","406,573","89.7%","85.3%"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,927,991","1,258,273","479,098","895,552","303,018","86,972","40,116","275,749","135,964","669,718","558,826","222,484","552,438","623,812","2.57","3.18","","4,948,304","1,927,991","897,047","1,456,970","391,944","274,352","107,010","","1,997,791","713,840","969,420","50,113","62,994","201,424","2,167,842","658,472","963,074","61,646","218,956","265,694","","63,951","29,241","43","55","16","94","29","","123,454","52,135","","7,889","12,082","8,619","23,545","52,135","34,093","35,236","","1,202,171","64,310","67,210","504,239","255,586","310,826","","3,492,355","125,417","278,074","1,043,630","701,181","354,718","627,144","362,191","3,088,864","989,335","","3,948,709","363,194","","4,990,240","717,104","1,102,091","47,942","3,006,493","366,373","881,656","302,789","","5,029,034","4,309,043","697,658","355,003","342,655","156,150","186,505","22,333","","5,084,127","4,827,362","4,768,638","2,826,683","1,941,955","58,724","256,765","","256,765","111,188","145,577","","315,489","58,724","13,421","45,303","256,765","74,145","182,620","","256,765","48,247","64,016","7,743","1,033","126,041","9,685","","4,796,771","4,443,394","353,377","125,567","222,917","85,865","70,539","16,768","48,508","21,513","11,413","1,421","","5,084,127","542,911","9,833","7,341","5,535","38,191","386,782","80,818","17,231","460,058","12,515","11,239","406,027","162,479","4,643","22,217","73,627","11,243","18,880","103,617","109,436","5,089","64,799","23,705","9,293","9,275","25,356","13,394","","1,927,991","1,740,348","1,571,282"
"    Percent","","1,927,991","65.3%","24.8%","46.5%","15.7%","4.5%","2.1%","14.3%","7.1%","34.7%","29.0%","11.5%","28.7%","32.4%","(X)","(X)","","4,948,304","39.0%","18.1%","29.4%","7.9%","5.5%","2.2%","","1,997,791","35.7%","48.5%","2.5%","3.2%","10.1%","2,167,842","30.4%","44.4%","2.8%","10.1%","12.3%","","63,951","45.7%","(X)","(X)","(X)","(X)","(X)","","123,454","42.2%","","6.4%","9.8%","7.0%","19.1%","52,135","65.4%","67.6%","","1,202,171","5.3%","5.6%","41.9%","21.3%","25.9%","","3,492,355","3.6%","8.0%","29.9%","20.1%","10.2%","18.0%","10.4%","88.4%","28.3%","","3,948,709","9.2%","","4,990,240","14.4%","1,102,091","4.4%","3,006,493","12.2%","881,656","34.3%","","5,029,034","85.7%","13.9%","7.1%","6.8%","3.1%","3.7%","0.4%","","5,084,127","94.9%","93.8%","55.6%","38.2%","1.2%","5.1%","","256,765","43.3%","56.7%","","315,489","58,724","22.9%","77.1%","256,765","28.9%","71.1%","","256,765","18.8%","24.9%","3.0%","0.4%","49.1%","3.8%","","4,796,771","92.6%","7.4%","2.6%","4.6%","1.8%","1.5%","0.3%","1.0%","0.4%","0.2%","0.0%","","5,084,127","10.7%","0.2%","0.1%","0.1%","0.8%","7.6%","1.6%","0.3%","9.0%","0.2%","0.2%","8.0%","3.2%","0.1%","0.4%","1.4%","0.2%","0.4%","2.0%","2.2%","0.1%","1.3%","0.5%","0.2%","0.2%","0.5%","0.3%","","1,927,991","90.3%","81.5%"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","345,449","219,707","92,618","171,939","63,150","14,829","7,942","32,939","21,526","125,742","100,854","38,909","102,260","99,668","2.46","3.05","","848,192","345,449","171,546","239,505","38,940","52,752","23,301","","350,735","120,494","183,394","2,482","8,093","36,272","350,742","99,751","175,518","5,104","29,648","40,721","","11,346","4,207","40","59","11","103","29","","11,949","6,484","","1,595","1,046","851","2,992","6,484","3,958","4,463","","219,023","17,294","11,547","94,949","45,809","49,424","","582,850","16,315","28,842","180,511","115,946","70,838","117,943","52,455","537,693","170,398","","664,850","54,691","","864,598","104,562","213,322","7,056","511,407","53,828","139,869","43,678","","871,271","740,970","126,952","61,767","65,185","38,410","26,775","3,349","","882,235","847,060","841,655","557,984","283,671","5,405","35,175","","35,175","12,693","22,482","","40,580","5,405","1,224","4,181","35,175","19,064","16,111","","35,175","3,064","12,705","10,273","188","8,376","569","","821,808","765,651","56,157","16,951","16,944","5,554","13,649","3,888","6,792","3,742","18,772","3,767","","882,235","32,041","2,555","19,499","16,804","35,876","51,478","22,689","3,283","308,452","1,401","1,114","85,086","9,881","63","113,975","11,933","790","9,348","6,358","9,247","483","9,840","27,823","2,957","520","4,316","2,160","","345,449","310,007","283,635"
"    Percent","","345,449","63.6%","26.8%","49.8%","18.3%","4.3%","2.3%","9.5%","6.2%","36.4%","29.2%","11.3%","29.6%","28.9%","(X)","(X)","","848,192","40.7%","20.2%","28.2%","4.6%","6.2%","2.7%","","350,735","34.4%","52.3%","0.7%","2.3%","10.3%","350,742","28.4%","50.0%","1.5%","8.5%","11.6%","","11,346","37.1%","(X)","(X)","(X)","(X)","(X)","","11,949","54.3%","","13.3%","8.8%","7.1%","25.0%","6,484","61.0%","68.8%","","219,023","7.9%","5.3%","43.4%","20.9%","22.6%","","582,850","2.8%","4.9%","31.0%","19.9%","12.2%","20.2%","9.0%","92.3%","29.2%","","664,850","8.2%","","864,598","12.1%","213,322","3.3%","511,407","10.5%","139,869","31.2%","","871,271","85.0%","14.6%","7.1%","7.5%","4.4%","3.1%","0.4%","","882,235","96.0%","95.4%","63.2%","32.2%","0.6%","4.0%","","35,175","36.1%","63.9%","","40,580","5,405","22.6%","77.4%","35,175","54.2%","45.8%","","35,175","8.7%","36.1%","29.2%","0.5%","23.8%","1.6%","","821,808","93.2%","6.8%","2.1%","2.1%","0.7%","1.7%","0.5%","0.8%","0.5%","2.3%","0.5%","","882,235","3.6%","0.3%","2.2%","1.9%","4.1%","5.8%","2.6%","0.4%","35.0%","0.2%","0.1%","9.6%","1.1%","0.0%","12.9%","1.4%","0.1%","1.1%","0.7%","1.0%","0.1%","1.1%","3.2%","0.3%","0.1%","0.5%","0.2%","","345,449","89.7%","82.1%"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,603,140","1,708,168","681,517","1,245,738","446,721","127,147","59,275","335,283","175,521","894,972","729,207","280,975","786,301","774,382","2.54","3.13","","6,613,418","2,603,140","1,248,340","1,898,948","485,928","377,062","148,510","","2,661,083","904,920","1,337,540","47,940","75,731","294,952","2,856,551","799,081","1,341,346","70,044","265,531","380,549","","83,897","31,299","36","53","13","92","27","","162,918","80,863","","10,757","18,297","12,708","39,101","80,863","49,223","57,163","","1,583,282","85,901","81,907","671,054","347,930","396,490","","4,640,823","206,601","358,348","1,477,132","975,251","348,066","801,616","473,809","4,075,874","1,275,425","","5,244,775","429,585","","6,667,784","1,028,860","1,507,170","73,380","4,083,965","552,942","1,076,649","402,538","","6,692,936","5,706,212","958,168","528,587","429,581","220,204","209,377","28,556","","6,770,010","6,421,448","6,357,638","4,012,267","2,345,371","63,810","348,562","","348,562","140,557","208,005","","412,372","63,810","14,242","49,568","348,562","109,340","239,222","","348,562","40,813","106,730","38,212","2,374","152,650","7,783","","6,365,571","5,899,662","465,909","182,135","265,195","107,532","79,428","22,255","75,185","33,095","46,101","19,253","","6,770,010","812,301","42,500","7,722","9,397","61,641","560,510","108,183","16,106","595,052","10,750","11,020","608,779","146,407","4,627","29,823","74,248","6,341","18,478","142,879","138,350","3,440","87,491","33,889","10,246","10,826","42,436","10,854","","2,603,140","2,324,030","2,136,269"
"    Percent","","2,603,140","65.6%","26.2%","47.9%","17.2%","4.9%","2.3%","12.9%","6.7%","34.4%","28.0%","10.8%","30.2%","29.7%","(X)","(X)","","6,613,418","39.4%","18.9%","28.7%","7.3%","5.7%","2.2%","","2,661,083","34.0%","50.3%","1.8%","2.8%","11.1%","2,856,551","28.0%","47.0%","2.5%","9.3%","13.3%","","83,897","37.3%","(X)","(X)","(X)","(X)","(X)","","162,918","49.6%","","6.6%","11.2%","7.8%","24.0%","80,863","60.9%","70.7%","","1,583,282","5.4%","5.2%","42.4%","22.0%","25.0%","","4,640,823","4.5%","7.7%","31.8%","21.0%","7.5%","17.3%","10.2%","87.8%","27.5%","","5,244,775","8.2%","","6,667,784","15.4%","1,507,170","4.9%","4,083,965","13.5%","1,076,649","37.4%","","6,692,936","85.3%","14.3%","7.9%","6.4%","3.3%","3.1%","0.4%","","6,770,010","94.9%","93.9%","59.3%","34.6%","0.9%","5.1%","","348,562","40.3%","59.7%","","412,372","63,810","22.3%","77.7%","348,562","31.4%","68.6%","","348,562","11.7%","30.6%","11.0%","0.7%","43.8%","2.2%","","6,365,571","92.7%","7.3%","2.9%","4.2%","1.7%","1.2%","0.3%","1.2%","0.5%","0.7%","0.3%","","6,770,010","12.0%","0.6%","0.1%","0.1%","0.9%","8.3%","1.6%","0.2%","8.8%","0.2%","0.2%","9.0%","2.2%","0.1%","0.4%","1.1%","0.1%","0.3%","2.1%","2.0%","0.1%","1.3%","0.5%","0.2%","0.2%","0.6%","0.2%","","2,603,140","89.3%","82.1%"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
