"Label (Grouping)","Total:","Total:!!With a mortgage:","Total:!!With a mortgage:!!Less than $20,000:","Total:!!With a mortgage:!!Less than $20,000:!!Less than 20 percent","Total:!!With a mortgage:!!Less than $20,000:!!20 to 29 percent","Total:!!With a mortgage:!!Less than $20,000:!!30 percent or more","Total:!!With a mortgage:!!$20,000 to $34,999:","Total:!!With a mortgage:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!30 percent or more","Total:!!With a mortgage:!!$35,000 to $49,999:","Total:!!With a mortgage:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!30 percent or more","Total:!!With a mortgage:!!$50,000 to $74,999:","Total:!!With a mortgage:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!30 percent or more","Total:!!With a mortgage:!!$75,000 or more:","Total:!!With a mortgage:!!$75,000 or more:!!Less than 20 percent","Total:!!With a mortgage:!!$75,000 or more:!!20 to 29 percent","Total:!!With a mortgage:!!$75,000 or more:!!30 percent or more","Total:!!With a mortgage:!!Zero or negative income","Total:!!Not mortgaged:","Total:!!Not mortgaged:!!Less than $20,000:","Total:!!Not mortgaged:!!Less than $20,000:!!Less than 20 percent","Total:!!Not mortgaged:!!Less than $20,000:!!20 to 29 percent","Total:!!Not mortgaged:!!Less than $20,000:!!30 percent or more","Total:!!Not mortgaged:!!$20,000 to $34,999:","Total:!!Not mortgaged:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!30 percent or more","Total:!!Not mortgaged:!!$35,000 to $49,999:","Total:!!Not mortgaged:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!30 percent or more","Total:!!Not mortgaged:!!$50,000 to $74,999:","Total:!!Not mortgaged:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!30 percent or more","Total:!!Not mortgaged:!!$75,000 or more:","Total:!!Not mortgaged:!!$75,000 or more:!!Less than 20 percent","Total:!!Not mortgaged:!!$75,000 or more:!!20 to 29 percent","Total:!!Not mortgaged:!!$75,000 or more:!!30 percent or more","Total:!!Not mortgaged:!!Zero or negative income"
"    Estimate","3,182,232","2,007,439","87,467","214","916","86,337","131,877","3,096","16,227","112,554","186,557","18,161","52,556","115,840","352,198","94,764","130,502","126,932","1,240,164","798,787","338,871","102,506","9,176","1,174,793","148,292","16,484","22,599","109,209","187,415","70,781","59,258","57,376","156,934","104,701","39,105","13,128","211,032","184,420","20,802","5,810","454,236","442,844","9,981","1,411","16,884"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,765,500","1,156,805","60,339","330","935","59,074","108,801","6,203","27,799","74,799","136,144","31,073","58,360","46,711","244,184","124,064","93,897","26,223","601,474","510,517","79,367","11,590","5,863","608,695","92,014","19,712","22,544","49,758","111,276","80,171","22,881","8,224","97,154","88,835","7,121","1,198","117,279","115,284","1,604","391","183,225","183,056","130","39","7,747"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","900,362","554,182","21,479","32","267","21,180","41,118","1,577","8,540","31,001","61,018","10,455","26,260","24,303","115,429","49,015","48,584","17,830","312,859","249,273","53,429","10,157","2,279","346,180","47,756","6,974","11,871","28,911","60,776","35,976","18,145","6,655","55,011","47,682","6,432","897","64,071","62,829","1,107","135","114,913","114,404","440","69","3,653"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","743,508","438,620","14,891","42","243","14,606","32,083","777","6,321","24,985","45,624","7,513","18,609","19,502","89,903","32,008","39,861","18,034","254,190","192,782","51,752","9,656","1,929","304,888","42,168","5,693","9,857","26,618","51,500","27,664","15,166","8,670","46,246","39,156","5,848","1,242","63,856","61,904","1,688","264","97,630","97,237","393","0","3,488"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,146,668","667,936","45,158","112","1,252","43,794","65,792","4,248","15,744","45,800","77,137","13,636","34,255","29,246","135,224","65,030","52,773","17,421","341,590","283,442","49,027","9,121","3,035","478,732","97,442","31,016","23,764","42,662","94,111","71,952","16,672","5,487","74,182","70,263","3,298","621","80,670","79,757","839","74","123,668","123,454","155","59","8,659"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,132,229","596,545","41,878","394","680","40,804","61,217","2,084","11,627","47,506","63,247","11,702","25,118","26,427","108,862","41,188","43,576","24,098","315,634","246,143","58,167","11,324","5,707","535,684","113,535","38,938","24,699","49,898","102,988","83,140","15,699","4,149","74,845","70,290","3,576","979","91,269","90,262","859","148","142,496","141,673","778","45","10,551"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","395,809","243,301","12,475","8","565","11,902","22,869","835","3,222","18,812","25,296","3,346","7,435","14,515","50,172","17,680","21,139","11,353","131,187","93,161","31,037","6,989","1,302","152,508","25,293","3,697","5,437","16,159","29,343","15,842","9,258","4,243","23,454","18,984","4,047","423","28,944","27,620","1,107","217","44,223","43,698","459","66","1,251"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,472,500","1,073,033","39,163","94","41","39,028","50,154","554","3,024","46,576","69,163","3,585","12,487","53,091","147,045","22,336","47,693","77,016","763,385","454,192","235,579","73,614","4,123","399,467","40,604","2,694","5,186","32,724","53,816","19,344","18,923","15,549","48,602","34,466","10,776","3,360","69,493","63,215","5,341","937","182,779","181,314","1,304","161","4,173"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,623,515","1,135,557","34,760","0","102","34,658","50,975","368","2,283","48,324","68,697","2,300","8,431","57,966","142,394","14,235","41,289","86,870","834,857","467,301","262,485","105,071","3,874","487,958","51,556","1,875","3,695","45,986","67,220","11,034","22,015","34,171","61,947","28,765","23,030","10,152","76,653","58,078","13,533","5,042","225,691","218,769","4,888","2,034","4,891"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,803,372","1,688,608","83,863","305","1,592","81,966","150,088","5,599","27,941","116,548","193,727","29,160","76,669","87,898","331,261","133,044","136,252","61,965","922,085","723,315","163,451","35,319","7,584","1,114,764","165,588","19,269","33,865","112,454","208,809","114,679","64,533","29,597","182,868","157,579","21,748","3,541","213,687","205,597","6,687","1,403","325,389","322,848","2,174","367","18,423"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,547,594","1,038,893","32,329","40","203","32,086","61,009","1,811","9,463","49,735","88,227","9,030","25,554","53,643","187,138","47,857","83,185","56,096","667,410","473,164","160,264","33,982","2,780","508,701","56,458","7,042","11,718","37,698","74,687","37,976","24,584","12,127","75,581","64,145","9,286","2,150","101,476","96,741","3,825","910","195,910","194,570","1,121","219","4,589"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","748,055","367,369","32,127","269","984","30,874","40,065","1,719","10,161","28,185","46,776","8,319","20,694","17,763","77,208","35,028","31,167","11,013","169,081","136,115","27,499","5,467","2,112","380,686","84,226","27,478","19,949","36,799","76,731","60,414","12,268","4,049","56,948","54,430","2,473","45","65,170","64,135","901","134","89,980","89,870","110","0","7,631"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,596,870","988,869","50,610","177","1,257","49,176","84,769","3,110","15,867","65,792","114,585","20,713","46,684","47,188","202,556","86,084","83,054","33,418","531,897","429,231","85,792","16,874","4,452","608,001","94,096","16,925","25,148","52,023","114,418","75,617","28,337","10,464","99,566","90,234","7,716","1,616","114,501","112,116","2,195","190","177,065","175,949","808","308","8,355"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","292,585","167,138","8,234","0","45","8,189","15,516","377","2,750","12,389","16,822","1,949","5,441","9,432","35,770","9,265","16,073","10,432","89,659","63,039","21,420","5,200","1,137","125,447","20,913","5,211","4,857","10,845","25,264","16,608","6,207","2,449","18,431","15,983","1,575","873","24,147","23,706","441","0","35,418","35,246","172","0","1,274"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","500,086","304,828","10,982","13","119","10,850","20,783","280","2,435","18,068","29,995","3,167","11,179","15,649","62,095","19,583","29,512","13,000","179,942","136,936","36,865","6,141","1,031","195,258","25,323","3,590","5,587","16,146","30,330","16,201","9,668","4,461","31,166","25,332","4,551","1,283","38,938","36,976","1,427","535","67,836","67,194","619","23","1,665"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","619,309","427,386","19,950","63","136","19,751","35,518","479","2,949","32,090","47,404","4,025","12,852","30,527","87,965","19,195","39,046","29,724","234,770","163,549","55,700","15,521","1,779","191,923","26,356","4,575","6,879","14,902","31,478","19,312","8,126","4,040","26,910","23,804","2,546","560","35,295","33,989","879","427","68,379","68,101","234","44","3,505"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","369,037","242,670","6,104","0","0","6,104","12,973","0","439","12,534","16,906","1,075","2,331","13,500","38,831","3,672","15,604","19,555","167,187","96,631","57,141","13,415","669","126,367","12,848","694","787","11,367","19,299","3,347","6,387","9,565","15,325","7,437","5,705","2,183","24,162","18,896","4,436","830","53,562","52,117","1,278","167","1,171"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,053,929","1,375,400","42,415","0","116","42,299","65,442","0","1,913","63,529","78,058","677","5,965","71,416","169,818","9,056","41,109","119,653","1,014,448","486,563","354,083","173,802","5,219","678,529","68,185","2,623","2,597","62,965","91,536","8,564","17,780","65,192","74,298","16,314","30,290","27,694","104,522","60,776","32,340","11,406","333,418","312,564","19,011","1,843","6,570"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","521,450","279,646","21,597","23","152","21,422","29,590","1,157","4,129","24,304","35,448","4,083","13,124","18,241","55,504","19,032","23,723","12,749","133,071","100,639","26,830","5,602","4,436","241,804","51,197","14,884","10,932","25,381","48,259","37,299","8,640","2,320","33,539","30,907","1,972","660","39,213","38,659","514","40","62,509","62,225","284","0","7,087"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,930,033","2,394,424","96,165","437","1,138","94,590","134,240","2,989","12,919","118,332","180,919","15,622","43,888","121,409","361,200","83,204","103,608","174,388","1,611,196","882,223","445,850","283,123","10,704","1,535,609","174,350","18,358","22,994","132,998","217,616","75,763","50,883","90,970","189,979","109,217","42,134","38,628","260,493","192,889","46,895","20,709","674,117","636,444","30,633","7,040","19,054"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,586,616","1,631,800","89,873","438","947","88,488","149,650","5,505","24,712","119,433","184,615","23,380","77,701","83,534","326,572","128,726","135,608","62,238","872,774","679,427","156,207","37,140","8,316","954,816","178,163","40,883","49,467","87,813","177,334","128,430","36,234","12,670","145,028","135,828","7,546","1,654","174,920","170,773","3,457","690","264,862","264,207","535","120","14,509"
"North Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","200,554","109,310","3,026","0","18","3,008","6,262","322","1,217","4,723","8,189","1,296","3,288","3,605","20,889","7,255","8,986","4,648","70,775","51,784","16,562","2,429","169","91,244","11,868","1,922","2,116","7,830","12,331","8,160","3,427","744","12,748","11,125","1,515","108","17,257","17,012","152","93","35,783","35,696","87","0","1,257"
"Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,070,181","1,927,336","93,275","365","1,467","91,443","163,054","7,060","30,261","125,733","211,928","36,721","90,550","84,657","387,230","168,435","160,291","58,504","1,065,424","841,511","188,818","35,095","6,425","1,142,845","164,674","24,903","37,315","102,456","215,580","130,015","60,227","25,338","181,833","160,893","16,876","4,064","215,804","208,594","5,618","1,592","349,468","347,230","1,800","438","15,486"
"Oklahoma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","962,483","526,995","30,698","25","372","30,301","52,006","1,844","9,569","40,593","61,672","9,783","25,349","26,540","110,657","44,666","47,916","18,075","269,569","211,319","48,537","9,713","2,393","435,488","75,774","19,532","19,965","36,277","87,458","64,318","17,702","5,438","65,746","61,623","3,493","630","77,803","75,758","1,733","312","122,569","122,153","373","43","6,138"
"Oregon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,007,015","672,491","31,854","132","252","31,470","46,178","1,087","2,256","42,835","68,391","3,276","13,795","51,320","123,576","19,986","48,224","55,366","398,559","244,011","123,212","31,336","3,933","334,524","53,514","5,044","8,370","40,100","56,199","25,218","19,052","11,929","48,173","38,113","8,469","1,591","64,046","59,848","3,758","440","108,327","107,176","1,037","114","4,265"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,421,017","2,063,564","89,209","357","1,408","87,444","145,886","4,036","22,317","119,533","186,798","23,377","61,311","102,110","389,635","119,007","156,204","114,424","1,242,166","872,750","292,334","77,082","9,870","1,357,453","194,534","20,738","41,069","132,727","245,928","116,201","79,238","50,489","198,110","155,757","33,508","8,845","253,629","238,067","13,198","2,364","445,184","440,930","3,652","602","20,068"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","248,723","172,375","7,571","58","0","7,513","10,652","0","551","10,101","12,620","617","2,122","9,881","30,412","2,644","11,057","16,711","110,547","64,382","36,027","10,138","573","76,348","8,960","120","852","7,988","11,595","1,940","4,436","5,219","10,480","6,035","2,974","1,471","11,847","9,968","1,280","599","32,998","32,234","733","31","468"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,309,670","754,533","48,900","169","720","48,011","73,232","2,213","14,705","56,314","89,267","11,878","37,751","39,638","152,016","67,989","55,589","28,438","386,938","303,274","67,774","15,890","4,180","555,137","106,592","29,588","25,288","51,716","112,085","83,225","20,115","8,745","82,519","77,767","4,035","717","101,123","99,359","1,142","622","141,850","141,420","392","38","10,968"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","233,092","129,049","4,397","0","79","4,318","10,061","433","2,285","7,343","13,740","1,943","5,487","6,310","28,255","9,269","14,155","4,831","72,014","55,536","14,788","1,690","582","104,043","13,493","1,999","3,031","8,463","17,207","9,346","5,966","1,895","15,503","14,258","1,018","227","19,844","19,283","431","130","36,747","36,579","168","0","1,249"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,693,790","997,085","64,217","221","1,218","62,778","96,955","3,625","19,683","73,647","116,425","20,271","48,065","48,089","210,671","89,768","87,277","33,626","503,179","394,084","90,472","18,623","5,638","696,705","121,303","31,312","32,160","57,831","128,936","99,213","21,564","8,159","106,635","99,765","5,655","1,215","125,498","123,292","1,622","584","203,243","202,343","670","230","11,090"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","5,964,183","3,439,280","150,897","121","1,042","149,734","246,428","3,612","24,639","218,177","305,691","24,421","92,468","188,802","593,456","151,093","262,210","180,153","2,124,021","1,453,091","526,560","144,370","18,787","2,524,903","380,184","74,874","83,171","222,139","410,556","242,229","104,382","63,945","351,600","288,487","46,150","16,963","452,798","418,739","25,625","8,434","896,307","880,936","12,637","2,734","33,458"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","681,563","484,330","15,342","0","277","15,065","29,341","538","2,709","26,094","43,228","3,352","12,734","27,142","98,513","21,995","45,553","30,965","297,041","199,240","81,375","16,426","865","197,233","21,289","3,761","5,945","11,583","26,829","17,867","6,451","2,511","27,765","25,755","1,685","325","39,440","37,785","1,524","131","80,481","80,299","148","34","1,429"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","178,405","110,296","6,082","0","0","6,082","10,021","66","1,189","8,766","10,521","473","2,839","7,209","21,758","3,810","9,253","8,695","61,796","38,516","18,650","4,630","118","68,109","10,400","742","1,094","8,564","11,878","3,091","4,621","4,166","9,858","6,140","2,791","927","12,738","11,042","1,554","142","22,287","21,919","362","6","948"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,077,417","1,431,413","53,233","157","653","52,423","82,983","2,108","10,513","70,362","110,849","11,770","30,510","68,569","230,738","52,490","86,436","91,812","947,167","591,372","266,893","88,902","6,443","646,004","91,745","19,900","22,837","49,008","95,656","65,042","20,917","9,697","86,721","74,278","9,558","2,885","114,024","107,995","5,254","775","249,805","247,734","1,885","186","8,053"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
