"Label (Grouping)","Total:","Total:!!With a mortgage:","Total:!!With a mortgage:!!Less than $20,000:","Total:!!With a mortgage:!!Less than $20,000:!!Less than 20 percent","Total:!!With a mortgage:!!Less than $20,000:!!20 to 29 percent","Total:!!With a mortgage:!!Less than $20,000:!!30 percent or more","Total:!!With a mortgage:!!$20,000 to $34,999:","Total:!!With a mortgage:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!With a mortgage:!!$20,000 to $34,999:!!30 percent or more","Total:!!With a mortgage:!!$35,000 to $49,999:","Total:!!With a mortgage:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!With a mortgage:!!$35,000 to $49,999:!!30 percent or more","Total:!!With a mortgage:!!$50,000 to $74,999:","Total:!!With a mortgage:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!With a mortgage:!!$50,000 to $74,999:!!30 percent or more","Total:!!With a mortgage:!!$75,000 or more:","Total:!!With a mortgage:!!$75,000 or more:!!Less than 20 percent","Total:!!With a mortgage:!!$75,000 or more:!!20 to 29 percent","Total:!!With a mortgage:!!$75,000 or more:!!30 percent or more","Total:!!With a mortgage:!!Zero or negative income","Total:!!Not mortgaged:","Total:!!Not mortgaged:!!Less than $20,000:","Total:!!Not mortgaged:!!Less than $20,000:!!Less than 20 percent","Total:!!Not mortgaged:!!Less than $20,000:!!20 to 29 percent","Total:!!Not mortgaged:!!Less than $20,000:!!30 percent or more","Total:!!Not mortgaged:!!$20,000 to $34,999:","Total:!!Not mortgaged:!!$20,000 to $34,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$20,000 to $34,999:!!30 percent or more","Total:!!Not mortgaged:!!$35,000 to $49,999:","Total:!!Not mortgaged:!!$35,000 to $49,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$35,000 to $49,999:!!30 percent or more","Total:!!Not mortgaged:!!$50,000 to $74,999:","Total:!!Not mortgaged:!!$50,000 to $74,999:!!Less than 20 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!20 to 29 percent","Total:!!Not mortgaged:!!$50,000 to $74,999:!!30 percent or more","Total:!!Not mortgaged:!!$75,000 or more:","Total:!!Not mortgaged:!!$75,000 or more:!!Less than 20 percent","Total:!!Not mortgaged:!!$75,000 or more:!!20 to 29 percent","Total:!!Not mortgaged:!!$75,000 or more:!!30 percent or more","Total:!!Not mortgaged:!!Zero or negative income"
"    Estimate","6,781,817","5,013,594","244,785","656","2,255","241,874","379,074","7,553","19,564","351,957","480,259","18,484","65,494","396,281","856,188","88,326","223,442","544,420","3,016,791","1,204,436","1,063,375","748,980","36,497","1,768,223","290,101","56,719","53,379","180,003","312,634","169,324","77,836","65,474","252,821","199,181","39,574","14,066","310,313","284,435","20,138","5,740","577,792","569,466","6,818","1,508","24,562"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,278,158","945,039","44,915","90","770","44,055","77,427","1,334","7,900","68,193","105,293","5,655","27,267","72,371","190,870","36,785","80,884","73,201","521,440","312,490","163,197","45,753","5,094","333,119","54,973","10,249","13,275","31,449","63,200","40,820","16,152","6,228","51,016","46,209","4,349","458","56,805","55,477","1,169","159","103,655","103,114","501","40","3,470"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","908,452","642,602","21,694","0","155","21,539","38,668","297","1,004","37,367","52,993","1,007","4,828","47,158","108,733","7,332","29,660","71,741","417,949","192,093","155,053","70,803","2,565","265,850","31,871","881","1,499","29,491","41,178","4,823","12,016","24,339","35,709","12,626","16,731","6,352","45,763","33,763","9,809","2,191","108,612","104,646","3,322","644","2,717"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","241,050","168,064","8,823","0","160","8,663","13,240","303","1,163","11,774","19,941","1,504","4,030","14,407","35,134","6,832","14,250","14,052","90,175","54,543","28,889","6,743","751","72,986","12,397","2,245","2,567","7,585","14,068","8,576","3,593","1,899","11,637","9,901","1,403","333","12,533","12,243","248","42","21,478","21,436","42","0","873"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","110,681","87,104","3,573","0","87","3,486","4,591","45","114","4,432","5,328","181","719","4,428","11,374","1,052","4,022","6,300","61,664","32,567","19,997","9,100","574","23,577","3,359","509","179","2,671","2,589","1,482","643","464","2,933","2,134","436","363","3,202","2,894","176","132","11,135","11,080","55","0","359"
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","4,724,428","2,888,716","249,445","536","3,234","245,675","383,699","8,985","42,901","331,813","418,065","36,616","112,141","269,308","600,486","141,557","226,520","232,409","1,213,571","693,109","361,296","159,166","23,450","1,835,712","386,734","78,996","78,215","229,523","380,045","217,890","101,376","60,779","278,383","230,105","34,813","13,465","317,813","296,488","15,851","5,474","434,904","423,710","8,908","2,286","37,833"
"Georgia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,248,702","1,560,580","116,446","260","1,900","114,286","166,394","4,482","18,781","143,131","192,363","17,583","67,885","106,895","334,477","94,898","145,707","93,872","736,524","498,299","188,658","49,567","14,376","688,122","145,870","32,210","39,726","73,934","140,899","100,262","28,792","11,845","107,976","98,633","7,406","1,937","116,946","113,899","2,675","372","164,108","162,905","1,163","40","12,323"
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","254,770","172,799","8,720","0","58","8,662","9,021","15","216","8,790","14,934","710","1,871","12,353","29,881","2,336","6,026","21,519","109,291","38,160","39,602","31,529","952","81,971","10,903","1,929","1,304","7,670","11,034","5,063","3,613","2,358","10,679","8,533","1,738","408","15,173","14,171","848","154","32,673","32,313","252","108","1,509"
"Idaho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","398,671","270,378","19,036","94","288","18,654","36,274","1,054","6,405","28,815","40,856","5,705","16,394","18,757","70,593","22,944","31,598","16,051","102,207","72,496","24,004","5,707","1,412","128,293","25,533","7,734","6,609","11,190","29,080","24,371","2,968","1,741","21,151","20,244","800","107","23,905","23,776","129","0","27,449","27,449","0","0","1,175"
"Illinois","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,177,104","2,153,509","115,821","510","1,007","114,304","183,454","5,098","21,953","156,403","236,137","22,273","58,211","155,653","428,374","93,192","150,893","184,289","1,180,742","659,844","375,134","145,764","8,981","1,023,595","167,844","24,157","33,102","110,585","193,342","92,891","58,039","42,412","158,860","117,190","32,866","8,804","186,651","167,161","15,672","3,818","305,081","299,978","4,355","748","11,817"
"Indiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,720,780","1,170,188","73,939","594","2,418","70,927","136,384","9,062","31,843","95,479","174,706","35,194","79,013","60,499","277,240","136,276","104,336","36,628","503,462","403,326","86,568","13,568","4,457","550,592","102,116","25,007","25,745","51,364","124,438","95,322","22,696","6,420","95,903","89,837","5,009","1,057","99,413","98,565","689","159","123,411","122,999","355","57","5,311"
"Iowa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","882,584","545,782","26,322","114","769","25,439","55,847","3,226","13,380","39,241","71,730","13,436","32,120","26,174","135,170","58,832","53,716","22,622","255,063","197,213","49,716","8,134","1,650","336,802","57,389","10,742","16,701","29,946","70,984","46,501","19,265","5,218","55,490","51,411","3,081","998","64,794","63,148","1,274","372","85,382","85,167","215","0","2,763"
"Kansas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","739,191","461,942","23,547","131","378","23,038","44,610","2,339","7,890","34,381","56,845","9,730","22,039","25,076","106,620","40,821","42,905","22,894","229,161","165,002","54,196","9,963","1,159","277,249","45,296","9,063","12,243","23,990","59,719","37,676","15,540","6,503","46,272","42,815","2,809","648","53,233","52,185","1,002","46","70,505","70,284","158","63","2,224"
"Kentucky","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,144,309","696,216","58,258","377","2,717","55,164","85,234","5,454","22,484","57,296","99,124","20,022","43,964","35,138","155,550","67,234","64,358","23,958","295,409","228,844","56,315","10,250","2,641","448,093","114,160","37,195","31,374","45,591","99,544","82,167","14,576","2,801","68,350","66,274","1,753","323","75,508","75,104","381","23","84,842","84,760","0","82","5,689"
"Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,130,134","626,821","54,826","419","1,054","53,353","71,150","3,359","14,142","53,649","79,834","16,127","29,441","34,266","125,011","51,957","47,810","25,244","293,049","224,845","56,256","11,948","2,951","503,313","122,316","47,204","28,912","46,200","103,205","86,104","12,958","4,143","70,301","67,049","2,610","642","82,023","81,181","765","77","117,217","116,747","75","395","8,251"
"Maine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","396,014","252,865","18,545","122","501","17,922","30,018","1,301","4,674","24,043","36,659","4,562","11,067","21,030","59,654","20,054","22,635","16,965","107,469","69,163","31,303","7,003","520","143,149","28,823","5,339","6,000","17,484","30,894","15,925","9,673","5,296","22,222","17,971","3,592","659","28,719","27,476","1,138","105","30,467","30,313","154","0","2,024"
"Maryland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,433,937","1,077,903","39,755","213","484","39,058","61,330","771","3,752","56,807","83,672","5,864","13,757","64,051","173,386","24,613","56,081","92,692","715,907","367,105","243,707","105,095","3,853","356,034","51,237","5,434","7,905","37,898","58,487","23,982","19,892","14,613","46,412","34,968","8,890","2,554","60,568","56,222","3,638","708","135,132","134,224","782","126","4,198"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,570,055","1,121,921","41,619","0","340","41,279","66,576","729","3,508","62,339","85,878","3,147","12,248","70,483","183,118","20,963","51,773","110,382","740,124","367,349","263,709","109,066","4,606","448,134","61,365","3,059","6,608","51,698","77,431","17,489","25,523","34,419","60,489","32,820","19,309","8,360","75,903","63,340","9,875","2,688","168,866","163,819","4,282","765","4,080"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,713,964","1,726,769","122,404","149","1,661","120,594","195,622","7,251","33,454","154,917","235,963","33,215","84,501","118,247","389,066","133,524","168,011","87,531","775,087","548,866","182,874","43,347","8,627","987,195","194,667","25,592","41,389","127,686","217,122","121,905","68,478","26,739","170,558","148,327","19,853","2,378","176,191","170,326","5,013","852","215,479","214,344","1,054","81","13,178"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,508,810","1,036,410","38,421","175","392","37,854","76,169","2,551","10,052","63,566","114,449","11,717","35,164","67,568","222,242","56,958","96,719","68,565","582,101","365,831","174,770","41,500","3,028","472,400","74,280","10,771","16,204","47,305","85,150","48,035","25,858","11,257","75,258","66,790","6,541","1,927","92,573","89,560","2,397","616","141,465","140,960","392","113","3,674"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","743,611","393,597","43,193","74","1,166","41,953","57,630","2,740","14,772","40,118","59,198","11,547","23,322","24,329","86,521","40,649","33,172","12,700","145,152","112,648","26,787","5,717","1,903","350,014","99,089","28,593","26,637","43,859","73,462","60,055","10,140","3,267","54,088","51,377","2,057","654","58,195","57,110","1,016","69","59,667","59,562","105","0","5,513"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,591,686","1,021,044","65,368","187","1,223","63,958","118,997","5,571","22,854","90,572","140,875","23,939","55,905","61,031","242,595","94,423","101,511","46,661","448,613","328,714","99,109","20,790","4,596","570,642","119,762","28,647","30,850","60,265","125,876","92,168","25,902","7,806","96,222","90,351","4,839","1,032","99,355","97,679","1,343","333","123,632","123,070","497","65","5,795"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","274,196","158,858","10,385","132","131","10,122","19,111","799","2,881","15,431","22,311","3,237","7,194","11,880","37,137","11,944","16,285","8,908","69,376","48,634","16,708","4,034","538","115,338","23,441","5,276","6,587","11,578","25,333","17,597","5,990","1,746","17,994","16,326","1,234","434","21,103","20,852","226","25","26,409","26,283","110","16","1,058"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","486,642","307,101","13,946","98","223","13,625","27,128","1,318","4,662","21,148","39,755","5,213","15,040","19,502","74,051","25,273","34,428","14,350","151,099","114,111","31,286","5,702","1,122","179,541","29,785","5,990","7,943","15,852","35,169","21,306","10,425","3,438","28,182","25,380","2,265","537","36,322","35,208","738","376","48,569","48,206","305","58","1,514"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","552,324","395,852","23,600","44","114","23,442","46,925","856","3,671","42,398","51,666","3,363","14,119","34,184","86,942","18,329","34,949","33,664","185,182","110,309","53,869","21,004","1,537","156,472","26,886","4,703","6,685","15,498","30,273","20,297","7,106","2,870","24,713","22,205","1,785","723","28,370","27,243","917","210","43,160","42,670","490","0","3,070"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","367,863","252,163","10,228","0","67","10,161","16,135","224","782","15,129","23,320","812","3,659","18,849","49,159","5,527","15,930","27,702","152,654","70,697","58,440","23,517","667","115,700","15,626","842","2,080","12,704","20,731","3,938","7,304","9,489","18,029","8,573","7,011","2,445","20,484","16,339","3,509","636","39,811","38,436","1,090","285","1,019"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,081,481","1,459,810","51,098","85","38","50,975","84,763","429","1,901","82,433","107,983","1,966","10,872","95,145","225,937","13,719","44,369","167,849","985,242","377,809","366,462","240,971","4,787","621,671","82,265","2,637","4,712","74,916","96,825","9,597","21,927","65,301","79,506","21,448","34,743","23,315","105,571","62,901","32,829","9,841","250,678","234,799","14,308","1,571","6,826"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","518,106","302,540","30,006","278","397","29,331","39,209","1,585","7,119","30,505","39,226","5,438","14,056","19,732","63,402","20,945","27,788","14,669","128,369","93,369","28,307","6,693","2,328","215,566","51,750","17,580","12,638","21,532","46,297","36,600","6,440","3,257","29,236","27,800","1,366","70","33,806","33,137","529","140","50,105","50,105","0","0","4,372"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,883,893","2,500,901","109,933","243","1,227","108,463","184,440","5,317","16,150","162,973","223,897","19,415","52,800","151,682","448,834","100,937","128,246","219,651","1,523,058","731,484","452,665","338,909","10,739","1,382,992","204,454","21,982","28,852","153,620","230,717","77,536","60,499","92,682","193,706","113,769","41,823","38,114","251,962","189,628","42,709","19,625","485,377","453,357","26,478","5,542","16,776"
"North Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,441,626","1,611,485","116,255","488","2,356","113,411","191,988","7,290","32,245","152,453","221,504","32,264","80,415","108,825","353,864","128,135","153,074","72,655","717,864","511,790","164,175","41,899","10,010","830,141","198,181","52,361","51,404","94,416","185,331","137,795","35,719","11,817","130,255","122,043","7,156","1,056","136,538","134,801","1,439","298","168,126","167,568","410","148","11,710"
"North Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","189,193","101,259","3,015","8","71","2,936","7,998","467","1,814","5,717","11,441","2,229","4,396","4,816","21,653","9,877","8,731","3,045","57,006","43,435","12,528","1,043","146","87,934","12,815","2,499","3,585","6,731","13,935","9,721","3,608","606","13,488","12,719","726","43","17,847","17,738","101","8","29,038","29,010","28","0","811"
"Ohio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,019,382","1,990,839","124,695","351","2,886","121,458","212,276","8,660","38,586","165,030","266,395","42,027","102,037","122,331","456,457","167,559","198,219","90,679","925,811","658,950","224,686","42,175","5,205","1,028,543","195,667","36,100","54,034","105,533","221,524","141,062","60,053","20,409","175,952","159,592","14,330","2,030","186,465","181,090","4,397","978","237,979","236,753","1,104","122","10,956"
"Oklahoma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","960,369","554,903","38,606","127","1,317","37,162","63,666","3,332","13,242","47,092","80,449","15,919","33,397","31,133","129,982","55,873","54,459","19,650","240,023","185,857","44,865","9,301","2,177","405,466","85,849","25,178","22,064","38,607","86,671","66,675","15,567","4,429","64,751","61,367","2,738","646","71,073","70,192","881","0","91,303","91,111","192","0","5,819"
"Oregon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","933,775","637,990","35,965","237","394","35,334","62,427","1,536","5,482","55,409","80,424","5,601","17,897","56,926","145,839","25,191","61,443","59,205","310,276","167,711","107,695","34,870","3,059","295,785","56,382","8,827","12,864","34,691","60,261","35,462","18,081","6,718","49,717","42,545","6,755","417","52,727","51,014","1,313","400","73,875","73,584","291","0","2,823"
"Pennsylvania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","3,416,499","2,122,249","117,274","114","2,088","115,072","195,069","6,857","27,577","160,635","243,793","33,138","77,161","133,494","455,514","138,742","182,864","133,908","1,101,821","696,292","310,147","95,382","8,778","1,294,250","234,441","29,256","52,811","152,374","270,131","138,270","85,793","46,068","211,553","170,446","33,809","7,298","236,082","222,571","11,626","1,885","329,327","326,480","2,336","511","12,716"
"Rhode Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","247,790","177,131","8,514","0","37","8,477","12,748","122","574","12,052","18,202","608","2,049","15,545","34,440","3,853","11,952","18,635","102,398","49,718","40,375","12,305","829","70,659","11,284","271","848","10,165","12,409","3,277","4,970","4,162","10,794","6,170","4,125","499","13,049","11,469","1,486","94","22,160","21,595","423","142","963"
"South Carolina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,217,692","744,020","55,367","112","1,288","53,967","87,607","3,731","17,795","66,081","109,114","18,793","41,405","48,916","170,640","66,113","68,509","36,018","316,202","233,251","65,042","17,909","5,090","473,672","116,909","35,376","30,557","50,976","104,834","82,756","16,274","5,804","74,769","70,850","2,951","968","77,850","76,947","746","157","89,600","89,294","306","0","9,710"
"South Dakota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","217,200","124,577","5,313","20","158","5,135","13,239","872","2,798","9,569","18,333","3,351","7,917","7,065","30,731","12,805","13,412","4,514","56,386","40,728","13,061","2,597","575","92,623","14,272","2,712","3,981","7,579","17,737","11,785","4,782","1,170","15,105","14,190","782","133","18,321","18,188","133","0","26,415","26,345","70","0","773"
"Tennessee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,654,001","1,023,082","84,774","400","2,202","82,172","135,063","6,575","28,521","99,967","152,464","23,721","62,134","66,609","231,964","92,569","97,810","41,585","412,068","294,714","95,189","22,165","6,749","630,919","139,775","37,919","36,904","64,952","135,942","106,258","22,566","7,118","99,359","94,363","3,866","1,130","105,752","104,425","1,013","314","143,258","142,750","456","52","6,833"
"Texas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","5,586,856","3,412,384","192,497","733","3,306","188,458","325,611","7,291","42,550","275,770","399,029","38,821","130,259","229,949","673,932","185,434","302,474","186,024","1,802,330","1,233,491","457,991","110,848","18,985","2,174,472","419,318","96,709","101,650","220,959","408,065","259,878","98,674","49,513","315,304","272,438","32,919","9,947","373,940","358,101","12,954","2,885","629,792","623,533","4,521","1,738","28,053"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","623,589","454,508","20,710","78","233","20,399","37,469","942","3,318","33,209","60,143","4,513","16,537","39,093","111,594","24,419","53,754","33,421","223,231","140,000","65,249","17,982","1,361","169,081","24,300","4,103","6,663","13,534","29,515","22,085","5,482","1,948","24,812","23,518","1,005","289","33,064","32,781","283","0","55,551","55,304","184","63","1,839"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","183,563","120,388","6,570","0","35","6,535","11,039","308","765","9,966","14,612","986","4,035","9,591","29,188","4,820","13,474","10,894","58,702","32,396","20,146","6,160","277","63,175","12,627","915","1,325","10,387","11,570","3,306","4,505","3,759","10,627","7,270","2,759","598","10,964","9,364","1,366","234","16,967","16,662","305","0","420"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","2,010,442","1,436,421","64,597","247","1,651","62,699","107,657","3,245","13,043","91,369","138,807","15,481","35,701","87,625","258,043","59,562","94,480","104,001","861,253","484,774","271,922","104,557","6,064","574,021","109,793","28,976","25,129","55,688","103,071","70,940","21,830","10,301","83,953","73,414","8,432","2,107","101,321","98,298","2,327","696","170,005","169,626","347","32","5,878"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
