"GEO_ID","NAME","B25101_001E","B25101_001EA","B25101_001M","B25101_001MA","B25101_002E","B25101_002EA","B25101_002M","B25101_002MA","B25101_003E","B25101_003M","B25101_003MA","B25101_003EA","B25101_004E","B25101_004M","B25101_004MA","B25101_004EA","B25101_005E","B25101_005M","B25101_005MA","B25101_005EA","B25101_006E","B25101_006EA","B25101_006M","B25101_006MA","B25101_007E","B25101_007EA","B25101_007M","B25101_007MA","B25101_008E","B25101_008EA","B25101_008M","B25101_008MA","B25101_009E","B25101_009M","B25101_009MA","B25101_009EA","B25101_010E","B25101_010M","B25101_010MA","B25101_010EA","B25101_011E","B25101_011M","B25101_011MA","B25101_011EA","B25101_012E","B25101_012EA","B25101_012M","B25101_012MA","B25101_013E","B25101_013EA","B25101_013M","B25101_013MA","B25101_014E","B25101_014M","B25101_014MA","B25101_014EA","B25101_015E","B25101_015M","B25101_015MA","B25101_015EA","B25101_016E","B25101_016M","B25101_016MA","B25101_016EA","B25101_017E","B25101_017EA","B25101_017M","B25101_017MA","B25101_018E","B25101_018EA","B25101_018M","B25101_018MA","B25101_019E","B25101_019EA","B25101_019M","B25101_019MA","B25101_020E","B25101_020M","B25101_020MA","B25101_020EA","B25101_021E","B25101_021M","B25101_021MA","B25101_021EA","B25101_022E","B25101_022M","B25101_022MA","B25101_022EA","B25101_023E","B25101_023M","B25101_023MA","B25101_023EA","B25101_024E","B25101_024M","B25101_024MA","B25101_024EA","B25101_025E","B25101_025EA","B25101_025M","B25101_025MA","B25101_026E","B25101_026M","B25101_026MA","B25101_026EA","B25101_027E","B25101_027M","B25101_027MA","B25101_027EA","B25101_028E","B25101_028M","B25101_028MA","B25101_028EA","B25101_029E","B25101_029EA","B25101_029M","B25101_029MA","B25101_030E","B25101_030M","B25101_030MA","B25101_030EA","B25101_031E","B25101_031M","B25101_031MA","B25101_031EA","B25101_032E","B25101_032M","B25101_032MA","B25101_032EA","B25101_033E","B25101_033M","B25101_033MA","B25101_033EA","B25101_034E","B25101_034EA","B25101_034M","B25101_034MA","B25101_035E","B25101_035M","B25101_035MA","B25101_035EA","B25101_036E","B25101_036M","B25101_036MA","B25101_036EA","B25101_037E","B25101_037M","B25101_037MA","B25101_037EA","B25101_038E","B25101_038M","B25101_038MA","B25101_038EA","B25101_039E","B25101_039M","B25101_039MA","B25101_039EA","B25101_040E","B25101_040EA","B25101_040M","B25101_040MA","B25101_041E","B25101_041EA","B25101_041M","B25101_041MA","B25101_042E","B25101_042M","B25101_042MA","B25101_042EA","B25101_043E","B25101_043M","B25101_043MA","B25101_043EA","B25101_044E","B25101_044M","B25101_044MA","B25101_044EA","B25101_045E","B25101_045EA","B25101_045M","B25101_045MA",
"0500000US17031","Cook County, Illinois","1098891","null","11220","null","724972","null","11655","null","40040","3176","null","null","25","42","null","null","71","118","null","null","39944","null","3190","null","53139","null","3651","null","626","null","341","null","2317","629","null","null","50196","3649","null","null","62795","3448","null","null","2112","null","718","null","10455","null","1227","null","50228","3326","null","null","116943","4963","null","null","15527","2031","null","null","42239","null","2787","null","59177","null","4076","null","447153","null","8910","null","263970","6697","null","null","133474","5792","null","null","49709","3054","null","null","4902","1114","null","null","373919","8286","null","null","53066","null","3936","null","2263","595","null","null","6199","1063","null","null","44604","3643","null","null","58254","null","2903","null","13136","1612","null","null","20859","1882","null","null","24259","2010","null","null","48423","3062","null","null","26651","null","2407","null","15977","1753","null","null","5795","1062","null","null","65015","3520","null","null","53353","3031","null","null","9040","1305","null","null","2622","null","970","null","143319","null","5224","null","138944","5197","null","null","3912","877","null","null","463","239","null","null","5842","null","1267","null",
"0500000US17037","DeKalb County, Illinois","21305","null","1462","null","13613","null","1442","null","284","234","null","null","0","185","null","null","0","185","null","null","284","null","234","null","567","null","336","null","0","null","185","null","0","185","null","null","567","336","null","null","1287","600","null","null","70","null","101","null","499","null","395","null","718","461","null","null","3177","916","null","null","919","529","null","null","1502","null","628","null","756","null","334","null","8279","null","1226","null","5476","958","null","null","2519","876","null","null","284","261","null","null","19","32","null","null","7692","992","null","null","986","null","367","null","129","136","null","null","77","118","null","null","780","316","null","null","1145","null","516","null","223","141","null","null","285","216","null","null","637","438","null","null","933","456","null","null","576","null","306","null","247","272","null","null","110","142","null","null","1544","447","null","null","1409","407","null","null","135","159","null","null","0","null","185","null","3084","null","633","null","3084","633","null","null","0","185","null","null","0","185","null","null","0","null","185","null",
"0500000US17043","DuPage County, Illinois","244220","null","3446","null","165516","null","4202","null","4942","898","null","null","0","185","null","null","48","78","null","null","4894","null","901","null","7979","null","1367","null","42","null","71","null","83","99","null","null","7854","1363","null","null","12463","1810","null","null","232","null","224","null","1490","null","428","null","10741","1793","null","null","19644","1992","null","null","1844","458","null","null","6878","null","1116","null","10922","null","1418","null","120046","null","3693","null","69210","3100","null","null","37968","2313","null","null","12868","1764","null","null","442","261","null","null","78704","3124","null","null","6852","null","1112","null","73","86","null","null","418","255","null","null","6361","1135","null","null","9079","null","1204","null","1003","474","null","null","3105","658","null","null","4971","836","null","null","8335","1161","null","null","2865","null","753","null","3677","917","null","null","1793","687","null","null","13353","1320","null","null","10815","1273","null","null","2007","605","null","null","531","null","259","null","39713","null","2503","null","39310","2488","null","null","356","195","null","null","47","78","null","null","1372","null","466","null",
"0500000US17089","Kane County, Illinois","125633","null","3306","null","88598","null","3613","null","3510","1239","null","null","0","185","null","null","0","185","null","null","3510","null","1239","null","5041","null","1225","null","0","null","185","null","0","185","null","null","5041","1225","null","null","8272","1572","null","null","178","null","137","null","1597","null","624","null","6497","1427","null","null","12991","1893","null","null","2048","773","null","null","4996","null","1048","null","5947","null","1390","null","58379","null","3320","null","33403","2835","null","null","18904","2234","null","null","6072","1331","null","null","405","437","null","null","37035","2863","null","null","4734","null","1008","null","311","244","null","null","241","174","null","null","4182","990","null","null","4811","null","1012","null","1003","466","null","null","2133","693","null","null","1675","634","null","null","4433","939","null","null","2410","null","754","null","1450","592","null","null","573","287","null","null","6230","1325","null","null","5391","1210","null","null","732","453","null","null","107","null","138","null","16324","null","2154","null","16044","2173","null","null","210","151","null","null","70","112","null","null","503","null","495","null",
"0500000US17091","Kankakee County, Illinois","26879","null","1244","null","16962","null","1389","null","442","288","null","null","0","185","null","null","0","185","null","null","442","null","288","null","1474","null","561","null","0","null","185","null","55","58","null","null","1419","562","null","null","2502","746","null","null","144","null","156","null","1071","null","518","null","1287","512","null","null","4574","785","null","null","1658","541","null","null","1711","null","454","null","1205","null","500","null","7945","null","926","null","6127","810","null","null","1793","552","null","null","25","31","null","null","25","40","null","null","9917","1086","null","null","1108","null","477","null","252","182","null","null","328","338","null","null","528","260","null","null","2066","null","517","null","826","330","null","null","635","307","null","null","605","346","null","null","2103","618","null","null","1410","null","394","null","693","435","null","null","0","185","null","null","1672","546","null","null","1568","529","null","null","104","112","null","null","0","null","185","null","2938","null","699","null","2925","698","null","null","13","23","null","null","0","185","null","null","30","null","41","null",
"0500000US17093","Kendall County, Illinois","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",
"0500000US17097","Lake County, Illinois","178467","null","3554","null","122351","null","4189","null","4233","994","null","null","0","185","null","null","43","71","null","null","4190","null","994","null","5931","null","1032","null","27","null","47","null","173","237","null","null","5731","984","null","null","8040","1483","null","null","164","null","190","null","1359","null","683","null","6517","1197","null","null","14724","1501","null","null","1590","487","null","null","5994","null","1025","null","7140","null","1133","null","88809","null","3578","null","51335","3091","null","null","26352","1792","null","null","11122","1370","null","null","614","388","null","null","56116","2679","null","null","5174","null","965","null","155","166","null","null","550","305","null","null","4469","892","null","null","8245","null","1203","null","1166","477","null","null","1998","681","null","null","5081","971","null","null","5735","1199","null","null","2934","null","873","null","1838","647","null","null","963","365","null","null","8905","1239","null","null","5825","968","null","null","1866","571","null","null","1214","null","474","null","27766","null","1660","null","26497","1571","null","null","1095","395","null","null","174","142","null","null","291","null","189","null",
"0500000US17099","LaSalle County, Illinois","32250","null","1624","null","18098","null","1661","null","1133","429","null","null","0","185","null","null","0","185","null","null","1133","null","429","null","2201","null","610","null","59","null","94","null","532","355","null","null","1610","486","null","null","1636","509","null","null","233","null","166","null","795","null","402","null","608","300","null","null","3161","880","null","null","1240","440","null","null","1344","null","597","null","577","null","289","null","9816","null","1242","null","7757","1148","null","null","1807","537","null","null","252","173","null","null","151","210","null","null","14152","1025","null","null","1762","null","701","null","515","416","null","null","291","326","null","null","956","435","null","null","2760","null","728","null","1457","514","null","null","1116","512","null","null","187","171","null","null","1444","430","null","null","1100","null","333","null","92","114","null","null","252","251","null","null","3475","841","null","null","3272","830","null","null","203","169","null","null","0","null","185","null","4594","null","680","null","4531","668","null","null","63","104","null","null","0","185","null","null","117","null","129","null",
"0500000US17111","McHenry County, Illinois","85225","null","2528","null","63060","null","2676","null","2047","804","null","null","0","185","null","null","0","185","null","null","2047","null","804","null","2906","null","717","null","0","null","185","null","113","153","null","null","2793","711","null","null","5283","1270","null","null","126","null","110","null","809","null","455","null","4348","1205","null","null","8743","1219","null","null","1060","408","null","null","3288","null","805","null","4395","null","891","null","43988","null","2604","null","25540","2121","null","null","13233","1678","null","null","5215","1060","null","null","93","111","null","null","22165","1830","null","null","2431","null","781","null","45","76","null","null","88","96","null","null","2298","774","null","null","3951","null","708","null","691","309","null","null","1331","443","null","null","1929","548","null","null","2210","650","null","null","1270","null","525","null","927","381","null","null","13","23","null","null","3352","874","null","null","2711","718","null","null","472","489","null","null","169","null","202","null","9867","null","1378","null","9589","1348","null","null","278","223","null","null","0","185","null","null","354","null","289","null",
"0500000US17113","McLean County, Illinois","42608","null","1366","null","28324","null","1439","null","646","332","null","null","0","185","null","null","35","56","null","null","611","null","341","null","1744","null","567","null","140","null","141","null","230","182","null","null","1374","499","null","null","2893","702","null","null","374","null","260","null","862","null","339","null","1657","537","null","null","4439","882","null","null","1291","436","null","null","1855","null","584","null","1293","null","595","null","18372","null","1394","null","14142","1147","null","null","3438","715","null","null","792","460","null","null","230","219","null","null","14284","1373","null","null","1235","null","526","null","186","158","null","null","248","192","null","null","801","450","null","null","2270","null","719","null","1152","580","null","null","824","388","null","null","294","208","null","null","1979","467","null","null","1660","null","511","null","160","130","null","null","159","187","null","null","2666","686","null","null","2389","687","null","null","143","124","null","null","134","null","152","null","5813","null","1195","null","5784","1200","null","null","29","48","null","null","0","185","null","null","321","null","335","null",
"0500000US17115","Macon County, Illinois","29489","null","1324","null","15478","null","1349","null","988","351","null","null","0","185","null","null","0","185","null","null","988","null","351","null","1725","null","502","null","141","null","134","null","485","259","null","null","1099","423","null","null","2047","576","null","null","516","null","304","null","802","null","363","null","729","396","null","null","3370","792","null","null","2072","574","null","null","1040","null","434","null","258","null","173","null","7216","null","1049","null","6184","985","null","null","853","373","null","null","179","137","null","null","132","148","null","null","14011","1255","null","null","1712","null","481","null","461","241","null","null","335","207","null","null","916","365","null","null","2928","null","643","null","1692","481","null","null","1028","420","null","null","208","177","null","null","2460","655","null","null","2335","null","618","null","62","68","null","null","63","108","null","null","2321","616","null","null","2321","616","null","null","0","185","null","null","0","null","185","null","4555","null","823","null","4516","816","null","null","39","68","null","null","0","185","null","null","35","null","57","null",
"0500000US17119","Madison County, Illinois","75697","null","2804","null","47130","null","2579","null","2827","996","null","null","0","185","null","null","0","185","null","null","2827","null","996","null","3687","null","699","null","94","null","112","null","552","331","null","null","3041","647","null","null","5185","919","null","null","853","null","422","null","1869","null","530","null","2463","732","null","null","7805","1306","null","null","4192","944","null","null","2613","null","733","null","1000","null","388","null","27626","null","1830","null","21617","1771","null","null","5307","898","null","null","702","376","null","null","0","185","null","null","28567","1840","null","null","3082","null","743","null","288","195","null","null","996","490","null","null","1798","533","null","null","5365","null","1050","null","3144","780","null","null","1718","666","null","null","503","319","null","null","4831","838","null","null","4022","null","762","null","744","414","null","null","65","110","null","null","6013","907","null","null","5811","865","null","null","202","159","null","null","0","null","185","null","9092","null","1163","null","9092","1163","null","null","0","185","null","null","0","185","null","null","184","null","224","null",
"0500000US17143","Peoria County, Illinois","46443","null","1758","null","28366","null","1742","null","960","350","null","null","0","185","null","null","0","185","null","null","960","null","350","null","1966","null","555","null","72","null","89","null","351","217","null","null","1543","464","null","null","3766","782","null","null","635","null","291","null","1899","null","700","null","1232","375","null","null","4794","948","null","null","2112","577","null","null","1973","null","527","null","709","null","515","null","16493","null","1419","null","14055","1384","null","null","1934","629","null","null","504","300","null","null","387","441","null","null","18077","1438","null","null","2201","null","584","null","473","331","null","null","461","230","null","null","1267","407","null","null","3630","null","816","null","2198","678","null","null","972","465","null","null","460","319","null","null","2472","651","null","null","2135","null","569","null","185","172","null","null","152","152","null","null","3872","850","null","null","3753","809","null","null","119","119","null","null","0","null","185","null","5801","null","1051","null","5801","1051","null","null","0","185","null","null","0","185","null","null","101","null","117","null",
"0500000US17161","Rock Island County, Illinois","41893","null","1648","null","24825","null","1646","null","1214","472","null","null","0","185","null","null","21","37","null","null","1193","null","470","null","1830","null","598","null","72","null","60","null","793","366","null","null","965","441","null","null","4293","981","null","null","591","null","310","null","1687","null","693","null","2015","891","null","null","5549","926","null","null","2546","710","null","null","2093","null","681","null","910","null","343","null","11712","null","1460","null","10013","1417","null","null","1534","443","null","null","165","134","null","null","227","246","null","null","17068","1365","null","null","2595","null","738","null","254","162","null","null","629","370","null","null","1712","600","null","null","2997","null","700","null","1988","568","null","null","671","297","null","null","338","211","null","null","2611","611","null","null","2201","null","583","null","410","221","null","null","0","185","null","null","3133","845","null","null","2968","800","null","null","165","159","null","null","0","null","185","null","5572","null","844","null","5465","812","null","null","107","180","null","null","0","185","null","null","160","null","183","null",
"0500000US17163","St. Clair County, Illinois","66289","null","2600","null","43029","null","2290","null","3068","1091","null","null","0","185","null","null","0","185","null","null","3068","null","1091","null","3319","null","992","null","114","null","117","null","717","303","null","null","2488","931","null","null","4718","1093","null","null","375","null","216","null","1894","null","596","null","2449","901","null","null","7597","1155","null","null","2608","797","null","null","3103","null","792","null","1886","null","578","null","24152","null","1627","null","18564","1668","null","null","5248","1006","null","null","340","230","null","null","175","172","null","null","23260","1768","null","null","3179","null","934","null","240","192","null","null","446","238","null","null","2493","837","null","null","4532","null","1020","null","2471","742","null","null","1530","600","null","null","531","320","null","null","3508","756","null","null","3153","null","749","null","238","198","null","null","117","108","null","null","4030","876","null","null","3891","888","null","null","139","158","null","null","0","null","185","null","7738","null","1245","null","7684","1245","null","null","54","89","null","null","0","185","null","null","273","null","232","null",
"0500000US17167","Sangamon County, Illinois","58409","null","1937","null","35807","null","1965","null","2275","664","null","null","0","185","null","null","0","185","null","null","2275","null","664","null","2704","null","574","null","88","null","77","null","206","130","null","null","2410","570","null","null","4875","774","null","null","978","null","443","null","2035","null","760","null","1862","702","null","null","6353","1090","null","null","2095","494","null","null","3379","null","894","null","879","null","397","null","19406","null","1527","null","14783","1421","null","null","3600","723","null","null","1023","592","null","null","194","230","null","null","22602","1559","null","null","3171","null","843","null","835","364","null","null","598","303","null","null","1738","675","null","null","3655","null","791","null","1606","506","null","null","1249","515","null","null","800","381","null","null","3366","748","null","null","3042","null","744","null","311","237","null","null","13","21","null","null","4008","782","null","null","3862","761","null","null","146","145","null","null","0","null","185","null","8150","null","924","null","8150","924","null","null","0","185","null","null","0","185","null","null","252","null","199","null",
"0500000US17179","Tazewell County, Illinois","43056","null","1464","null","25944","null","1614","null","1120","412","null","null","0","185","null","null","0","185","null","null","1120","null","412","null","1917","null","637","null","76","null","99","null","479","439","null","null","1362","524","null","null","3534","807","null","null","228","null","144","null","1878","null","770","null","1428","532","null","null","4996","1041","null","null","2541","872","null","null","2047","null","558","null","408","null","247","null","14377","null","1379","null","11202","1294","null","null","2986","671","null","null","189","156","null","null","0","185","null","null","17112","1350","null","null","1676","null","562","null","181","157","null","null","305","242","null","null","1190","475","null","null","3308","null","908","null","1540","523","null","null","1114","493","null","null","654","440","null","null","2608","614","null","null","2184","null","559","null","349","254","null","null","75","124","null","null","3980","793","null","null","3913","788","null","null","67","88","null","null","0","null","185","null","5390","null","1040","null","5390","1040","null","null","0","185","null","null","0","185","null","null","150","null","141","null",
"0500000US17183","Vermilion County, Illinois","23154","null","1154","null","11744","null","1217","null","770","339","null","null","0","185","null","null","0","185","null","null","770","null","339","null","1189","null","437","null","41","null","52","null","247","177","null","null","901","412","null","null","1894","585","null","null","616","null","285","null","748","null","341","null","530","284","null","null","3172","665","null","null","2301","596","null","null","687","null","235","null","184","null","169","null","4597","null","870","null","4007","789","null","null","502","288","null","null","88","102","null","null","122","181","null","null","11410","1019","null","null","1790","null","554","null","742","410","null","null","185","149","null","null","863","346","null","null","2281","null","531","null","1835","494","null","null","278","166","null","null","168","144","null","null","2053","530","null","null","1920","null","519","null","115","97","null","null","18","31","null","null","2570","674","null","null","2523","675","null","null","47","79","null","null","0","null","185","null","2512","null","543","null","2512","543","null","null","0","185","null","null","0","185","null","null","204","null","193","null",
"0500000US17197","Will County, Illinois","183930","null","3352","null","134695","null","3538","null","5204","1133","null","null","0","185","null","null","0","185","null","null","5204","null","1133","null","7197","null","1146","null","121","null","149","null","443","196","null","null","6633","1129","null","null","9003","1401","null","null","282","null","202","null","1860","null","617","null","6861","1207","null","null","22115","2239","null","null","2534","581","null","null","8683","null","1077","null","10898","null","1755","null","90551","null","3228","null","53736","2945","null","null","28074","2020","null","null","8741","1320","null","null","625","344","null","null","49235","2306","null","null","5540","null","909","null","126","114","null","null","729","302","null","null","4685","845","null","null","7481","null","1094","null","2161","578","null","null","2468","700","null","null","2852","841","null","null","6188","900","null","null","3751","null","737","null","2055","659","null","null","382","213","null","null","8508","1093","null","null","7235","1080","null","null","1104","486","null","null","169","null","165","null","21316","null","1774","null","21000","1758","null","null","316","209","null","null","0","185","null","null","202","null","156","null",
"0500000US17199","Williamson County, Illinois","18023","null","1270","null","9111","null","1145","null","666","334","null","null","0","185","null","null","11","18","null","null","655","null","333","null","478","null","258","null","0","null","185","null","107","90","null","null","371","233","null","null","1440","471","null","null","163","null","214","null","968","null","421","null","309","176","null","null","2309","717","null","null","1394","610","null","null","602","null","294","null","313","null","226","null","4218","null","776","null","3886","765","null","null","332","186","null","null","0","185","null","null","0","185","null","null","8912","1170","null","null","1284","null","501","null","339","228","null","null","361","307","null","null","584","293","null","null","1806","null","592","null","1453","558","null","null","144","142","null","null","209","161","null","null","1841","746","null","null","1758","null","745","null","83","100","null","null","0","185","null","null","1427","489","null","null","1427","489","null","null","0","185","null","null","0","null","185","null","2249","null","635","null","2249","635","null","null","0","185","null","null","0","185","null","null","305","null","233","null",
"0500000US17201","Winnebago County, Illinois","71813","null","2477","null","44852","null","2502","null","2701","774","null","null","0","185","null","null","0","185","null","null","2701","null","774","null","4657","null","1041","null","56","null","64","null","995","474","null","null","3606","887","null","null","6016","1292","null","null","1013","null","549","null","2114","null","734","null","2889","946","null","null","9506","1361","null","null","3604","849","null","null","4894","null","1047","null","1008","null","493","null","21346","null","1583","null","16154","1722","null","null","4380","861","null","null","812","369","null","null","626","407","null","null","26961","2029","null","null","4075","null","980","null","569","353","null","null","1024","369","null","null","2482","856","null","null","4582","null","912","null","2306","605","null","null","1535","506","null","null","741","380","null","null","3868","835","null","null","3528","null","823","null","303","200","null","null","37","64","null","null","5575","977","null","null","5275","959","null","null","300","232","null","null","0","null","185","null","8583","null","1187","null","8463","1175","null","null","120","195","null","null","0","185","null","null","278","null","206","null",
